ID,Name,Desc,TalentDesc
324,"Tång cß¶ng Kích Ði®n Tri«n","TÕo ra tia sét bao vây møc tiêu trong 3 giây, m²i 0.5 giây tÕo ra $DmgMin(ActorDPS*0.5)$-$DmgMax(ActorDPS*0.5)$ ði¬m sát thß½ng, ð°ng th¶i khiªn t¯c ðµ di chuy¬n giäm $50+SkillLevel(324)*5$%.","Tång hi®u quä giäm t¯c ðµ cüa Kích Ði®n Trß¶ng lên $SkillLevel(324)*5$%.
C¤p 1: 5%
C¤p 2: 10%
C¤p 3: 15%
C¤p 4: 20%
C¤p 5: 25%"
325,"Tång cß¶ng sát thß½ng Ði®n H®",,"Tång mÑc sát thß½ng cüa Ði®n H® lên $SkillLevel(325)*2$%.
C¤p 1: 2%
C¤p 2: 4%
C¤p 3: 6%
C¤p 4: 8%
C¤p 5: 10%"
326,"Tång cß¶ng xác su¤t bÕo kích Ði®n H®",,"Tång xác su¤t bÕo kích cüa Ði®n H® lên $SkillLevel(326)*1$%.
C¤p 1: 1%
C¤p 2: 2%
C¤p 3: 3%
C¤p 4: 4%
C¤p 5: 5%"
327,"Tång cß¶ng sát thß½ng bÕo kích Ði®n H®",,"Tång mÑc sát thß½ng do bÕo kích cüa Ði®n H® lên $SkillLevel(327)*10$%.
C¤p 1: 10%
C¤p 2: 20%
C¤p 3: 30%
C¤p 4: 40%
C„p 5: 50%"
331,"Tång cß¶ng BÕch Liên H°n","Ni®m Ph§t quyªt, khiªn hàng tråm ðóa sen tr¡ng hi®n ra trên mình kë ð¸ch; tÕo ra $DmgMin(ActorDPS*1.5)*(1+SkillLevel(331)*0.06)$-$DmgMax(ActorDPS*1.5)*(1+SkillLevel(331)*0.06)$ ði¬m sát thß½ng.","Tång hi®u quä sát thß½ng cüa BÕch Liên H°n lên $SkillLevel(331)*6$%.
C¤p 1: 6%
C¤p 2: 12%
C¤p 3: 18%
C¤p 4: 24%
C¤p 5: 30%"
332,"Tång cß¶ng Kim Liên Phù","Kim Liên Phù tÕo ra mµt d¤u ¤n th¥n thánh hình ðóa sen vàng trên mình kë ð¸ch, liên tøc sát thß½ng trong 10 giây, tÕo ra t±ng lßþng ði¬m sát thß½ng là $(ActorDPS)*2*(1+SkillLevel(332)*0.05)+1$ , ð°ng th¶i møc tiêu r½i vào trÕng thái phòng v® yªu ð¯i v¾i Ph§t H®, m²i l¥n b¸ kî nång Ph§t H® t¤n công mÑc sát thß½ng s¨ tång thêm $(ActorDPS*0.2*(1+SkillLevel(332)*0.2)+1)$ ði¬m.","Tång hi®u quä làm giäm phòng v® Ph§t H® cüa Kim Liên Phù lên $SkillLevel(332)*20$%.
C¤p 1: 20%
C¤p 2: 40%
C¤p 3: 60%
C¤p 4: 80%
C¤p 5: 100%"
333,"Tång cß¶ng Thanh Liên Quang","Tri®u h°i nhæng ðóa sen xanh công kích kë ð¸ch, tÕo ra $DmgMin(ActorDPS*3)$-$DmgMax(ActorDPS*3)$ði¬m sát thß½ng.","Giäm lßþng pháp lñc tiêu hao cüa Thanh Liên Quang xu¯ng $SkillLevel(333)*5$%.
C¤p 1: 5%
C¤p 2: 10%
C¤p 3: 15%
C¤p 4: 20%
C¤p 5: 25%"
334,"Tång cß¶ng H°ng Liên Hoa","Tri®u h°i nhæng ðóa sen h°ng l¤p lánh vây l¤y kë ð¸ch, tÕo thành mµt ðß¶ng phép màu h°ng liên tøc t¤n công; m²i giây hóa giäi $PartyDPS(MWLev(308),3)*3$ ði¬m pháp lñc cüa kë ð¸ch, ð°ng th¶i thu ðßþc $PartyDPS(MWLev(308),3)*1.5$ ði¬m pháp lñc v« cho mình.","Trong lúc thi tri¬n H°ng Liên Hoa s¨ tång  $SkillLevel(334)*20$% c½ hµi không b¸ gián ðoÕn quá trình thi tri¬n pháp thu§t do b¸ công kích.
C¤p 1: 20%
C¤p 2: 40%
C¤p 3: 60%
C¤p 4: 80%
C¤p 5: 100%"
335,"Tång cß¶ng sát thß½ng Ph§t Pháp",,"Tång mÑc sát thß½ng cüa Ph§t Pháp H® lên $SkillLevel(335)*2$%.
C¤p 1: 2%
C¤p 2: 4%
C¤p 3: 6%
C¤p 4: 8%
C¤p 5: 10%"
336,"Tång cß¶ng xác su¤t bÕo kích Ph§t Pháp",,"Tång xác su¤t bÕo kích cüa Ph§t Pháp H® lên $SkillLevel(336)*1$%.
C¤p 1: 1%
C¤p 2: 2%
C¤p 3: 3%
C¤p 4: 4%
C¤p 5: 5%"
337,"Tång cß¶ng sát thß½ng bÕo kích Ph§t Pháp",,"Tång mÑc sát thß½ng do bÕo kích cüa Ph§t Pháp h® lên $SkillLevel(337)*10$%.
C¤p 1: 10%
C¤p 2: 20%
C¤p 3: 30%
C¤p 4: 40%
C¤p 5: 50%"
341,"Tång cß¶ng KÏ Hoàng Quyªt","Ni®m ph§t quyªt, nhæng dòng ph§t vån l¤p lánh ánh vàng s¨ vây quanh ngß¶i ðßþc tr¸ thß½ng, phøc h°i $(HealPS(MWLev(309))*1.5+20)*(1+SkillLevel(341)*0.06)+UltraHeal$ ði¬m sinh m®nh.","Tång hi®u quä tr¸ thß½ng cüa KÏ Hoàng Quyªt lên $SkillLevel(341)*6$%.
C¤p 1: 6%
C¤p 2: 12%
C¤p 3: 18%
C¤p 4: 24%
C¤p 5: 30%"
342,"Tång cß¶ng Sinh Tân Quyªt","TÕo ra lu°ng sáng xanh vây quanh møc tiêu, phøc h°i sinh m®nh liên tøc trong 10 giây, m²i 2 giây phøc h°i ðßþc $((HealPS(MWLev(310))*1.5+20)*(1+SkillLevel(342)*0.06)+UltraHeal)/5$ ði¬m.","Tång hi®u quä tr¸ thß½ng cüa Sinh Tân Quyªt lên $SkillLevel(342)*6$%.
C¤p 1: 6%
C¤p 2: 12%
C¤p 3: 18%
C¤p 4: 24%
C¤p 5: 30%"
343,"Tång cß¶ng Vãng Sinh Quyªt","SØ døng pháp lñc cüa mình ð¬ tri®u h°i linh h°n kiªp trß¾c v« , h°i sinh møc tiêu, phøc h°i $PartyHP(MWLev(311),3)*0.3$ huyªt khí.
","Giäm th¶i gian v§n công cüa Vãng Sinh Quyªt xu¯ng $SkillLevel(343)*0.6$ giây.
C¤p 1: 0.6 giây
C¤p 2: 1.2 giây
C¤p 3: 1.8 giây
C¤p 4: 2.4 giây
C¤p 5: 3 giây"
344,"Tång cß¶ng Sßu H°n Châm","SØ døng v¥ng sáng kÏ di®u cüa Luy®n Ma Th¥n Châm công kích møc tiêu 3 giây, trong th¶i gian ðó m²i giây tÕo ra $DmgMin(PartyDPS(MWLev(312),3)*0.9)$-$DmgMax(PartyDPS(MWLev(312),3)*0.9)$ ði¬m sát thß½ng, ðð°ng th¶i tr¸ li®u cho ð°ng ðµi xung quanh v¾i t±ng ði¬m sinh m®nh là $DmgMin(PartyDPS(MWLev(312),3)*0.9)$-$DmgMax(PartyDPS(MWLev(312),3)*0.9)$, chï có tác døng sát thß½ng ð¯i v¾i quái v§t.","Giäm lßþng pháp lñc tiêu hao cüa Sßu H°n Châm xu¯ng $SkillLevel(344)*5$%.
C¤p 1: 5%
C¤p 2: 10%
C¤p 3: 15%
C¤p 4: 20%
C¤p 5: 25%"
345,"Tång cß¶ng Tïnh Th¥n Châm","SØ døng pháp lñc cüa th¥n châm xua ðu±i ác ma, giäi tr× trÕng thái trúng ðµc cüa bän thân.","Sau khi tång cß¶ng, Tïnh Th¥n Châm có th¬ giäi ðßþc trÕng thái trúng ðµc c¤p $SkillLevel(345)$.
C¤p 1: 1 c¤p
C¤p 2: 2 c¤p
C¤p 3: 3 c¤p
C¤p 4: 4 c¤p
C¤p 5: 5 c¤p"
346,"Tång cß¶ng Nguyên Dß½ng Châm","SØ døng bí thu§t châm cÑu c± xßa ð¬ kích thích sÑc mÕnh c½ th¬, tÕm th¶i tång gi¾i hÕn cüa thanh sinh m®nh lên $PartyHP(MWLev(314),3)*(0.15+SkillLevel(346)*0.02)$ ði¬m.","Tång hi®u quä nâng gi¾i hÕn thanh sinh m®nh cüa Nguy®n Dß½ng Châm lên $SkillLevel(346)*2$%.
C¤p 1: 2%
C¤p 2: 4%
C¤p 3: 6%
C¤p 4: 8%
C¤p 5: 10%"
347,"Tång cß¶ng TØ Vân Äm","Thi tri¬n v¥ng mây tím bao phü møc tiêu, tÕo ra $DmgMin(PartyDPS(MWLev(315),3)*1.8)$-$DmgMax(PartyDPS(MWLev(315),3)*1.8)$ ði¬m sát thß½ng, ð°ng th¶i khiªn møc tiêu hôn mê 3 giây.","Giäm th¶i gian ch¶ cüa TØ Vân Äm xu¯ng $SkillLevel(347)*1$ giây.
C¤p 1: 1 giây
C¤p 2: 2 giây
C¤p 3: 3 giây
C¤p 4: 4 giây
C¤p 5: 5 giây"
348,"Tång cß¶ng TØ Yên Trß¾ng","Thi tri¬n làn khói tím cän tr· thú nuôi cüa kë thù, tÕo ra $DmgMin(PartyDPS(MWLev(316),3)*4.5)$-$DmgMax(PartyDPS(MWLev(316),3)*4.5)$ ði¬m sát thß½ng, t±ng lßþng sát thß½ng tÕo ra trong 10 giây là $PartyDPS(MWLev(316),3)*4*SkillLevel(348)*0.2$ giäm t¯c ðµ di chuy¬n xu¯ng 80%, duy trì trong 10 giây.","Tång $SkillLevel(348)*100$% hi®u lñc gây sát thß½ng lên thú nuôi cüa TØ Yên Trß¾ng, duy trì trong 10 giây.
C¤p 1: 100%
C¤p 2: 200%
C¤p 3: 300%
C¤p 4: 400%
C¤p 5: 500%"
349,"Tång cß¶ng TØ Lôi Kình Công","SØ døng nµi công Ph§t h÷c t¤n công vào trong c½ th¬ møc tiêu, liên tøc sát thß½ng trong 10 giây, tÕo ra t±ng lßþng ði¬m sát thß½ng là $(ActorDPS)*3*(1+SkillLevel(349)*0.05)+1$ ði¬m.","Tång hi®u quä sát thß½ng cüa TØ Lôi Kình Công lên $SkillLevel(349)*5$%.
C¤p 1: 5%
C¤p 2: 10%
C¤p 3: 15%
C¤p 4: 20%
C¤p 5: 25%"
350,"Tång cß¶ng TØ Tinh Kiªp T¦u","Kích thích ti«m nång cüa sinh m®nh, né tránh kiªp nÕn, tång $MWLev(318)*0.5+SkillLevel(350)*4$% xác su¤t tñ h°i sinh sau khi chªt.","Tång xác su¤t h°i sinh cüa TØ Tinh Kiªp T¦u lên $SkillLevel(350)*4$%.
C¤p 1: 4%
C¤p 2: 8%
C¤p 3: 12%
C¤p 4: 16%
C¤p 5: 20%"
351,"Tång cß¶ng TØ Tinh Bích V® ","SØ døng công lñc hµ thân cüa môn phái, tÕo ra mµt bÑc tß¶ng nhæng tia sét màu tím ngån ch£n møc tiêu, duy trì 60 giây, có th¬ h¤p thu và hóa giäi $PartyDPS(MWLev(319),3)*4*(1+SkillLevel(351)*0.06)$ ði¬m sát thß½ng.","Tång hi®u quä h¤p thu và hóa giäi sát thß½ng cüa TØ Tinh Bích V®  lên $SkillLevel(351)*6$%.
C¤p 1: 6%
C¤p 2: 12%
C¤p 3: 18%
C¤p 4: 24%
C¤p 5: 30%"
361,"Tr¥m M£c Hóa","Chuy¬n ð±i môi trß¶ng xung quanh, khiªn t¤t cä các sinh v§t trong phÕm vi änh hß·ng không th¬ sØ døng kî nång trong 5 giây, k¬ cä bän thân ngß¶i thi tri¬n.",
362,"H°i Pháp","Tinh th¥n ðÕt ðªn cänh gi¾i cao, nâng t¯c ðµ h°i phøc pháp lñc lên 200%.",
363,"Cß¶ng Hóa","Nâng hi®u quä sát thß½ng møc tiêu lên $PartyDPS(MWLev(305),3)*0.5$, duy trì trong 20 giây.",
364,"Kình Khí Hµ Thân","Nµi công hµ thân siêu ðÆng, có khä nång h¤p thø và hóa giäi $PartyDPS(MWLev(305),3)*2$ ði¬m sát thß½ng, ð°ng th¶i trong th¶i gian có nµi công hµ thân, quá trình thi tri¬n pháp thu§t s¨ không b¸ gián ðoÕn khi b¸ t¤n công.",
401,"Tu La - Nhçn","T¤n công møc tiêu, tÕo ra $DmgMin(ActorDPS)$-$DmgMax(ActorDPS)$ ði¬m sát thß½ng, tång mµt chï s¯ cß¶ng lñc.",
402,"Tu La - Bµc","Cß¶ng lñc bµc phát, dña vào chï s¯ cß¶ng lñc ð¬ quyªt ð¸nh mÑc sát thß½ng tÕo ra.
1 chï s¯ Cß¶ng lñc s¨ gây ra 100% + $DmgMin(ActorDPS*1)$-$DmgMax(ActorDPS*1)$  sát thß½ng
2 chï s¯ Cß¶ng lñc s¨ gây ra 200% + $DmgMin(ActorDPS*2)$-$DmgMax(ActorDPS*2)$  sát thß½ng
3 chï s¯ Cß¶ng lñc s¨ gây ra 300% + $DmgMin(ActorDPS*3)$-$DmgMax(ActorDPS*3)$  sát thß½ng
4 chï s¯ Cß¶ng lñc s¨ gây ra 400% + $DmgMin(ActorDPS*4)$-$DmgMax(ActorDPS*4)$  sát thß½ng
5 chï s¯ Cß¶ng lñc s¨ gây ra 500% + $DmgMin(ActorDPS*5)$-$DmgMax(ActorDPS*5)$  sát thß½ng",
403,"Tu La - Phá","Cß¶ng lñc bÑc phá, tÕo ra $DmgMin(ActorDPS*1.1)$-$DmgMax(ActorDPS*1.1)$ ði¬m sát thß½ng, dña vào chï s¯ cß¶ng lñc quyªt ð¸nh th¶i gian gây choáng ð¯i thü 
1 ði¬m: 1 giây
2 ði¬m: 2 giây
3 ði¬m: 3 giây
4 ði¬m: 4 giây
5 ði¬m: 5 giây",
404,"Tu La - †n","Ðánh lén møc tiêu, tÕo ra $DmgMin(ActorDPS*2)$-$DmgMax(ActorDPS*2)$ ði¬m sát thß½ng, b¡t buµc phäi t¤n công t× phía sau møc tiêu, tång thêm mµt chï s¯ cß¶ng lñc.",
405,"Tu La - Ð¸nh","T¤n công t× xa b¢ng sóng ánh sáng, tÕo ra $DmgMin(ActorDPS*1.2)$-$DmgMax(ActorDPS*1.2)$ ði¬m sát thß½ng ð°ng th¶i làm møc tiêu b¸ choáng 3 giây.",
411,"T¸ch Di®t - Xuyên Vân","Thåm dò møc tiêu, tÕo ra $DmgMin(ActorDPS)$-$DmgMax(ActorDPS)$ ði¬m sát thß½ng.",
412,"T¸ch Di®t - Phøc Ma","T¤n công møc tiêu mãnh li®t, tÕo ra $DmgMin(ActorDPS*2)$-$DmgMax(ActorDPS*2)$ ði¬m sát thß½ng , tång chï s¯ thanh thù h§n.",
413,"T¸ch Di®t - Phá Giáp","Dùng lØa t¤n công xuyên qua áo giáp cüa møc tiêu , tÕo ra $DmgMin(ActorDPS*1.2)$-$DmgMax(ActorDPS*1.2)$ ði¬m sát thß½ng, ð°ng th¶i giäm $DRRToArmor(0.1,MWLev(413))$ ði¬m phòng ngñ cüa ð¯i phß½ng, duy trì 1 phút.",
414,"T¸ch Di®t - Phçn Tâm","Thiêu røi møc tiêu, tÕo ra $DmgMin(ActorDPS*0.5)$-$DmgMax(ActorDPS*0.5)$ ði¬m sát thß½ng và khiªn cho møc tiêu phäi ch¸u $ActorDPS*2.5+1$ ði¬m sát thß½ng höa trong vòng 15 giây. Ð°ng th¶i có th¬ công kích 3 møc tiêu.",
415,"T¸ch Di®t - ÐÕi Bi","Mê ho£c møc tiêu, tÕo ra  $DmgMin(ActorDPS*0.8)$-$DmgMax(ActorDPS*0.8)$ ði¬m sát thß½ng, khiªn sÑc sát thß½ng cüa møc tiêu b¸ m¤t $ActorDPS*0.2+1$ ði¬m trong 30 giây.",
421,"ÐÕi Lñc Kim Cang","T¤n công theo phÕm vi, tÕo ra $DmgMin(ActorDPS)$-$DmgMax(ActorDPS)$ ði¬m sát thß½ng ð°ng th¶i gây choáng møc tiêu trong 5 giây.",
422,"Kim Cang B¤t HoÕi","TÕo vòng kim cang hµ thân, trong 10 giây giäm sát thß½ng bình thß¶ng xu¯ng $PartyDPS(MWLev(422),1)*2.5$ ði¬m, giäm sát thß½ng pháp thu§t xu¯ng $PartyDPS(MWLev(422),1)*0.5$ ði¬m.",
423,"Tâm Ðång","Th¡p mµt ng÷n tâm ðång, khiªn cho kë ð¸ch trong phÕm vi 200 giäm 50% t¯c ðµ di chuy¬n, ð°ng th¶i có th¬ nhìn th¤y nhæng v§t tàng hình, duy trì trong 20 giây.",
424,"Tâm Höa","Tång mÑc sát thß½ng Ph§t Pháp và Höa H® lên $PartyDPS(MWLev(424),1)*0.2$ ði¬m, duy trì trong 30 phút. Không th¬ kªt hþp v¾i Phòng Tñ Quyªt.",
425,"Phòng Tñ Quyªt","Nâng khí huyªt $PartyHP(MWLev(425),1)*0.25$ ði¬m, duy trì 30 phút, không th¬ kªt hþp v¾i Tâm Höa .",
426,"Phá Tñ Quyªt","L§p tÑc giäi tr× trÕng thái choáng gây ra b·i kÛ nång Th¤t H°n Thanh Xu¤t cüa Thanh Thành †n Giä",
427,"T× Bi","MÑc ðµ thù h§n cüa m²i l¥n t¤n công tång $PartyDPS(MWLev(427),1)*0.25$ ði¬m, duy trì 30 phút.",
428,"Xä Thân","B¡t buµc quái v§t xung quanh t¤n công bän thân trong 10 giây.",
431,"Tång cß¶ng Tu La - Nhçn","T¤n công møc tiêu, tÕo ra $DmgMin(ActorDPS)$-$DmgMax(ActorDPS)$ ði¬m sát thß½ng, tång mµt chï s¯ cß¶ng lñc.","Giäm tinh lñc hao phí cüa Tu La -Nhçn xu¯ng $SkillLevel(431)*2$ ði¬m.
C¤p 1: 2 ði¬m
C¤p 2: 4 ð¬im
C¤p 3: 6 ði¬m
C¤p 4: 8 ði¬m
C¤p 5 : 10 ði¬m"
432,"Tång cß¶ng Tu La - Bµc","Cß¶ng lñc bµc phát, dña vào chï s¯ cß¶ng lñc ð¬ quyªt ð¸nh mÑc sát thß½ng tÕo ra.
1 chï s¯ Cß¶ng lñc s¨ gây ra $100*(1+SkillLevel(432)*0.03)$% + $DmgMin((1+SkillLevel(432)*0.03)*ActorDPS*1)$-$DmgMax((1+SkillLevel(432)*0.03)*ActorDPS*1)$ ði¬m sát thß½ng
2 chï s¯ Cß¶ng lñc s¨ gây ra $200*(1+SkillLevel(432)*0.03)$% + $DmgMin((1+SkillLevel(432)*0.03)*ActorDPS*2)$-$DmgMax((1+SkillLevel(432)*0.03)*ActorDPS*2)$ ði¬m sát thß½ng
3 chï s¯ Cß¶ng lñc s¨ gây ra $300*(1+SkillLevel(432)*0.03)$% + $DmgMin((1+SkillLevel(432)*0.03)*ActorDPS*3)$-$DmgMax((1+SkillLevel(432)*0.03)*ActorDPS*3)$ ði¬m sát thß½ng
4 chï s¯ Cß¶ng lñc s¨ gây ra $400*(1+SkillLevel(432)*0.03)$% + $DmgMin((1+SkillLevel(432)*0.03)*ActorDPS*4)$-$DmgMax((1+SkillLevel(432)*0.03)*ActorDPS*4)$ ði¬m sát thß½ng
5 chï s¯ Cß¶ng lñc s¨ gây ra $500*(1+SkillLevel(432)*0.03)$% + $DmgMin((1+SkillLevel(432)*0.03)*ActorDPS*5)$-$DmgMax((1+SkillLevel(432)*0.03)*ActorDPS*5)$ ði¬m sát thß½ng
","Tång mÑc sát thß½ng cüa Tu La - Bµc lên $SkillLevel(432)*3$%.
C¤p 1: 3%
C¤p 2: 6%
C¤p 3: 9%
C¤p 4: 12%
C„p 5: 15%"
433,"Tång cß¶ng Tu La - Phá","Cß¶ng lñc bÑc phá, tÕo ra $DmgMin(ActorDPS*1.1)$-$DmgMax(ActorDPS*1.1)$ ði¬m sát thß½ng, dña vào chï s¯ cß¶ng lñc quyªt ð¸nh th¶i gian gây choáng ð¯i thü 
1 ði¬m: 1 giây
2 ði¬m: 2 giây
3 ði¬m: 3 giây
4 ði¬m: 4 giây
5 ði¬m: 5 giây","Møc tiêu sau khi b¸ Tu La - Phá t¤n công s¨ r½i vào trÕng thái yªu, ch¸u thêm $SkillLevel(433)*6$% sát thß½ng Ph§t Pháp."
434,"Tång cß¶ng Tu La -†n","Ðánh lén møc tiêu, tÕo ra $DmgMin(ActorDPS*2)$-$DmgMax(ActorDPS*2)$ ði¬m sát thß½ng, b¡t buµc phäi t¤n công t× phía sau møc tiêu, tång thêm mµt chï s¯ cß¶ng lñc.","Tång xác su¤t bÕo kích cuä Tu La -†n lên $SkillLevel(434)*4$%.
C¤p 1: 4%
C¤p 2: 8%
C¤p 3: 12%
C¤p 4: 16%
C¤p 5: 20%"
435,"Tång cß¶ng Tu La - Ð¸nh","T¤n công t× xa b¢ng sóng ánh sáng, tÕo ra $DmgMin(ActorDPS*1.2*(1+SkillLevel(435)*0.06))$-$DmgMax(ActorDPS*1.2*(1+SkillLevel(435)*0.06))$ ði¬m sát thß½ng ð°ng th¶i làm møc tiêu b¸ choáng 3 giây.
","Tång sÑc sát thß½ng cüa Tu La - Ð¸nh lên $SkillLevel(435)*6$%.
C¤p 1: 6%
C¤p 2: 12%
C¤p 3: 18%
C¤p 4: 24%
C¤p 5: 30%"
436,"Tång cß¶ng sát thß½ng Ph§t Pháp",,"Tång mÑc sát thß½ng Ph§t Pháp H® lên $SkillLevel(436)*2$%.
C¤p 1: 2%
C¤p 2: 4%
C¤p 3: 6%
C¤p 4: 8%
C¤p 5: 10%"
437,"Tång cß¶ng xác su¤t bÕo kích Ph§t Pháp",,"Tång xác su¤t bÕo kích cüa Ph§t Pháp H® lên $SkillLevel(437)*1$%.
C¤p 1: 1%
C¤p 2: 2%
C¤p 3: 3%
C¤p 4: 4%
C¤p 5: 5%"
438,"Tång cß¶ng sát thß½ng bÕo kích Ph§t Pháp",,"Tång mÑc sát thß½ng do bÕo kích cüa Ph§t Pháp H® lên $SkillLevel(438)*10$%.
C¤p 1: 10%
C¤p 2: 20%
C¤p 3: 30%
C¤p 4: 40%
C¤p 5: 50%"
441,"V§n Chiªn Ý ","L§p tÑc tång 100 ði¬m tinh lñc.",
442,"Ti«m Sát Khí ","Ðòn t¤n công Ph§t Pháp tiªp theo s¨ là bÕo kích.",
451,"Tång cß¶ng ÐÕi Lñc Kim Cang","T¤n công theo phÕm vi, tÕo ra $DmgMin(ActorDPS)$-$DmgMax(ActorDPS)$ ði¬m sát thß½ng ð°ng th¶i gây choáng møc tiêu trong 5 giây.","Giäm th¶i gian ch¶ cüa ÐÕi Lñc Kim Cang xu¯ng $SkillLevel(451)*20$ giây.
C¤p 1: 20 giây
C¤p 2: 40 giây
C¤p 3: 60 giây
C¤p 4: 80 giây
C¤p 5: 100 giây"
452,"Tång cß¶ng Kim Cang B¤t HoÕi","Tång cß¶ng vòng kim cang hµ thân, trong $10+SkillLevel(452)$ giây giäm sát thß½ng bình thß¶ng xu¯ng $PartyDPS(MWLev(422),1)*2.5$ ði¬m, giäm sát thß½ng pháp thu§t xu¯ng $PartyDPS(MWLev(422),1)*0.5$ði¬m.","Kéo dài th¶i gian hi®u lñc cüa Kim Cang B¤t HoÕi lên $SkillLevel(452)*1$giây.
C¤p 1: 1 giây
C¤p 2: 2 giây
C¤p 3: 3 giây
C¤p 4: 4 giây
C¤p 5: 5 giây"
453,"Tång cß¶ng Tâm Ðång","Th¡p mµt ng÷n tâm ðång, khiªn cho kë ð¸ch trong phÕm vi 200 giäm 50% t¯c ðµ di chuy¬n, ð°ng th¶i có th¬ nhìn th¤y nhæng v§t tàng hình, duy trì trong 20 giây.","Tång thanh sinh m®nh cüa Tâm Ðång lên $SkillLevel(453)*100$ ði¬m.
C¤p 1: 100 ði¬m
C¤p 2: 200 ði¬m
C¤p 3: 300 ði¬m
C¤p 4: 400 ði¬m
C¤p 5: 500 ði¬m"
454,"Tång cß¶ng Tâm Höa","Tång mÑc sát thß½ng Ph§t Pháp và Höa H® lên $PartyDPS(MWLev(424),1)*0.2*(1+SkillLevel(454)*0.1)$ ði¬m, duy trì trong 30 phút.","Sau khi tång cß¶ng, hi®u quä cüa Tâm Höa s¨ tång $SkillLevel(454)*10$%.
C¤p 1: 10%
C¤p 2: 20%
C¤p 3: 30%
C¤p 4: 40%
C¤p 5: 50%"
455,"Tång cß¶ng Phòng Tñ Quyªt","Nâng khí huyªt $PartyHP(MWLev(425),1)*0.25*(1+SkillLevel(454)*0.1)$ ði¬m, duy trì 30 phút , ðcó th¬ kªt hþp v¾i Tâm Höa.","Tång hi®u quä cüa Phòng Tñ Quyªt lên $SkillLevel(455)*10$%.
C¤p 1: 10%
C¤p 2: 20%
C¤p 3: 30%
C¤p 4: 40%
C¤p 5: 50%"
456,"Tång cß¶ng Phá Tñ Quyªt","L§p tÑc giäi tr× trÕng thái choáng gây ra b·i kÛ nång cüa Thanh Thành †n Giä.","Sau khi tång cß¶ng, giäm $SkillLevel(456)*3$ giây th¶i gian ch¶ cüa Phá Tñ Quyªt
C¤p 1: 3 giây 
C¤p 2: 6 giây
C¤p 3: 9 giây
C¤p 4: 12 giây
C¤p 5: 15 giây"
457,"Tång cß¶ng T× Bi","MÑc ðµ thù h§n cüa m²i l¥n t¤n công tång $PartyDPS(MWLev(427),1)*0.25*(1+SkillLevel(457)*0.2)$ ði¬m, duy trì 30 phút.","Tång hi®u quä cüa T× Bi lên $SkillLevel(457)*20$%.
C¤p 1: 20%
C¤p 2: 40%
C¤p 3: 60%
C¤p 4: 80%
C¤p 5: 100%"
458,"Tång cß¶ng Xä Thân","B¡t buµc quái v§t xung quanh t¤n công bän thân trong $10+SkillLevel(458)$ giây.","Kéo dài th¶i gian hi®u quä cüa Xä Thân lên $SkillLevel(458)$ giây.
C¤p 1:: 1 giây
C¤p 2: 2 giây
C¤p 3: 3 giây
C¤p 4: 4 giây
C¤p 5: 5 giây"
461,"Tång cß¶ng T¸ch Di®t - Xuyên Vân","Thåm dò møc tiêu, tÕo ra $DmgMin(ActorDPS)*(1+SkillLevel(461)*0.06)$-$DmgMax(ActorDPS)*(1+SkillLevel(461)*0.06)$ ði¬m sát thß½ng.","Tång mÑc sát thß½ng cüa Xuyên Vân lên $SkillLevel(461)*6$%.
C¤p 1: 6%
C¤p 2: 12%
C¤p 3: 18%
C¤p 4: 24%
C¤p 5: 30%"
462,"Tång cß¶ng T¸ch Di®t - Phøc Ma","T¤n công møc tiêu mãnh li®t, tÕo ra $DmgMin(ActorDPS*2)$-$DmgMax(ActorDPS*2)$ ði¬m sát thß½ng , tång giá tr¸ thanh thù h§n.","MÑc ðµ thù h§n do Phøc Ma tÕo ra s¨ tång lên $SkillLevel(462)*12$%.
C¤p 1: 12%
C¤p 2: 24%
C¤p 3: 36%
C¤p 4: 48%
C¤p 5: 60%"
463,"Tång cß¶ng T¸ch Di®t - Phá Giáp","Dùng lØa t¤n công xuyên qua áo giáp cüa møc tiêu , tÕo ra $DmgMin(ActorDPS*1.2)$-$DmgMax(ActorDPS*1.2)$ ði¬m sát thß½ng, ð°ng th¶i giäm $DRRToArmor(0.1*(1+SkillLevel(463)*0.2),MWLev(413))$ ði¬m phòng ngñ cüa ð¯i phß½ng, duy trì 1 phút.","Tång hi®u quä cüa Phá Giáp lên $SkillLevel(463)*20$%.
C¤p 1: 20%
C¤p 2: 40%
C¤p 3: 60%
C¤p 4: 80%
C¤p 5: 100%"
464,"Tång cß¶ng T¸ch Di®t - Phçn Tâm","Thiêu røi møc tiêu, gây $DmgMin(ActorDPS*0.5)$-$DmgMax(ActorDPS*0.5)$ ði¬m sát thß½ng và khiªn cho møc tiêu phäi ch¸u $(ActorDPS*2.5+1)*(1+SkillLevel(464)*0.1)$ ði¬m sát thß½ng höa, ð°ng th¶i có th¬ công kích 3 møc tiêu","Tång mÑc sát thß½ng do lØa thiêu cüa Phçn Tâm lên $SkillLevel(464)*10$%.
C¤p 1: 10%
C¤p 2: 20%
C¤p 3: 30%
C¤p 4: 40%
C¤p 5: 50%"
