"STRID","LAN","Remark"
"msg_script_4937_onarrive_13","Chúng có kª hoÕch ğ¥y ğü cä, chúng ta m¡c bçy r°i!",""
"msg_script_4937_onarrive_18","Chúng ta ğã r½i vào bçy, hãy c¦n th§n ğ¯i phó!",""
"msg_script_4937_onarrive_24","Xông vào! Hôm nay không phäi ngß½i chªt là ta tiêu.",""
"msg_script_4937_ontaskaccept","— ğây vô cùng nguy hi¬m, m÷i ngß¶i phäi th§t tïnh táo ğ¯i phó!",""
"msg_script_4945_onactive","Cu¯i cùng cûng có cÑu tinh r°i, th§t may m¡n!",""
"msg_script_4983d1_onhplower_0","S½n ngoÕi hæu s½n, nhân ngoÕi hæu nhân. Th§t không ng¶, ta lÕi b¸ b÷n h§u b¯i ğánh bÕi!",""
"msg_script_4983d3_onhplower_0","Hôm nay dù ta phäi xu¯ng n½i chín su¯i, ta cûng s¨ không ğ¬ các ngß½i ğßşc lên thiên ğình. Khà khà!",""
"msg_script_4983d5_onhplower_0","Sao còn mình ta v§y? Các ti¬u ğ® cüa ta ğâu r°i? ChÕy ğâu hªt r°i?",""
"msg_script_4998d1_onhplower_0","Ta ném! Này ta ném! Quái lÕ, sao ki®t sÑc thª này!",""
"msg_script_4998d3_onhplower_0","Hài, biªt thª tr¯n trong Thành Ğô cho ränh nş! Giang h° hi¬m ác, v¯n không th¬ ğ½n ğµc mà xßng bá giang h°.",""
"msg_script_4998d5_onhplower_0"," ğông ngß¶i mà b¡t nÕt mình ta. Các ngß½i là loÕi anh hùng häo hán gì, giöi thì ra ğây 1 ch÷i 1!",""
"msg_script_5001d1_onhplower_0","Các ngß½i tñ xßng là danh môn chánh phái mà lÕi tø t§p vây công mình lão phu ğây sao? Ta không phøc, ta không phøc!",""
"msg_script_5001d3_onhplower_0","Lão phu tung hoành tam gi¾i cä tråm nåm, nay lÕi r½i vào tàn cänh này. U¤t h§n! Ôi u¤t h§n!",""
"msg_script_5001d5_onhplower_0","Tà không th¬ th¡ng Chánh, ı tr¶i ß?",""
"msg_script_5003d1_onhplower_0","ƒc! Ta không mu¯n chªt, ta có chªt sß phø cûng không buông tha ğâu!",""
"msg_script_5003d3_onhplower_0","Ğáng tiªc thay, nguyên th¥n mà ta tu luy®n b¤y lâu nay lÕi.. ChÆng l¨, ta ğã ği sai ğß¶ng?",""
"msg_script_5003d5_onhplower_0","B÷n yêu ğÕo ğáng chªt kia, dám l×a gÕt ta! Món nş này s¾m muµn các ngß½i cûng phäi trä!",""
"msg_script_5026_onhplower_0","Ta hªt ği n±i r°i, cäm tÕ m÷i n² lñc cüa chß v¸. L¥n sau hãy ğªn dçn ta r¶i khöi ğây ğßşc không?",""
"msg_script_5026_onhplower_20","Có l¨ do b¸ thß½ng quá n£ng nên ta b¡t ğ¥u th¤y choáng váng r°i. B÷n chúng th§t khó ğ¯i phó!",""
"msg_script_5026_onhplower_40","Vªt thß½ng không ng×ng chäy máu, có l¨ ta không còn ği n±i næa.",""
"msg_script_5026_onhplower_60","Ta b¸ thß½ng r°i, có ai ğªn bäo v® ta không?",""
"msg_script_5026_onhplower_80","Chúng ta b¸ t§p kích, t¤t cä hãy th¦n tr÷ng!",""
"msg_script_5026_ondead","M÷i ngß¶i ğ×ng th¤t v÷ng, l¥n sau ch¡c ch¡n s¨ bäo hµ thành công thôi. Tiªp tøc tu luy®n nhé!",""
"msg_script_5026_onarrive","May nh¶ chß v¸ ğÕo hæu hµ t¯ng ta m¾i thoát khöi nhæng ğòn t¤n công nguy hi¬m",""
"msg_script_5026_onarrive_6","Có mai phøc! M÷i ngß¶i chú ı!",""
"msg_script_5026_onarrive_9","Th§t là lû theo ğuôi dai dÆng, xem ta xu¤t chiêu ğây!",""
"msg_script_5026_onarrive_13","Chúng có kª hoÕch ğ¥y ğü cä, chúng ta m¡c bçy r°i!",""
"msg_script_5026_onarrive_18","Chúng ta ğã r½i vào bçy, hãy c¦n th§n ğ¯i phó!",""
"msg_script_5026_onarrive_24","Xông vào! Hôm nay không phäi ngß½i chªt là ta tiêu.",""
"msg_script_5026_ontaskaccept","— ğây vô cùng nguy hi¬m, m÷i ngß¶i phäi th§t tïnh táo ğ¯i phó!",""
"msg_script_5031d1_onhplower_0","Thiên chi ğÕo, thiên hÕ võ công, dî khí công vi chính.",""
"msg_script_5031d3_onhplower_0","Kë tâm ni®m oán h§n và tham lam s¨ không th¬ tu luy®n chánh quä. Ma ğÕo cûng là mµt loÕi tâm ni®m tu hành, nªu làm vi®c ác thì tuy®t ğ¯i không th¬ tha thÑ.",""
"msg_script_5031d5_onhplower_0","H¡n mÕnh k® h¡n, gió mòn cä núi. H¡n ngang m£c h¡n, trång r÷i cä con sông.",""
"msg_script_5034d1_onhplower_0","Nên ği hay không? Th§t khó quyªt ğ¸nh, chï trách ta không ğü bän lînh.",""
"msg_script_5034d3_onhplower_0","Có l¨ chï có vài ti¬u yêu ğang canh gác mà thôi",""
"msg_script_5034d5_onhplower_0","Th§t không hi¬u sao lÕi dây dßa v¾i ğám phï ğ° này, chï mu¯n s¯ng mµt cuµc s¯ng bình yên thôi.",""
"msg_script_5035d1_onhplower_0","Thiên kim thiên tiên ma vø lang.",""
"msg_script_5035d3_onhplower_0","Sinh ph¦m thiªt v§t loÕn ğ¥u phß½ng.",""
"msg_script_5035d5_onhplower_0","CØu chuy¬n h°i sinh ğß½ng ğ« phòng.",""
"msg_script_5129_onarrive","Cu¯i cùng cûng thoát khöi th¸ tr¤n quái quÖ, tÕi hÕ ğang có nhi®m vø phäi hoàn thành nên không th¬ lßu lÕi lâu. Xin ğa tÕ ½n cÑu mÕng cüa kÏ hi®p!",""
"msg_script_5129_onarrive_13","Chà, quÖ h°n khí ğµt nhiên tång mÕnh, có l¨ ğây chính là sào huy®t cüa chúng.",""
"msg_script_5129_onarrive_18","QuÖ tr¤n tr§n pháp này th§t ğáng g¶m, tìm hoài vçn không th¤y ğß¶ng ra.",""
"msg_script_5129_onarrive_24","Xem ra chúng ta phäi d¯c toàn sÑc lñc, nªu không s¨ hoài công vô ích.",""
"msg_script_5129_onarrive_6","H×! Xu¤t hi®n r°i! Ta biªt thª nào cûng có mai phøc mà!",""
"msg_script_5129_onarrive_9","Ğúng là lû quÖ h°n dai dÆng, ğ¬ ğÕi gia cho chúng bây biªt mùi lşi hÕi.",""
"msg_script_5129_ondead","Không ng¶, ta lÕi ngã xu¯ng tÕi ğây! Ôi, u¤t h§n!",""
"msg_script_5129_onhplower_0","HÑc, tÕi sao lÕi l§t thuy«n ngay tÕi ch² này c½ chÑ, thª nào sß phø cûng r¥y la cho mà xem.",""
"msg_script_5129_onhplower_20","S¡p ğªn n½i chßa? Ta cäm th¤y thân th¬ ngày mµt tr· n£ng, ch¡c không th¬ tiªp tøc ği xa næa.",""
"msg_script_5129_onhplower_40","Pháp lñc cüa tÕi hÕ ğã ğªn cñc hÕn r°i, khó mà kiên trì ğªn phút cu¯i, mong ğÕi hi®p giúp ğŞ.",""
"msg_script_5129_onhplower_60","Tiêu r°i! Vªt thß½ng cû tái phát nên b¸ m¤t ğªn 2 ph¥n sÑc mÕnh.",""
"msg_script_5129_onhplower_80","Th§t ğáng chªt! TÕi sao lÕi b¤t c¦n nhß v§y? Xem ra ta phäi tu luy®n thêm m¾i ğßşc!",""
"msg_script_5129_ontaskaccept","N½i này nguy c½ trùng trùng, ta phäi th§t tïnh táo, quyªt không l÷t mai phøc cüa ğ¯i phß½ng.",""
"msg_script_5134_onarrive","Hay quá, ğã v« n½i an toàn r°i. Ân nghîa cüa ğÕi hi®p tÕi hÕ th« không quên.",""
"msg_script_5134_onarrive_13","Phù, may là v×a r°i né ğßşc, không b¸ thß½ng.",""
"msg_script_5134_onarrive_18","Hình nhß có gì ğó không ±n, sao b÷n chúng cÑ xu¤t hi®n hoài v§y?",""
"msg_script_5134_onarrive_24","Ğành phi«n ğªn kÏ hi®p, b÷n ma ğ° vçn cÑ hung hãn tàn phá kh¡p n½i.",""
"msg_script_5134_onarrive_6","KÏ hi®p c¦n th§n, coi ch×ng có ngß¶i ğánh lén!",""
"msg_script_5134_onarrive_9","LÕi lÕi lû ğµc trùng, lão nÕp quyªt không khu¤t phøc.",""
"msg_script_5134_ondead","Tiªc r¢ng không th¬ toÕi nguy®n lão phu, tµc cüa chúng ta sao kham kh± thª!",""
"msg_script_5134_onhplower_0","Th¤t bÕi r°i sao? Thôi thì lão thiên gia không chiªu c¯, kÏ hi®p hãy tñ bäo tr÷ng.",""
"msg_script_5134_onhplower_20","H×, vªt thß½ng nghiêm tr÷ng l¡m, e r¢ng lão nÕp không th¬ qua khöi.",""
"msg_script_5134_onhplower_40","Vªt thß½ng lÕi tái phát r°i, lão nÕp th§t vô døng, gây cän tr· cho kÏ hi®p ğây.",""
"msg_script_5134_onhplower_60","Hài, ğµc d¸ch trong c½ th¬ lÕi hoành hành.",""
"msg_script_5134_onhplower_80","V×a r°i có ngß¶i ám sát lão nÕp, kÏ hi®p hãy th¦n tr÷ng.",""
"msg_script_5134_ontaskaccept","Chúng ta hãy th×a lúc b÷n ma ğ° ¤y l½ là và thoát ra khöi Xích Thân Ğµng. Nhßng lão nÕp ğã l¾n tu±i vøng v«, tråm sñ ğành nh¶ c§y kÏ hi®p.",""
"msg_script_5161_onarrive","Haha, các hÕ không m¶i mà ğªn, có ı ğ° x¤u hä? Tiªc r¢ng vào nh¥m ch² r°i, còn không ngoan ngoãn quy phøc?",""
"msg_script_5161_onhplower_0","Sao lÕi không ğßşc? HÑc, sß phø ğã ğúng r°i, ğ° nhi ğã khiªn ngß¶i th¤t v÷ng.",""
"msg_script_5161_onhplower_20","Ğáng ghét, sao càng ğánh càng khó v§y? Ta s¨ không tha thÑ cho ngß½i!",""
"msg_script_5161_onhplower_40","Ngß½i dám vào phá phòng ta à? Xem lşi hÕi cüa Thiên Lôi Châu.",""
"msg_script_5161_onhplower_60","Bµ pháp cüa ngß½i b¡t ğ¥u loÕn r°i, m¾i ğßşc nØa tr§n thôi, ğ×ng nói là ngß½i s¡p quÜ r°i nhé?",""
"msg_script_5161_onhplower_80","V×a r°i chï là chào xã giao, các hÕ hãy tö rõ bän lînh nào! Ta s¨ không nß½ng tay!",""
"msg_script_5162_onarrive","Các hÕ thay m£t cho b÷n ngû ğÕi chính phái ğó ğ¤y à? Ğ¬ ta xem ngß½i có bän lînh gì.",""
"msg_script_5162_onhplower_0","Kh£c kh£c, không ng¶ lÕi l§t thuy«n · ğây!",""
"msg_script_5162_onhplower_20","Ta phäi li«u chªt v¾i b÷n mi m¾i mong s¯ng sót mà thoát khöi n½i này!",""
"msg_script_5162_onhplower_40","Ngß½i v¯n không nên ğªn ğây, m¤t công lÕi làm m¤t m£t nhau, cä 2 ğ«u không t¯t.",""
"msg_script_5162_onhplower_60","Khà khà, ğ×ng nóng vµi, trò hay vçn còn phía sau!",""
"msg_script_5162_onhplower_80","Thü ğoÕn cûng khá ğ¤y, hãy ğ¬ b±n ğÕi gia chï thêm cho ngß½i vài chiêu nhé.",""
"msg_script_5164_onarrive","Tr¤n thü · ğây ğã lâu, hôm nay cûng có ngß¶i ğªn ğ¬ ta giäi s¥u, haha.",""
"msg_script_5164_onhplower_0",", häo thân thü, có th¬ trñc di®n phá chiêu 'Thiên Kiªp Ğ¸a Höa ThÑc' cüa ta, ngß½i có chªt cûng vinh quang r°i! Nhßng mu¯n qua ğßşc Ngû Hành ĞÕi Tr§n thì phäi hÕ ğßşc 4 v¸ thü hµ sÑ!",""
"msg_script_5164_onhplower_20","Không hay r°i, phäi xài ğªn chiêu 'ğè b©p' thôi! Hãy xem ğây!",""
"msg_script_5164_onhplower_40","Có th¬ ch¸u ğÑng lâu nhß v§y trß¾c ğòn kiªm vû cüa ta, ti¬u tØ kia, th§t ra ngß½i có lai l¸ch thª nào?",""
"msg_script_5164_onhplower_60","Ch½i ğùa thêm chút ği, ta ğang ğánh ngon lành mà, ğ×ng hòng chÕy nhé!",""
"msg_script_5164_onhplower_80","Khà, hay ğ¤y, xem ra h½n hÆn kÏ v÷ng cüa ta.",""
"msg_script_5165_onarrive","A di ğà ph§t, lão nÕp ch¶ thí chü ğã lâu. Bây gi¶ quay ğ¥u vçn còn k¸p.",""
"msg_script_5165_onhplower_0","Th§t bái phøc, lão nÕp ch¸u thua r°i. Nhßng ngß½i khoan vµi ğ¡c ı, mu¯n vßşt qua ngû hành ğÕi tr§n thì phäi tiêu di®t b¯n v¸ thü hµ sÑ!",""
"msg_script_5165_onhplower_20","Thì ra nhß v§y, hèn gì chúng ta có duyên g£p tÕi ğây, hãy kªt thúc ği!",""
"msg_script_5165_onhplower_40","Th§t ğáng kinh ngÕc, thí chü dß¶ng nhß biªt công phu cüa Ph§t Môn chúng tôi? ChÆng l¨ trß¾c ğây là ğ°ng môn?",""
"msg_script_5165_onhplower_60","Haha, tuy thí chü võ công cao cß¶ng nhßng mu¯n ğánh bÕi lão nÕp là chuy®n không tß·ng!",""
"msg_script_5165_onhplower_80","Ùm, thí chü khá l¡m, xÑng ğáng là ğ¯i thü cüa ta!",""
"msg_script_help_lev10"," - C¤p 10 r°i, ğã có th¬ thñc hi®n Dung Hşp Pháp Bäo!
Pháp bäo mu¯n lên c¤p phäi ğßşc tinh luy®n. Nhßng khi ğã ğÕt cñc hÕn mà mu¯n tiªp tøc tinh luy®n thì phäi tiªn hành dung hşp v¾i pháp bäo c¤p cao h½n. Chú ı: chï có th¬ dung hşp pháo bäo cùng loÕi (Ví dø cung chï dung hşp v¾i cung, không th¬ dung hşp v¾i nö hay kiªm)
B¤m S ğ¬ m· bäng KÛ Nång, ch÷n bi¬u tßşng Dung Hşp Pháp Bäo. TÕi bäng dung hşp, hãy ğ£t pháp bäo cû vào ô trái, pháp bäo m¾i vào ô phäi. Ô giæa bên dß¾i s¨ hi¬n th¸ pháp bäo kªt quä. Pháp bäo sau khi dung hşp s¨ lßu lÕi c¤p ğµ và linh lñc cüa pháp bäo cû. Hãy b¤m xác nh§n nªu ğÕo hæu quyªt ğ¸nh dung hşp. Chi tiªt vui lòng truy c§p tamgioi.net",""
"msg_script_help_lev13"," - Khi ğÕt trình ğµ cao nên có thêm hi¬u biªt v« KÛ Nång Pháp Bäo.
Pháp bäo ğßşc chia thành Pháp bäo chính (vû khí) và Pháp bäo h² trş. 1 nhân v§t có th¬ cùng lúc trang b¸ 1 pháp bäo chính và 2 pháp bäo h² trş. Có th¬ thay ğ±i pháp bäo tùy vào tình hình chiªn ğ¤u. Pháp bäo chính cûng có 2 loÕi g°m 2 nhóm kÛ nång khác nhau. Vì tinh luy®n pháp bäo hao t¯n r¤t nhi«u linh lñc do ğó t× c¤p ğµ 45 tr· v« trß¾c chï nên t§p trung 1 loÕi pháp bäo chính và các loÕi pháp bäo h² trş c¥n thiªt. Ğªn khi ğÕt c¤p cao h½n hÇng nên song tu 2 pháp bäo chính. ĞÕo hæu hãy b¤m phím S ğ¬ m· bäng KÛ Nång Pháp Bäo, ğ°ng th¶i l¤y bi¬u tßşng kÛ nång cüa t×ng pháp bäo cho vào thanh ti®n ích ğ¬ thao tác nhanh h½n. Chi tiªt vui lòng truy c§p tamgioi.net",""
"msg_script_help_lev23"," - Nguyên Th¥n v×a giúp ğ« cao thuµc tính cüa bän thân v×a giúp thu v« kinh nghi®m và linh lñc khi ğÕo hæu r¶i khöi game. Hãy b¤m phím C ğ¬ m· bäng Nhân V§t, b¤m ch÷n trang Nguyên Th¥n.
Bª Quan Tu Luy®n là gì? Bª quan giúp ğÕo hæu nh§n kinh nghi®m và linh lñc khi · trÕng thái thoát game. Hãy b¤m nút 'Bª Quan' và ğánh d¤u ch÷n vào ô 'Tñ Ğµng' ğ¬ nhân v§t tñ ğµng bª quan khi thoát game. TÕi ğây ğÕo hæu s¨ nhìn th¤y s¯ kinh nghi®m và linh lñc có th¬ nh§n ğßşc khi bª quan, ğßşc tính theo gi¶. M²i gi¶ s¨ tiêu hao 20 Nguyên Th¥n Lñc. Sau khi tiêu hao hªt thì h® th¯ng tñ ğµng kªt thúc. ĞÕo hæu vào trò ch½i mµt th¶i gian thì ği¬m này s¨ khôi phøc lÕi. Nªu mua thêm TØ Huy«n Quä và Nguyên Tinh Linh Phách thì s¨ tång thêm s¯ lßşng KN & LL nh§n ğßşc.
KN & LL nh§n ğßşc t× bª quan s¨ ğßşc lßu træ tÕi 2 thanh ği¬m trong bäng Nguyên Th¥n. Phäi b¤m chæ THU ğ¬ nh§n ği¬m.",""
"msg_script_help_lev25"," - Khäm nÕm s¨ giúp nhân v§t tr· nên mÕnh h½n?
Trên con ğß¶ng tu luy®n, ğÕo hæu c¥n khäm nÕm vû khí và trang b¸ ğ¬ có th¬ ngày mµt mÕnh m¨ h½n. (Vû khí sØ døng các loÕi Hoành Bäo ThÕch, trang b¸ sØ døng các loÕi Quang Bäo ThÕch)
Khi c¤p ğµ khäm nÕm ğÕt ğªn +4, +7 ho£c cao h½n thì s¨ có hi®u Ñng b¡t m¡t, khiªn ğÕo hæu n±i b§t giæa ğám ğông. Các loÕi bäo thÕch có th¬ ğßşc tìm th¤y khi ğánh quái ho£c mua t× KÏ Trân Các. Ğ¬ tiªn hành khäm nÕm, hãy ğªn NPC Thiªt Tßşng trong thành tr¤n.
Ngân lßşng c¥n ğ¬ khäm nÕm khác nhau giæa vû khí và trang b¸, c¤p ğµ càng cao chi phí càng cao. Theo ğó thuµc tính cûng càng mÕnh. Ngoài kÜ thú Ti¬u H± thì các kÜ thú khác ğ«u có th¬ khäm nÕm. C¤p ğµ khäm nÕm càng cao thì t¯c ğµ di chuy¬n càng tång, ngoÕi hình cûng rñc rŞ h½n. Chi tiªt vui lòng truy c§p tamgioi.net",""
"msg_script_help_lev27"," - Có phäi nhi®m vø trong trò ch½i thß·ng pháp bäo Thiên Thanh (Blue)?
Nªu không tin ğÕo hæu hãy ğªn Thành Ğô, NPC Ğ¤u Trß¶ng S½ C¤p ğ¬ nh§n nhi®m vø NgÕo Th¸ Qu¥n Hùng 1. Sau ğó tiªn vào ğ¤u trß¶ng, chï c¥n tiêu di®t 5 ngß¶i ch½i khác nhau, có c¤p ğµ không th¤p ho£c cao h½n quá 5 level là có th¬ hoàn thành nhi®m vø, nh§n ğßşc ğªn 2 pháp bäo chính thiên thanh, m²i loÕi 1 cây, c¤p ğµ sØ døng yêu c¥u lv 30.",""
"msg_script_help_lev28"," - Nhi«u ngß¶i nói v« 'C¤m ğ¸a Ngßng Bích Nhai', v§y chúng · ğâu?
Th§t ra C¤m ğ¸a Ngßng Bích Nhai g°m 2 c¤m ğ¸a Bách Hoa S½n Tri«u Âm Ğµng và Ph§t Môn Bí Ğµng. Ğây là 2 c¤m ğ¸a ğ£c bi®t, có nhi®m vø h¢ng ngày. M²i ngày thñc hi®n 2 l¥n s¨ nh§n ğßşc lßşng l¾n ği¬m Kinh nghi®m và Linh lñc. L¯i vào Tri«u Âm Ğµng là t× NPC Bách Hoa Ğ® TØ t÷a ğµ 392,1162 dành cho ğÕo hæu lv 20 tr· lên. Ph§t Môn Bí Ğµng vào t× NPC Ph§t Môn Ğ® TØ t÷a ğµ 392,1153 dành cho ğÕo hæu lv 10 tr· lên.",""
"msg_script_help_lev3"," - Pháp bäo chính (vû khí) cüa tôi · ğâu?
Hãy b¤m ch÷n phím i ğ¬ m· cØa s± Trang b¸, trong trang chÑa v§t ph¦m ğ¥u tiên có pháp bäo chính mà ğÕo hæu c¥n sØ døng, b¤m phäi vào pháp bäo ğ¬ trang b¸ lên ngß¶i. Có th¬ tinh luy®n, khäm nÕm ho£c dung hşp ğ¬ pháp bäo ngày mµt mÕnh h½n.
 - Tinh luy®n nhß thª nào?
1. Ğ¥u tiên phäi tháo bö pháp bäo ğang trang b¸ b¢ng cách b¤m phäi vào pháp bäo. Ğ£t pháp bäo tÕi trang chÑa v§t ph¦m.
2. B¤m S ğ¬ vào cØa s± Kî Nång, b¤m ch÷n bi¬u tßşng Tinh Luy®n Pháp Bäo, ğ£t pháp bäo vào ô tr¯ng giæa bäng và b¤m ch÷n nút B¡t ğ¥u ğ¬ tiªn hành tinh luy®n. Tinh luy®n s¨ tiêu hao linh lñc và mµt ít ngân lßşng.
3. Sau khi tinh luy®n ğÕo hæu hãy b¤m phäi vào pháp bäo ğ¬ trang b¸ và sØ døng.",""
"msg_script_help_lev30"," - C¥n gia nh§p bang hµi thì làm sao ğây?
Có l¨ ğÕo hæu mu¯n tìm mµt nhóm bÕn th§t sñ h² trş lçn nhau, cùng nhau phát tri¬n, thay vì phäi v¤t vä tu luy®n mµt mình? H® th¯ng bang hµi trong game s¨ là n½i biªn sñ cô ğµc thành tình nghîa huynh ğ® g¡n bó. Hãy thØ lên tiªng trên kênh Tam Gi¾i xem, thª nào cûng có bang hµi m¶i gia nh§p.
Nªu nhß bän thân ğÕo hæu ğã ğü hùng mÕnh thì hãy ğªn NPC 'Quän lı bang hµi' và tÕo l§p cho mình mµt bang hµi riêng, thu nÕp bang chúng ğ¬ cùng xây dñng. Chi tiªt vui lòng truy c§p tamgioi.net",""
"msg_script_help_lev31"," - So tài tÕi Tu Luy®n Trß¶ng PVP, PVE!
Tu Luy®n Trß¶ng là h® th¯ng tï võ mang tính ğµi ngû cñc cao. Ngß¶i ch½i có th¬ tñ l§p nhóm và tham dñ các tr§n ğ¤u tÕi ğây. Tu Luy®n Trß¶ng g°m 2 loÕi: PVP và PVE (Ngß¶i ch½i tØ vong tÕi ğây không b¸ m¤t ği¬m)
PVE có th¬ tång ği¬m Nguyên Th¥n L¸ch Luy®n (sau ğşt t¤n công thÑ 10) và có ği¬m thß·ng là kinh nghi®m và linh lñc (ğşt t¤n công càng cao thß·ng càng nhi«u). M²i ngày có th¬ vào PVE 3 l¥n.
PVP có th¬ nh§n ğßşc ği¬m thi ğ¤u PVP, ği¬m PVP cá nhân dùng mua các trang b¸ PVP (tím) v¾i thuµc tính h¤p dçn. L¥n ğ¥u tham gia m²i nhóm s¨ có 1000 ği¬m PVP nhóm. Tiêu di®t quái cüa ğ¯i phß½ng ğßşc 1 ği¬m/1 con, tiêu di®t ğ¸ch thü ğ¯i phß½ng 5 ği¬m/1 ngß¶i. M²i sáng chü nh§t h® th¯ng s¨ tính toán ğ¬ chuy¬n ği¬m PVP nhóm thành ği¬m cá nhân theo công thÑc: ği¬m PVP nhóm x 50. Ği¬m nhóm s¨ b¸ xóa ği, ği¬m cá nhân ğßşc tích lûy tÕi t×ng ngß¶i ch½i. Nªu nhóm có ği¬m PVP nhóm th¤p h½n 1000 thì s¨ thành viên nhóm s¨ không có ği¬m cá nhân. M²i ngày nhóm có th¬ tham gia 10 tr§n PVP. Chi tiªt vui lòng truy c§p tamgioi.net",""
"msg_script_help_lev32"," - KÏ Trân Các là gì?
ĞÕo hæu có th¬ b¤m ch÷n vào bi¬u tßşng kim nguyên bäo tÕi góc phäi trên màn hình ğ¬ m· giao di®n KÏ Trân Các. TÕi ğây có bán các loÕi kÏ trân d¸ bäo và cä nhæng v§t ph¦m thiªt yªu nhß ğan dßşc, kÜ thú, thu¥n thú hay v§t ph¦m nhi®m vø ğ£c bi®t b¢ng MCash. Chi tiªt vui lòng truy c§p tamgioi.net",""
"msg_script_help_lev34"," - Ğã ğªn lúc tr· thành sß phø!
Ğã t×ng làm ğ® tØ ğ¬ ğßşc chï bäo t§n tình, nay hãy lînh chÑc sß phø ğ¬ giúp ğŞ nhæng ğÕo hæu c¤p ğµ th¤p h½n xem sao. M²i khi ğ® tØ h°i báo c¤p ğµ ğã tu luy®n ğßşc thì sß phø s¨ nh§n ğßşc khá nhi«u kinh nghi®m và linh lñc. Khi ğ° ğ® ğÕt c¤p 30 và xu¤t sß, sß phø còn nh§n ğßşc ği¬m sß ğ°, có th¬ ğ±i thành ği¬m danh v÷ng ğ¬ mua bµ trang b¸ danh v÷ng quı giá.",""
"msg_script_help_lev35"," - Nhi®m vø hµ t¯ng là gì?
Nhi®m vø hµ t¯ng là hµ t¯ng NPC t× 1 v¸ trí ğªn 1 v¸ trí khác theo yêu c¥u cüa nhi®m vø. M²i ngày sau 24h00 s¨ có th¬ tiªp nh§n lÕi t× ğ¥u v¾i ği¬m thß·ng r¤t h¤p dçn (kinh nghi®m, linh lñc và ngân lßşng). Nhi®m vø hµ t¯ng khá v¤t vä nên kÏ hi®p c¥n m¶i thêm ğÕo hæu tham gia ğ¬ hoàn thành nhi®m vø.
Hi®n nhi®m vø hµ t¯ng có 3 loÕi: lv 25, 35, 45. C¤p ğµ 25 nh§n tÕi Thành Ğô NPC Kh¤u Lâm t÷a ğµ 463,-400. C¤p ğµ 35 nh§n tÕi phía Tây Thành Ğô NPC CØ Nhân Chu Vån Tòng t÷a ğµ -112,-382. C¤p ğµ 45 nh§n tÕi Tuyªt S½n NPC TØ Linh t÷a ğµ -958,-913
M©o: Nhæng lúc cao trào ğÕo hæu có th¬ g£p nhi«u nhóm cùng thñc hi®n nhi®m vø, gây cän tr· t¥m nhìn. Hãy b¤m giæ phím F12 ğ¬ ¦n nhæng ngß¶i ch½i khác tr× NPC, nh¥m d­ theo dõi NPC c¥n hµ t¯ng.",""
"msg_script_help_lev36"," - Tï võ m²i ngày, khám phá c¤m ğ¸a, PVE quyªt li®t, th§t nhi«u h¤p dçn!
TÕi Thøc S½n KÏ Hi®p, các ğÕo hæu có th¬ ğ¡m mình vào vô s¯ h® th¯ng cµng ğ°ng phong phú, v¾i nhi«u ph¥n thß·ng thú v¸, lên c¤p d­ dàng nhßng không h« nhàm chán.
- Ğ¤u Trß¶ng PK: Có 2 ğ¤u trß¶ng s½ c¤p và cao c¤p, t÷a lÕc tÕi Thành Ğô 319,-521. Ğ¤u trß¶ng s½ c¤p dành cho kÏ hi®p c¤p ğµ 20-35. Ğ¤u trß¶ng cao c¤p dành cho kÏ hi®p c¤p ğµ 35 tr· lên. TÕi ğây ğÕo hæu có th¬ thöa sÑc so tài PK mà không b¸ m¤t ği¬m kinh nghi®m hay tång ği¬m PK mà còn ğßşc nh§n nhi®m vø Kích HÕ, thu ğßşc kinh nghi®m và linh lñc.
- Nhi®m vø hµ t¯ng là nhi®m vø có th¬ l£p lÕi m²i ngày v¾i ph¥n thß·ng kinh nghi®m, linh lñc và ngân lßşng h¤p dçn. M²i c¤p 25, 35, 45 ğ«u có nhi®m vø hµ t¯ng.
- H® th¯ng c¤m ğ¸a: C¤m ğ¸a tÕi Thøc S½n KÏ Hi®p thuµc dÕng phó bän (c¤m ğ¸a sao chép) dành cho nhóm 5 ngß¶i t¯i ğa, giúp tránh trß¶ng hşp nhi«u ngß¶i tranh giành cùng 1 c¤m ğ¸a. Khi ğÕt c¤p ğµ 15 ğÕo hæu ğã có th¬ vào c¤m ğ¸a ğ¥u tiên. Ğó là khu vñc giành riêng cho nhóm tham gia thöa sÑc sån bäo v§t và phát huy sÑc mÕnh ğ°ng ğµi.
- H® th¯ng PVE và PVP: Là h® th¯ng giúp rèn luy®n kÛ nång v¾i ph¥n thß·ng kinh nghi®m, linh lñc h¤p dçn. KÏ hi®p lv10 tr· lên có th¬ vào Tu Luy®n Trß¶ng PVE, lv15 l§p nhóm, m²i ngày t¯i ğa 3 l¥n. T× vòng ğ¤u PVE thÑ 10 tr· ği s¨ nh§n ğßşc ği¬m Nguyên Th¥n L¸ch Luy®n. Tham gia h® th¯ng PVP có th¬ nh§n ğßşc ği¬m thi ğ¤u PVP dùng mua bµ trang b¸ tím quı giá, m²i ngày t¯i ğa vào ğßşc 10 l¥n.",""
