ID,Name,Desc,Remark
30055,"T¸ch Di®t Hµ Thü",,
30056,"T¸ch Di®t Chiªn Ngoa",,
30057,"T¸ch Di®t Hµ Oän",,
30058,"T¸ch Di®t Hµ T¤t",,
30059,"T¸ch Di®t Ðai",,
,,,
8083,"Thøc S½n L®nh","Thøc S½n L®nh, sau khi dùng s¨ tång thêm gi¾i hÕn khí huyªt 1 ngày.",
8084,"Trung Thu Vui Vë","Món quà trung thu có hi®u lñc sØ døng trong vòng 7 ngày.",
8085,"H°ng H¡c Mã Siêu C¤p","LoÕi: KÜ Thú. Khi dùng có th¬ tri®u h°i thú cßÞi H°ng H¡c Mã Siêu C¤p.",
8086,"H°ng H¡c Mã","LoÕi: KÜ Thú. Khi dùng có th¬ tri®u h°i thú cßÞi H°ng H¡c Mã.",
8088,"Hµp Giáng Sinh May M¡n (ÐÕi)","M· ra ngçu nhiên nh§n ðßþc mµt v§t ph¦m quý giá",
9000,"Giáng Sinh Tuyªt Hoa Gi¾i Chï","Gi¾i Chï th¥n kÏ chï thu ðßþc vào d¸p Giáng Sinh.",
9001,"Giáng Sinh Tuyªt Hoa Hµ Phù","Hµ phù th¥n kÏ chï thu ðßþc vào d¸p Giáng Sinh.",
9002,"Hµp Giáng Sinh May M¡n (Trung)","M· ra ngçu nhiên nh§n ðßþc mµt v§t ph¦m quý giá",
9092,"Sách Tång T¯c Ðµ Di Chuy¬n","Tång t¯c ðµ di chuy¬n lên 15%",
9093,"Phá Tam Gi¾i Chï (Hoä) S",,
9094,"Truy Tam Gi¾i Chï (Hoä) S",,
9095,"Phá Tam Hµ Phù (Hoä) S",,
9096,"Truy Tam Hµ Phù  (Hoä) S",,
9097,"Phá Tam Gi¾i Chï (ThuÖ) S",,
9098,"Truy Tam Gi¾i Chï (ThuÖ) S",,
9099,"Phá Tam Hµ Phù (ThuÖ) S",,
9100,"Truy Tam Hµ Phù  (ThuÖ) S",,
9101,"Phá Tam Gi¾i Chï (Ðµc) S",,
9102,"Truy Tam Gi¾i Chï (Ðµc) S",,
9103,"Phá Tam Hµ Phù (Ðµc) S",,
9104,"Truy Tam Hµ Phù  (Ðµc) S",,
9105,"Phá Tam Gi¾i Chï (Lôi) S",,
9106,"Truy Tam Gi¾i Chï (Lôi) S",,
9107,"Phá Tam Hµ Phù (Lôi) S",,
9108,"Truy Tam Hµ Phù  (Lôi) S",,
9109,"Phá Tam Gi¾i Chï (Ph§t) S",,
9110,"Truy Tam Gi¾i Chï (Ph§t) S",,
9111,"Phá Tam Hµ Phù (Ph§t) S",,
9112,"Truy Tam Hµ Phù  (Ph§t) S",,
,,,
9113,"Phá Tam Gi¾i Chï (Hoä)",,
9114,"Truy Tam Gi¾i Chï (Hoä)",,
9115,"Phá Tam Hµ Phù (Hoä)",,
9116,"Truy Tam Hµ Phù  (Hoä)",,
9117,"Phá Tam Gi¾i Chï (ThuÖ)",,
9118,"Truy Tam Gi¾i Chï (ThuÖ)",,
9119,"Phá Tam Hµ Phù (ThuÖ)",,
9120,"Truy Tam Hµ Phù  (ThuÖ)",,
9121,"Phá Tam Gi¾i Chï (Ðµc)",,
9122,"Truy Tam Gi¾i Chï (Ðµc)",,
9123,"Phá Tam Hµ Phù (Ðµc)",,
9124,"Truy Tam Hµ Phù  (Ðµc)",,
9125,"Phá Tam Gi¾i Chï (Lôi)",,
9126,"Truy Tam Gi¾i Chï (Lôi)",,
9127,"Phá Tam Hµ Phù (Lôi)",,
9128,"Truy Tam Hµ Phù  (Lôi)",,
9129,"Phá Tam Gi¾i Chï (Ph§t)",,
9130,"Truy Tam Gi¾i Chï (Ph§t)",,
9131,"Phá Tam Hµ Phù (Ph§t)",,
9132,"Truy Tam Hµ Phù  (Ph§t)",,
9133,"Huyªt Long","LoÕi: Thu¥n Thú. SØ døng: Tri®u h°i linh thú Huyªt Long, có th¬ tång th¬ lñc cüa chü nhân: 20 + c¤p ðµ Thu¥n Thú x (10 + lßþng huyªt khí c½ bän cüa chü nhân x 1.8%), tång 1% né tránh, 1% bÕo kích và t¯c ðµ di chuy¬n 20%, t× c¤p 11 tr· ði có th¬ phân ph¯i ði¬m thuµc tính, sau khi tri®u h°i s¨ tång nång lñc cho chü nhân.",
9134,"Bµ Trang SÑc PVP (Hoä) S","M· ra nh§n ðßþc 2x Phá Tam Phù Chï (Hoä) S và 2x Truy Tam  Phù Chï (Hoä) S",
9135,"Bµ Trang SÑc PVP (ThuÖ) S","M· ra nh§n ðßþc 2x Phá Tam Phù Chï (ThuÖ) S và 2x Truy Tam  Phù Chï (ThuÖ) S",
9136,"Bµ Trang SÑc PVP (Ðµc) S","M· ra nh§n ðßþc 2x Phá Tam Phù Chï (Ðµc) S và 2x Truy Tam  Phù Chï (Ðµc) S",
9137,"Bµ Trang SÑc PVP (Lôi) S","M· ra nh§n ðßþc 2x Phá Tam Phù Chï (Lôi) S và 2x Truy Tam  Phù Chï (Lôi) S",
9138,"Bµ Trang SÑc PVP (Ph§t) S","M· ra nh§n ðßþc 2x Phá Tam Phù Chï (Ph§t) S và 2x Truy Tam  Phù Chï (Ph§t) S",
9139,"Hµp Trang SÑc PVP (Hoä)","M· ra s¨ ngçu nhiên nh§n ðßþc mµt trong b¯n món trang sÑc PVP v¾i tï l®: 25% Phá Tam Phù (Hoä) +15, 25% Phá Tam Chï (Hoä) +15, 25% Truy Tam Phù (Hoä) +15, 25% Truy Tam Chï (Hoä) +15",
9140,"Hµp Trang SÑc PVP (ThuÖ)","M· ra s¨ ngçu nhiên nh§n ðßþc mµt trong b¯n món trang sÑc PVP v¾i tï l®: 25% Phá Tam Phù (ThuÖ) +15, 25% Phá Tam Chï (ThuÖ) +15, 25% Truy Tam Phù (ThuÖ) +15, 25% Truy Tam Chï (ThuÖ) +15",
9141,"Hµp Trang SÑc PVP (Ðµc)","M· ra s¨ ngçu nhiên nh§n ðßþc mµt trong b¯n món trang sÑc PVP v¾i tï l®: 25% Phá Tam Phù (Ðµc) +15, 25% Phá Tam Chï (Ðµc) +15, 25% Truy Tam Phù (Ðµc) +15, 25% Truy Tam Chï (Ðµc) +15",
9142,"Hµp Trang SÑc PVP (Lôi)","M· ra s¨ ngçu nhiên nh§n ðßþc mµt trong b¯n món trang sÑc PVP v¾i tï l®: 25% Phá Tam Phù (Lôi) +15, 25% Phá Tam Chï (Lôi) +15, 25% Truy Tam Phù (Lôi) +15, 25% Truy Tam Chï (Lôi) +15",
9143,"Hµp Trang SÑc PVP (Ph§t)","M· ra s¨ ngçu nhiên nh§n ðßþc mµt trong b¯n món trang sÑc PVP v¾i tï l®: 25% Phá Tam Phù (Ph§t) +15, 25% Phá Tam Chï (Ph§t) +15, 25% Truy Tam Phù (Ph§t) +15, 25% Truy Tam Chï (Ph§t) +15",
9144,"Phá Tam Gi¾i Chï (Hoä) +15","Chuµt phäi m· ra s¨ nh§n ðßþc Phá Tam Gi¾i Chï (Hoä) +15",
9145,"Truy Tam Gi¾i Chï (Hoä) +15","Chuµt phäi m· ra s¨ nh§n ðßþc Truy Tam Gi¾i Chï (Hoä) +15",
9146,"Phá Tam Hµ Phù (Hoä) +15","Chuµt phäi m· ra s¨ nh§n ðßþc Phá Tam Hµ Phù (Hoä) +15",
9147,"Truy Tam Hµ Phù  (Hoä) +15","Chuµt phäi m· ra s¨ nh§n ðßþc Truy Tam Hµ Phù  (Hoä) +15",
9148,"Phá Tam Gi¾i Chï (ThuÖ) +15","Chuµt phäi m· ra s¨ nh§n ðßþc Phá Tam Gi¾i Chï (ThuÖ) +15",
9149,"Truy Tam Gi¾i Chï (ThuÖ) +15","Chuµt phäi m· ra s¨ nh§n ðßþc Truy Tam Gi¾i Chï (ThuÖ) +15",
9150,"Phá Tam Hµ Phù (ThuÖ) +15","Chuµt phäi m· ra s¨ nh§n ðßþc Phá Tam Hµ Phù (ThuÖ) +15",
9151,"Truy Tam Hµ Phù  (ThuÖ) +15","Chuµt phäi m· ra s¨ nh§n ðßþc Truy Tam Hµ Phù  (ThuÖ) +15",
9152,"Phá Tam Gi¾i Chï (Ðµc) +15","Chuµt phäi m· ra s¨ nh§n ðßþc Phá Tam Gi¾i Chï (Ðµc) +15",
9153,"Truy Tam Gi¾i Chï (Ðµc) +15","Chuµt phäi m· ra s¨ nh§n ðßþc Truy Tam Gi¾i Chï (Ðµc) +15",
9154,"Phá Tam Hµ Phù (Ðµc) +15","Chuµt phäi m· ra s¨ nh§n ðßþc Phá Tam Hµ Phù (Ðµc) +15",
9155,"Truy Tam Hµ Phù  (Ðµc) +15","Chuµt phäi m· ra s¨ nh§n ðßþc Truy Tam Hµ Phù  (Ðµc) +15",
9156,"Phá Tam Gi¾i Chï (Lôi) +15","Chuµt phäi m· ra s¨ nh§n ðßþc Phá Tam Gi¾i Chï (Lôi) +15",
9157,"Truy Tam Gi¾i Chï (Lôi) +15","Chuµt phäi m· ra s¨ nh§n ðßþc Truy Tam Gi¾i Chï (Lôi) +15",
9158,"Phá Tam Hµ Phù (Lôi) +15","Chuµt phäi m· ra s¨ nh§n ðßþc Phá Tam Hµ Phù (Lôi) +15",
9159,"Truy Tam Hµ Phù  (Lôi) +15","Chuµt phäi m· ra s¨ nh§n ðßþc Truy Tam Hµ Phù  (Lôi) +15",
9160,"Phá Tam Gi¾i Chï (Ph§t) +15","Chuµt phäi m· ra s¨ nh§n ðßþc Phá Tam Gi¾i Chï (Ph§t) +15",
9161,"Truy Tam Gi¾i Chï (Ph§t) +15","Chuµt phäi m· ra s¨ nh§n ðßþc Truy Tam Gi¾i Chï (Ph§t) +15",
9162,"Phá Tam Hµ Phù (Ph§t) +15","Chuµt phäi m· ra s¨ nh§n ðßþc Phá Tam Hµ Phù (Ph§t) +15",
9163,"Truy Tam Hµ Phù  (Ph§t) +15","Chuµt phäi m· ra s¨ nh§n ðßþc Truy Tam Hµ Phù  (Ph§t) +15",
