ID,Name,Desc
2028,"Hoàn h°n Ðan",
2029,"Ích Tinh Hoàn",
2030,"H°i Huyªt Chú c¤p 1","Trong vòng 10 giây phøc h°i t¯i ða 150 ði¬m sinh m®nh cho møc tiêu"
2031,"H°i Pháp Chú c¤p 1","Trong vòng 10 giây phøc h°i t¯i ða 150 ði¬m pháp lñc cho møc tiêu"
2032,"Suy Nhßþc Phù ",
2033,"Cu°ng BÕo Phù ",
2034,"Thoát Thân Phù ",
2035,"Ð¸a Ch¤n Phù ",
2036,"Th¥n Nhãn Phù ",
2037,"D¸ch Chuy¬n Phù Chú ",
2038,"Biªn Hình Phù ",
2039,"Gia T¯c Tång Huyªt Dßþc Thüy c¤p (2)","H°i phøc c¤p t¯c t¯i ða 360 ði¬m sinh m®nh, th¶i gian ch¶ là 3 phút."
2040,"Gia T¯c Tång Pháp Dßþc Thüy c¤p (2)","H°i phøc c¤p t¯c t¯i ða 360 ði¬m pháp lñc, th¶i gian ch¶ là 3 phút."
2041,"H°i Huyªt Dßþc Thüy c¤p (2) ","M²i giây tång 32 ði¬m khí huyªt, duy trì trong 15 giây, hi®u quä s¨ biªn m¤t khi b¸ t¤n công hay di chuy¬n."
2042,"H°i Pháp Dßþc Thüy c¤p (2)","M²i giây tång 48 ði¬m pháp lñc, duy trì trong 15 giây, hi®u quä s¨ biªn m¤t khi b¸ t¤n công hay di chuy¬n."
2043,"Gia T¯c Tång Huyªt Dßþc Thüy c¤p (3)","H°i phøc c¤p t¯c t¯i ða 630 ði¬m sinh m®nh, th¶i gian ch¶ là 3 phút."
2044,"Gia T¯c Tång Pháp Dßþc Thüy c¤p (3)","H°i phøc c¤p t¯c t¯i ða 630 ði¬m pháp lñc, th¶i gian ch¶ là 3 phút."
2045,"H°i Huyªt Dßþc Thüy c¤p (3) ","M²i giây tång 52 ði¬m khí huyªt, duy trì trong 15 giây, hi®u quä s¨ biªn m¤t khi b¸ t¤n công hay di chuy¬n."
2046,"H°i Pháp Dßþc Thüy c¤p (3)","M²i giây tång 78 ði¬m pháp lñc, duy trì trong 15 giây, hi®u quä s¨ biªn m¤t khi b¸ t¤n công hay di chuy¬n."
2047,"Gia T¯c Tång Huyªt Dßþc Thüy c¤p (4)","H°i phøc c¤p t¯c t¯i ða 960 ði¬m sinh m®nh, th¶i gian ch¶ là 3 phút."
2048,"Gia T¯c Tång Pháp Dßþc Thüy c¤p (4)","H°i phøc c¤p t¯c t¯i ða 960 ði¬m pháp lñc, th¶i gian ch¶ là 3 phút."
2049,"H°i Huyªt Dßþc Thüy c¤p (4) ","M²i giây tång 76 ði¬m khí huyªt, duy trì trong 15 giây, hi®u quä s¨ biªn m¤t khi b¸ t¤n công hay di chuy¬n."
2050,"H°i Pháp Dßþc Thüy c¤p (4)","M²i giây tång 114 ði¬m pháp lñc, duy trì trong 15 giây, hi®u quä s¨ biªn m¤t khi b¸ t¤n công hay di chuy¬n."
2051,"Gia T¯c Tång Huyªt Dßþc Thüy c¤p (5)","H°i phøc c¤p t¯c t¯i ða 1350 ði¬m sinh m®nh, th¶i gian ch¶ là 3 phút."
2052,"Gia T¯c Tång Pháp Dßþc Thüy c¤p (5)","H°i phøc c¤p t¯c t¯i ða 1350 ði¬m pháp lñc, th¶i gian ch¶ là 3 phút."
2053,"H°i Huyªt Dßþc Thüy c¤p (5)","M²i giây tång 106 ði¬m khí huyªt, duy trì trong 15 giây, hi®u quä s¨ biªn m¤t khi b¸ t¤n công hay di chuy¬n."
2054,"H°i Pháp Dßþc Thüy c¤p (5)","M²i giây tång 160 ði¬m pháp lñc, duy trì trong 15 giây, hi®u quä s¨ biªn m¤t khi b¸ t¤n công hay di chuy¬n."
2055,"H°i Huyªt Chú c¤p 2","Trong vòng 10 giây phøc h°i t¯i ða 360 ði¬m sinh m®nh cho møc tiêu"
2056,"H°i Pháp Chú c¤p 2","Trong vòng 10 giây phøc h°i t¯i ða 360 ði¬m pháp lñc cho møc tiêu"
2057,"H°i Huyªt Chú c¤p 3","Trong vòng 10 giây phøc h°i t¯i ða 630 ði¬m sinh m®nh cho møc tiêu"
2058,"H°i Pháp Chú c¤p 3","Trong vòng 10 giây phøc h°i t¯i ða 630 ði¬m pháp lñc cho møc tiêu"
2059,"H°i Huyªt Chú c¤p 4","Trong vòng 10 giây phøc h°i t¯i ða 960 ði¬m sinh m®nh cho møc tiêu"
2060,"H°i Pháp Chú c¤p 4","Trong vòng 10 giây phøc h°i t¯i ða 960 ði¬m pháp lñc cho møc tiêu"
2061,"H°i Huyªt Chú c¤p 5","Trong vòng 10 giây phøc h°i t¯i ða 1350 ði¬m sinh m®nh cho møc tiêu"
2062,"H°i Pháp Chú c¤p 5","Trong vòng 10 giây phøc h°i t¯i ða 1350 ði¬m pháp lñc cho møc tiêu"
2063,"Læ Lßu ThÕch","Dßþc li®u bào chª c¤p 5"
2064,"Ði¬n Ngân ThÕch","Dßþc li®u bào chª c¤p 5"
2070,"Mänh Tinh Th¬ Tím",
2071,"Viên Tinh Th¬ Tím",
2072,"Mänh Thüy Tinh Tím",
2073,"Viên Thüy Tinh Tím Nhö ",
2074,"Viên Thüy Tinh Tím L¾n ",
2075,"Mänh Mã Não Tím",
2076,"Viên Mã Não Tím Nhö ",
2077,"Viên Mã Não Tím L¾n ",
2078,"Viên Kh±ng ThÕch Tím Nhö ",
2079,"Viên Kh±ng ThÕch Tím L¾n ",
3001,"Tr§n Pháp Ð° Giám",
3002,"Døng cø tu b± ThÕch Duçn",
3003,"Nhøc Chi Nµi Ðan",
3004,"Nhøc Chi Tinh Hoa",
3005,"Th¸t ðùi Dã Trß ",
3006,"Ngßng Bích Nhai Thäo Dßþc",
3007,"Bình nß¾c su¯i r²ng",
3008,"Bình nß¾c su¯i ð¥y",
3009,"Tân Dßþc Thüy",
3010,"†n Huyªt Chú ",
3401,"Tàn Tích Ti¬u Thø Linh",
3402,"H¡c C¯c Thäo Dßþc",
3403,"Thu¯c ho",
3404,"Tàn Tích ÐÕi Thø Linh",
3405,"Kim Liên Hoa Ph¤n",
3406,"ÐoÕn Trß¶ng Thäo",
3407,"Sß½ng Mai",
3408,"Tiên Ðan",
3409,"Túy Tiên Thäo",
3410,"Bình nß¾c su¯i r²ng",
3411,"Bình nß¾c su¯i ð¥y",
3412,"Ma Binh Träo",
3413,"ÐÕi Ma Vß½ng Bäo Ði¬n",
3414,"TÑ Ma Vß½ng Bäo Ði¬n",
3415,"Ngû Ma Vß½ng Bäo Ði¬n",
3416,"Løc Ma Vß½ng Bäo Ði¬n",
3417,"Tuyªt Nhân Mao Bì hoàn häo",
3418,"Nß¾c Su¯i Ôn Tuy«n C¯c",
3419,"Tuyªt Liên Ôn Tuy«n C¯c",
3420,"Linh H°n Bång Kiên Chiªn Sî ",
3421,"Ma Äo Ngân Châm",
3422,"Ð¥u Lâu Ma Vß½ng",
3423,"Ð¥u Lâu Ngû Vß½ng",
3424,"Ð¥u Lâu TÑ Vß½ng",
3425,"Cánh Hoa Mai",
3426,"Phiên Phúc Träo",
3427,"Túy Ði¬u Linh Châu",
3428,"Cß½ng Thi Th¬ D¸ch",
3429,"KÏ ThÕch Linh Châu",
3430,"TÑ S¡c Linh Châu",
3431,"Xß½ng Lâu Vøn Nát",
3432,"Thanh T¯ Kiªm Ph± ",
3433,"Höa Linh Châu",
3434,"Bách C¥m Kinh Thß ",
3435,"Tri Chu Noãn",
3436,"Chân Tri Chu",
3437,"Tßþng Th¥n Tàn Khuyªt ",
3438,"Mã Hùng Thú Giác",
3439,"S½n Tiêu Lþi Träo",
3440,"Mµc BÕt Ð¥u Lâu ",
3441,"Thiên Âm L®nh Bài",
3442,"ÐÕi Mã Qu¯c KÏ ",
3443,"Bµ l­ v§t Qu¯c Khánh",
3444,"Sách Tång Linh Lñc","LoÕi: Thú KÛ Bäo Thß. Sau khi dùng, Thu¥n Thú h÷c ðßþc kÛ nång: khi · trÕng thái không chiªn ð¤u cÑ 30 giây tång 3+(c¤p ðµ Thu¥n Thú - 10) ði¬m Linh Lñc cho chü nhân. Ði«u ki®n h÷c: Thu¥n Thú c¤p 11. Ghi chú: Không th¬ h÷c nhæng kÛ nång ðã có."
3445,"Sách Tång Kinh Nghi®m","LoÕi: Thú KÛ Bäo Thß. Sau khi dùng, Thu¥n Thú h÷c ðßþc kÛ nång: cÑ 10 giây có th¬ tång 3+(c¤p ðµ Thu¥n Thú-10) ði¬m kinh nghi®m cüa chü nhân. Ði«u ki®n h÷c: Thu¥n Thú c¤p 11. Ghi chú: Không th¬ h÷c nhæng kÛ nång ðã có."
3446,"Sách Tñ Dùng H°i Huyªt Dßþc","LoÕi: Thú KÛ Bäo Thß. Sau khi dùng, Thu¥n Thú h÷c ðßþc kÛ nång: khi sinh m®nh cüa chü nhân chì còn 1/3, tñ ðµng sØ døng h°i huyªt dßþc trong khung trang b¸. Ði«u ki®n h÷c: Thu¥n Thú c¤p 11. Ghi chú: Không th¬ h÷c nhæng kÛ nång ðã có."
3447,"Sách Tñ Dùng H°i Pháp Dßþc","LoÕi: Thú KÛ Bäo Thß. Sau khi dùng, Thu¥n Thú h÷c ðßþc kÛ nång: khi pháp lñc cüa chü nhân chì còn 1/3, tñ ðµng sØ døng h°i pháp dßþc trong khung trang b¸. Ði«u ki®n h÷c: Thu¥n Thú c¤p 11. Ghi chú: Không th¬ h÷c nhæng kÛ nång ðã có."
3448,"Sách Tñ Nh£t Ð°","LoÕi: Thú KÛ Bäo Thß. Sau khi dùng, Thu¥n Thú h÷c ðßþc kÛ nång tñ ðµng nh£t ti«n vàng và v§t ph¦m cüa quái thú b¸ chü nhân ðánh bÕi. Ði«u ki®n h÷c: Thu¥n Thú c¤p 11. Ghi chú: Không th¬ h÷c nhæng kÛ nång ðã có."
3449,"Sách Tång Gi¾i HÕn Th¬ Lñc","LoÕi: Thú KÛ Bäo Thß. Sau khi dùng, Thu¥n Thú h÷c ðßþc kÛ nång tång gi¾i hÕn th¬ lñc cho chü nhân. Ði«u ki®n h÷c: Thu¥n Thú c¤p 11 (20 + c¤p ðµ Linh thú x (10 + lßþng khí huyªt c½ bän cüa chü nhân  x 1%)). Ghi chú: Không th¬ h÷c nhæng kÛ nång ðã có."
3450,"Sách Tång Gi¾i HÕn Pháp Lñc","LoÕi: Thú KÛ Bäo Thß. Sau khi dùng, Thu¥n Thú h÷c ðßþc kÛ nång tång gi¾i hÕn pháp lñc cho chü nhân. Ði«u ki®n h÷c: Thu¥n Thú c¤p 11. Ghi chú: Không th¬ h÷c nhæng kÛ nång ðã có."
3451,"Tång c¤p Bäo Thß ","LoÕi: Tång C¤p Bäo Thß. Thu¥n Thú t× c¤p ðµ 10 tr· lên ðÕt ðü kinh nghi®m có th¬ sØ døng ð¬ tiªp tøc thång c¤p."
3452,"Giäi Phong Chú ",
3453,"Bùn Løc S¡c",
3454,"T¦y Nång Bäo Thß ","LoÕi: T¦y Nång Bäo Thß. Sau khi dùng, Thu¥n Thú s¨ quên hªt nhæng kÛ nång ðã h÷c ngoài nhæng kÛ nång b¦m sinh. Có th¬ h÷c kÛ nång lÕi t× ð¥u."
3455,"Pháo Hoa D¸p L­ (ðö)","Pháo hoa d¸p l­, khi kích hoÕt s¨ b¡n ra mµt chùm pháo hoa màu ðö rñc rÞ lên không trung. "
3456,"Pháo Hoa D¸p L­ (lam)","Pháo hoa d¸p l­, khi kích hoÕt s¨ b¡n ra mµt chùm pháo hoa màu xanh lam huy«n bí lên không trung. "
3457,"Pháo Hoa D¸p L­ (løc)","Pháo hoa d¸p l­, khi kích hoÕt s¨ b¡n ra mµt chùm pháo hoa màu xanh løc chói lòa lên không trung. "
3458,"Trß¶ng Hi®u Kim Cß½ng Ðan","Là ðan dßþc có khä nång tång ði¬m phòng ngñ cüa nhân v§t 100+20%, m²i viên có hi®u lñc trong 60 phút."
3459,"Trß¶ng Hi®u Kim Cß½ng Ðan","Là ðan dßþc có khä nång tång ði¬m phòng ngñ cüa nhân v§t 100+20%, m²i viên có hi®u lñc trong 60 phút."
3460,"Trß¶ng Hi®u Dßþc Sß Ðan","Là ðan dßþc có khä nång tång gi¾i hÕn sinh m®nh cüa nhân v§t 100+10%, m²i viên có hi®u lñc trong 60 phút."
3461,"Trß¶ng Hi®u Dßþc Sß Ðan","Là ðan dßþc có khä nång tång gi¾i hÕn sinh m®nh cüa nhân v§t 100+10%, m²i viên có hi®u lñc trong 60 phút."
3462,"Cß¶ng Hi®u Linh Bäo Th¥n Phù ","Sau khi dùng trong vòng 1 gi¶ có th¬ làm tång ði¬m kinh nghi®m ðÕt ðßþc khi luy®n công thêm 50%, không th¬ dùng chung v¾i Thái Thßþng Th¥n Phù. "
3463,"Cß¶ng Hi®u Linh Bäo Th¥n Phù ","Sau khi dùng trong vòng 1 gi¶ có th¬ làm tång ði¬m kinh nghi®m ðÕt ðßþc khi luy®n công thêm 50%, không th¬ dùng chung v¾i Thái Thßþng Th¥n Phù. "
3464,"Cß¶ng Hi®u Thái Thßþng Th¥n Phù ","Sau khi dùng trong vòng 1 ngày có th¬ làm tång ði¬m kinh nghi®m ðÕt ðßþc khi luy®n công thêm 50%, không th¬ dùng chung v¾i Linh Bäo Th¥n Phù."
3465,"Cß¶ng Hi®u Thái Thßþng Th¥n Phù ","Sau khi dùng trong vòng 1 ngày có th¬ làm tång ði¬m kinh nghi®m ðÕt ðßþc khi luy®n công thêm 50%, không th¬ dùng chung v¾i Linh Bäo Th¥n Phù."
3466,"Cß¶ng Hi®u Linh Bäo Th¥n Phù ","Sau khi dùng trong vòng 1 gi¶ có th¬ làm tång ði¬m kinh nghi®m ðÕt ðßþc khi luy®n công thêm 50%, không th¬ dùng chung v¾i Thái Thßþng Th¥n Phù. "
3467,"Cß¶ng Hi®u Linh Bäo Th¥n Phù ","Sau khi dùng trong vòng 1 gi¶ có th¬ làm tång ði¬m kinh nghi®m ðÕt ðßþc khi luy®n công thêm 50%, không th¬ dùng chung v¾i Thái Thßþng Th¥n Phù. "
3468,"M§t Dæu",
3469,"Tinh Linh Kh¦u Lß½ng","ThÑc ån cüa Thu¥n Thú, giúp tång 5 vui vë. (M²i 10 phút thu¥n thú s¨ giäm ði 1 vui vë. Do ðó hãy nh¾ cho Thu¥n Thú ån ð¥y ðü.)"
3470," Bµt Mì ",
3471,"D¥u Thñc V§t",
3472,"TrÑng Gà ",
3473,"Nß¾c Tinh Khiªt",
3474,"TrÑng V¸t",
3475,"Nguyên li®u liên dung ð£c bi®t",
3476,"Nguyên li®u nhân bánh ð§u ðö",
3477,"Khuôn Bánh Trung Thu",
3478,"Bánh Trung Thu Song Hoàng Liên Dung","Bánh Trung Thu Song Hoàng Liên Dung thanh ng÷t, sau khi dùng có th¬ ngçu nhiên thu ðßþc ph¥n thß·ng Linh Lñc."
3479,"Bánh Trung Thu Bång Bì Song Hoàng","Bánh Trung Thu Bång Bì Song Hoàng v×a mi®ng, sau khi dùng có th¬ ngçu nhiên thu ðßþc ph¥n thß·ng Kinh Nghi®m."
3480,"Câu ð¯i ðèn","Câu ð¯i trong l°ng ðèn trung thu, sau khi dùng có th¬ nh§n ðßþc ph¥n thß·ng Linh Lñc."
3481,"Kim Ðînh Bao","L­ v§t cüa GM, khi dùng có th¬ ngçu nhiên thu ðßþc ngân lßþng."
3482,"Lam Di­m Mã","LoÕi: KÜ Thú. Khi dùng có th¬ tri®u h°i thú cßÞi Lam Di­m Mã."
3483,"Xích Di­m Mã","LoÕi: KÜ Thú. Khi dùng có th¬ tri®u h°i thú cßÞi Xích Di­m Mã."
3484,"Nguy®t Hùng","LoÕi: KÜ Thú. Khi dùng có th¬ tri®u h°i thú cßÞi Nguy®t Hùng."
3485,"BÕch Hùng","LoÕi: KÜ Thú. Khi dùng có th¬ tri®u h°i thú cßÞi BÕch Hùng."
3486,"Hoàng Kim KÏ Khuy¬n","LoÕi: Thu¥n Thú. SØ døng: tri®u h°i thu¥n thú Hoàng Kim KÏ Khuy¬n, tång gi¾i hÕn pháp lñc cüa chü nhân; khi · trÕng thái không chiªn ð¤u có th¬ tång thêm t¯c ðµ h°i pháp lñc cüa chü nhân, sau 11 c¤p s¨ có ði¬m thuµc tính, sau khi tri®u h°i s¨ tång nång lñc cüa chü nhân."
3487,"Tuyªt Khiêu KÏ Khuy¬n","LoÕi: Thu¥n Thú. SØ døng: tri®u h°i thu¥n thú Tuyªt Khiêu KÏ Khuy¬n, khi · trÕng thái không chiªn ð¤u có th¬ tång t¯c ðµ h°i pháp lñc cüa chü nhân, sau 11 c¤p s¨ có ði¬m thuµc tính, sau khi tri®u h°i s¨ tång nång lñc cüa chü nhân."
3488,"Ngân Quang Tê Ði¬u","LoÕi: Thu¥n Thú. SØ døng: tri®u h°i thu¥n thú Ngân Quang Tê Ði¬u, tång gi¾i hÕn th¬ lñc cüa chü nhân, khi · trÕng thái không chiªn ð¤u có th¬ tång t¯c ðµ h°i huyªt cüa chü nhân, sau 11 c¤p s¨ có ði¬m thuµc tính, sau khi tri®u h°i s¨ tång nång lñc cüa chü nhân."
3489,"Thüy Lam Tê Ði¬u","LoÕi: Thu¥n Thú. SØ døng: tri®u h°i thu¥n thú Thüy Lam Tê Ði¬u, khi · trÕng thái không chiªn ð¤u có th¬ tång t¯c ðµ h°i huyªt cüa chü nhân, sau 11 c¤p s¨ có ði¬m thuµc tính, sau khi tri®u h°i s¨ tång nång lñc cüa chü nhân."
3490,"M§t Dæu",
3491,"M§t Dæu",
3492,"Bßu Ki®n",
3493,"Hoàng Kim KÏ Khuy¬n","LoÕi: Thu¥n Thú. SØ døng: tri®u h°i thu¥n thú Hoàng Kim KÏ Khuy¬n, tång gi¾i hÕn pháp lñc cüa chü nhân, khi · trÕng thái không chiªn ð¤u có th¬ tång t¯c ðµ h°i pháp lñc cüa chü nhân, sau 11 c¤p s¨ có ði¬m thuµc tính, sau khi tri®u h°i s¨ tång nång lñc cüa chü nhân."
3494,"Tuyªt Khiêu KÏ Khuy¬n","LoÕi: Thu¥n Thú. SØ døng: tri®u h°i thu¥n thú Tuyªt Khiêu KÏ Khuy¬n, khi · trÕng thái không chiªn ð¤u có th¬ tång t¯c ðµ h°i pháp lñc cüa chü nhân, sau 11 c¤p s¨ có ði¬m thuµc tính, sau khi tri®u h°i s¨ tång nång lñc cüa chü nhân."
3495,"Ngân Quang Tê Ði¬u","LoÕi: Thu¥n Thú. SØ døng: tri®u h°i thu¥n thú Ngân Quang Tê Ði¬u, tång gi¾i hÕn th¬ lñc cüa chü nhân, khi · trÕng thái không chiªn ð¤u có th¬ tång t¯c ðµ h°i huyªt cüa chü nhân, sau 11 c¤p s¨ có ði¬m thuµc tính, sau khi tri®u h°i s¨ tång nång lñc cüa chü nhân."
3496,"Thüy Lam Tê Ði¬u","LoÕi: Thu¥n Thú. SØ døng: tri®u h°i thu¥n thú Thüy Lam Tê Ði¬u, khi · trÕng thái không chiªn ð¤u có th¬ tång t¯c ðµ h°i huyªt cüa chü nhân, sau 11 c¤p s¨ có ði¬m thuµc tính, sau khi tri®u h°i s¨ tång nång lñc cüa chü nhân."
3497,"Tinh Linh Kh¦u Lß½ng","ThÑc ån cüa Thu¥n Thú, giúp tång 5 vui vë. (M²i 10 phút thu¥n thú s¨ giäm ði 1 vui vë. Do ðó hãy nh¾ cho Thu¥n Thú ån ð¥y ðü.)"
3498,"HÕt Gi¯ng Tình Yêu","HÕt gi¯ng chan chÑa tình yêu, sau khi dùng có th¬ tång kinh nghi®m hái thäo dßþc 100 ði¬m."
3499,"HÕt Gi¯ng Tình Yêu","HÕt gi¯ng chan chÑa tình yêu, sau khi dùng có th¬ tång kinh nghi®m hái thäo dßþc 100 ði¬m."
3500,"HÕt Gi¯ng Tình Yêu","HÕt gi¯ng chan chÑa tình yêu, sau khi dùng có th¬ tång kinh nghi®m hái thäo dßþc 100 ði¬m."
3501,"Khoáng ThÕch Tình Yêu","Khoáng thÕch chÑa tình yêu, sau khi dùng có th¬ tång kinh nghi®m khai thác qu£ng 100 ði¬m."
3502,"Khoáng ThÕch Tình Yêu","Khoáng thÕch chÑa tình yêu, sau khi dùng có th¬ tång kinh nghi®m khai thác qu£ng 100 ði¬m."
3503,"Khoáng ThÕch Tình Yêu","Khoáng thÕch chÑa tình yêu, sau khi dùng có th¬ tång kinh nghi®m khai thác qu£ng 100 ði¬m."
3504,"Thiên SÑ Tình Yêu","Thiên sÑ tình yêu, sau khi dùng s¨ mang danh hi®u 'Thiên SÑ Tình Yêu' trong vòng 30 ngày."
3505,"Thë Tình Yêu","Thë tình yêu, sau khi dùng dß¾i chân xu¤t hi®n vòng  sáng tình yêu trong th¶i gian 3 ngày,  ði¬m kinh nghi®m (thu ðßþc do ðánh quái) tång 100%, linh lñc tång 150%, không th¬ cùng sØ døng v¾i các ðÕo cø tång kinh nghi®m và linh lñc khác."
3506,"Th¤t S¡c Bäo ThÕch","Sau khi dùng có 50% c½ hµi chuy¬n ð±i BÕch Nh§t Pháp Bäo hay Ng÷c Løc Pháp Bäo thành Thiên Thanh Pháp Bäo. Mµt ph¥n thuµc tính cüa pháp bäo g¯c ðßþc bäo lßu, bao g°m ðÆng c¤p pháp bäo, linh lñc, trÕng thái khóa ð¸nh và gi¾i hÕn th¶i gian. Nhæng thuµc tính còn lÕi ngçu nhiên theo h® th¯ng và ðÆng c¤p khäm nÕm s¨ ngçu nhiên giäm 2 c¤p tr· lên sau khi chuy¬n ð±i. V¾i mÑc giäm t¯i ða, pháp bäo s¨ tr· thành pháp bäo bình thß¶ng, +0."
3507,"Thú Nghi®m Bäo Thß","LoÕi: Thú Nghi®m Bäo Thß. Sau khi dùng s¨ tång 1 BUFF, m²i phút tång 20 ði¬m kinh nghi®m Thu¥n Thú hi®n tÕi, duy trì trong 1 gi¶, nªu hi®n tÕi không có Thu¥n Thú, s¨ hao phí th¶i gian BUFF này, khi ngß¶i ch½i thoát khöi mÕng th¶i gian BUFF vçn không ð±i."
3508,"Thú Nghi®m Bäo Thß","LoÕi: Thú Nghi®m Bäo Thß. Sau khi dùng s¨ tång 1 BUFF, m²i phút tång 20 ði¬m kinh nghi®m Thu¥n Thú hi®n tÕi, duy trì trong 1 gi¶, nªu hi®n tÕi không có Thu¥n Thú, s¨ hao phí th¶i gian BUFF này, khi ngß¶i ch½i thoát khöi mÕng th¶i gian BUFF vçn không ð±i."
3509,"Thú Nghi®m Bäo Thß","LoÕi: Thú Nghi®m Bäo Thß. Sau khi dùng s¨ tång 1 BUFF, m²i phút tång 20 ði¬m kinh nghi®m Thu¥n Thú hi®n tÕi, duy trì trong 1 gi¶, nªu hi®n tÕi không có Thu¥n Thú, s¨ hao phí th¶i gian BUFF này, khi ngß¶i ch½i thoát khöi mÕng th¶i gian BUFF vçn không ð±i."
3510,"Thú Nghi®m Bäo Thß ","LoÕi: Thú Nghi®m Bäo Thß. Sau khi dùng s¨ tång 1 BUFF, m²i phút tång 20 ði¬m kinh nghi®m Thu¥n Thú hi®n tÕi, duy trì trong 1 gi¶, nªu hi®n tÕi không có Thu¥n Thú, s¨ hao phí th¶i gian BUFF này, khi ngß¶i ch½i thoát khöi mÕng th¶i gian BUFF vçn không ð±i."
3511,"Tång C¤p Bäo Thß ","LoÕi: Tång C¤p Bäo Thß. Thu¥n Thú t× c¤p ðµ 10 tr· lên ðÕt ðü kinh nghi®m có th¬ sØ døng ð¬ tiªp tøc thång c¤p."
3512,"ÐÕi Linh Lñc Quä ","Sau khi ån có th¬ tång thêm 3000 ði¬m linh lñc"
3513,"Linh H°n Thüy Tinh","Là viên thüy tinh ðã phong töa linh h°n tinh linh thßþng c± và là ðÕo cø chü yªu dùng ð¬ khóa linh h°n ðÕo cø."
3514,"Thiên Ð¸a Tinh Hoa","Sau khi h¤p thø tinh hoa tr¶i ð¤t s¨ ¦n gi¤u trong c½ th¬ Linh Thú, s¨ có c½ hµi thu ðßþc khi ðánh quái, ðây là ðÕo cø thÑ yªu dùng ð¬ khóa linh h°n ðÕo cø."
3515,"Th¬ ThÕch S½ C¤p","Ma ThÕch c¤p 1 có d¸ s¡c lßu ðµng, khäm nÕm th¤p nh¤t trên áo giáp, hµ thü, hài và pháp bäo c¤p 1 tr· lên, có th¬ tång 3 ði¬m th¬ lñc, có hi®u lñc trong 7 ngày, sau khi pháp bäo dung hþp hi®u quä s¨ biªn m¤t. "
3516,"Th¬ ThÕch Trung C¤p","Ma ThÕch c¤p 3 có d¸ s¡c lßu ðµng, khäm nÕm th¤p nh¤t trên áo giáp, hµ thü, hài và pháp bäo c¤p 20 tr· lên, có th¬ tång 5 ði¬m th¬ lñc, có hi®u lñc trong 7 ngày, sau khi pháp bäo dung hþp hi®u quä s¨ biªn m¤t. "
3517,"Th¬ ThÕch Cao C¤p","Ma ThÕch c¤p 5 có d¸ s¡c lßu ðµng, khäm nÕm th¤p nh¤t trên áo giáp, hµ thü, hài và pháp bäo c¤p 40 tr· lên, có th¬ tång 7 ði¬m th¬ lñc, có hi®u lñc trong 30 ngày, sau khi pháp bäo dung hþp hi®u quä s¨ biªn m¤t. "
3518,"Th¬ ThÕch Cß¶ng Lñc","Ma ThÕch c¤p 7 có d¸ s¡c lßu ðµng, khäm nÕm th¤p nh¤t trên áo giáp, hµ thü, hài và pháp bäo c¤p 60 tr· lên, có th¬ tång 9 ði¬m th¬ lñc, có hi®u lñc trong 30 ngày, sau khi pháp bäo dung hþp hi®u quä s¨ biªn m¤t. "
3519,"Th¬ ThÕch Ð£c Hi®u","Ma ThÕch c¤p 9 có d¸ s¡c lßu ðµng, khäm nÕm th¤p nh¤t trên áo giáp, hµ thü, hài và pháp bäo c¤p 80 tr· lên, có th¬ tång 11 ði¬m th¬ lñc, có hi®u lñc trong 30 ngày, sau khi pháp bäo dung hþp hi®u quä s¨ biªn m¤t. "
3525,"Lñc ThÕch S½ C¤p","Ma ThÕch c¤p 2 có d¸ s¡c lßu ðµng, khäm nÕm th¤p nh¤t trên áo giáp, hµ thü, hài và pháp bäo c¤p 10 tr· lên, có th¬ tång  3 ði¬m sÑc mÕnh, có hi®u lñc trong 7 ngày, sau khi pháp bäo dung hþp hi®u quä s¨ biªn m¤t. "
3526,"Lñc ThÕch Trung C¤p","Ma ThÕch c¤p 4 có d¸ s¡c lßu ðµng, khäm nÕm th¤p nh¤t trên áo giáp, hµ thü, hài và pháp bäo c¤p 30 tr· lên, có th¬ tång 5 ði¬m sÑc mÕnh, có hi®u lñc trong 7 ngày, sau khi pháp bäo dung hþp hi®u quä s¨ biªn m¤t. "
3527,"Lñc ThÕch Cao C¤p","Ma ThÕch c¤p 6 có d¸ s¡c lßu ðµng, khäm nÕm th¤p nh¤t trên áo giáp, hµ thü, hài và pháp bäo c¤p 50 tr· lên, có th¬ tång  7 ði¬m sÑc mÕnh, có hi®u lñc trong 30 ngày, sau khi pháp bäo dung hþp hi®u quä s¨ biªn m¤t. "
3528,"Lñc ThÕch Cß¶ng Lñc","Ma ThÕch c¤p 8 có d¸ s¡c lßu ðµng, khäm nÕm th¤p nh¤t trên áo giáp, hµ thü, hài và pháp bäo c¤p 70 tr· lên, có th¬ tång 9 ði¬m sÑc mÕnh, có hi®u lñc trong 30 ngày, sau khi pháp bäo dung hþp hi®u quä s¨ biªn m¤t. "
3529,"Lñc ThÕch Ð£c Hi®u","Ma ThÕch c¤p 10 có d¸ s¡c lßu ðµng, khäm nÕm th¤p nh¤t trên áo giáp, hµ thü, hài và pháp bäo c¤p 90 tr· lên, có th¬ tång  11 ði¬m sÑc mÕnh, có hi®u lñc trong 30 ngày, sau khi pháp bäo dung hþp hi®u quä s¨ biªn m¤t. "
