STRID,LAN,Remark
1106,"S¯ l¥n ð±i tên còn lÕi:",
1107,Ð±i,
1108,"% thß·ng do th¤t bÕi:",
1109,"C¤m ð¸a thi ð¤u",
1110,"Ði«u ki®n làm sß phø: Yêu c¥u c¤p ðµ t× 30 tr· lên
Ði«u ki®n làm ð° ð®: Yêu c¥u c¤p ðµ 5 ðªn 20, chßa có sß phø
Phäi là ð° ð® theo h÷c m¾i có th¬ sØ døng chÑc nång h® th¯ng sß ð°.

Xu¤t sß
Ð° ð® ðÕt c¤p 30, hai bên l§p nhóm, sß phø làm nhóm trß·ng, nói chuy®n v¾i Bá LÕc ð¬ hoàn thành xu¤t sß. Ð° ð® trong th¶i gian thñc 7 ngày không h°i báo v¾i sß phø, sß phø có th¬ tñ ðµng khai tr×, hai bên không b¸ phÕt. Nhæng ngß¶i ð½n phß½ng ð« ngh¸ giäi tr× s¨ b¸ m¤t 5% kinh nghi®m c¤p ðµ hi®n tÕi, trong vòng 6 gi¶ ð°ng h° không ðßþc thiªt l§p quan h® sß ð°
Sau khi xu¤t sß, ð° ð® tr· thành ð° ð® xu¤t sß, có th¬ tñ thu nh§n ð° ð®

Ph¥n thß·ng ð° ð®
Ð° ð® ðßþc thß·ng thêm 5% kinh nghi®m và 20% linh lñc, tích lûy và nh§n ðßþc khi h°i báo sß phø. Ph¥n thß·ng cho ð° ð® c¤p 10 và 20 có thêm 2 pháp bäo chính c¤p Thiên Thanh, c¤p 30 xu¤t sß có thêm 2 pháp bäo chính c¤p Ng÷c Løc, c¤p 40 tr· lên ðßþc 2 Thßþng Ph¦m Linh ThÕch. Khi ðªn c¤p ðµ ðªn nh§n bßu ki®n · ch² ngß¶i quän lý d¸ch trÕm

Ph¥n thß·ng sß phø
Sß phø ðßþc thß·ng thêm 10% kinh nghi®m và 40% linh lñc cüa ð° ð®, tích lûy và  nh§n ðßþc khi ð® tØ h°i báo sß phø. Ð° ð® ðÕt c¤p 20, sß phø nh§n ðßþc 1 Trung Ph¦m Linh ThÕch, ð° ð® c¤p 30 xu¤t sß, sß phø nh§n ðßþc 1 Thßþng Ph¦m Linh ThÕch, ð° ð® c¤p 40, sß phø nh§n ðßþc 3 Thiên Thanh Bäo ThÕch, 1 Trung Hoành Bäo ThÕch. Sß phø có th¬ ðªn nh§n bßu ki®n · ch² ngß¶i quän lý d¸ch trÕm. M²i l¥n ð° ð® c¤p 10 tr· lên h°i báo, sß phø nh§n ðßþc ði¬m sñ ð°: c¤p ðµ ð° ð® x 1. M²i 1 ð° ð® xu¤t sß, sß phø nh§n ðßþc ði¬m sß ð°: 10 + (s¯ ð° ð® xu¤t sß - 1) x 2. Ði¬m sß ð° có th¬ ðªn NPC danh v÷ng · b¤t kÏ n½i nào ð¬ ð±i l¤y ði¬m danh v÷ng: 1 ði¬m sß ð° ð±i l¤y 100 ði¬m danh v÷ng.",
1111,"Không hi¬n th¸ ði¬m trong bäng",
1112,"Khäm nÕm th¤t bÕi
Giäi thích:",
1113,"Trong ði«u ki®n không sØ døng b¤t kÏ v§t ph¦m may m¡n nào:
Sau khi khäm nÕm th¤t bÕi v§t ph¦m t× c¤p 4 - 6, c¤p ðµ khäm nÕm v§t ph¦m này s¨ b¸ hÕ mµt b§c.
Khäm nÕm v§t ph¦m c¤p 7 tr· lên th¤t bÕi, c¤p ðµ khäm nÕm v§t ph¦m này tr· v« 0.",
1114,"Kích sát",
1115,"Ngß Th¥n Ðµng Th¤t Tinh Ðài C¤m Ð¸a",
1116,"Th¤t Tinh Ðài C¤m Ð¸a",
1117,"Vån Chu Ðµng Danh V÷ng C¤m Ð¸a",
1118,"M§t mã",
1119,"M§t mã",
1120,"M§t mã cû:",
1121,"M§t mã m¾i:",
1122,"Xác nh§n",
1123,"Nh§p lÕi",
1124,"Nh§p lÕi:",
1125,"Ð¤u trß¶ng nhóm",
1126,"Ði¬m thi ð¤u",
1127,"Xªp hÕng",
1128,Tên,
1129,C¤p,
1130,Phái,
1131,"Nguyên th¥n",
1132,"Bang hµi",
1133,"Ph°n vinh",
1134,"Bang chü",
1135,"Ðánh giá",
1136,"T¤t cä",
1137,Tên,
1138,"ChÑc v¸",
1139,Phái,
1140,C¤p,
1141,"Cá nhân",
1142,Nhóm,
1143,"Ði¬m PVE",
1144,"R¶i khöi",
1145,"Phe ta",
1146,"Phe ð¸ch",
1147,Thoát,
1148,"Có th¬ sØ døng chß½ng trình auto, nhßng c¦n th§n virus!",
1149,"Hãy tñ bäo v® trß¾c nhæng mánh khóe l×a l÷c!",
1150,"Không chia së tài khoän ð¬ tránh m¤t mát!",
1151,"C¦n th§n các yêu c¥u giao d¸ch, mßþn ð°. C¦n th§n tên nhân v§t gi¯ng nhau!",
1152,"Cänh báo:",
1153,"Hình dáng",
1154,"Màu da",
1155,"Nhóm mình",
1156,"Nhóm ð¯i phß½ng",
1157,"Bang hµi",
1158,"Ph§t Môn",
1159,"Nga My",
1160,"Thanh Thành",
1161,"Bách Hoa",
1162,"Tiên C¥m",
1163,"Thao tác pháp bäo",
1164,"Häo hæu",
1165,"Thu nhö t¯i ða khung häo hæu",
1166,"Thu nhö hi¬n th¸",
1167,"Nguy®t Long Thôn",
1168,"Phï Huy®t",
1169,"Phía Ðông TÑ Môn S½n",
1170,"Phía Nam TÑ Môn S½n",
1171,"NgoÕi Viên Nguy®t Long Thôn",
1172,"C¯ Mµc Lâm",
1173,"Cñu Thôn Phª Tích",
1174,"Phía Tây TÑ Môn S½n",
1175,"TÑ Môn S½n",
1176,"TÑ Môn S½n Tây Lµc",
1177,"Phía Nam TÑ Môn S½n",
1178,"NgoÕi Viên Nguy®t Long Thôn",
1179,"C¯ Mµc Lâm",
1180,"Cñu Thôn Phª Tích",
1181,"Ði¬m m®t möi:",
1182,"C¤m Ð¸a Ngân H° Ðµng",
1183,"NÕp thë",
1184,"Hß¾ng dçn",
1185,"Tñ ðµng bª quan",
1186,"Sau khi ðánh d¤u ch÷n møc này, h® th¯ng s¨ tñ ðµng bª quan tu luy®n khi ngß¶i ch½i r¶i khöi tam gi¾i.",
1187,"Rao bán MCash",
1188,"Hoàn thành",
1189,Hüy,
1190,"Nh£t hªt",
1191,Hüy,
1192,"Ðang liên kªt server",
1193,"Kích hoÕt nhân v§t",
1194,"Nhân v§t này phäi ð±i tên m¾i có th¬ vào trò ch½i",
1195,"Tên m¾i",
1196,"Kích hoÕt nhân v§t",
1197,"Ð±i tên",
1198,"Danh møc",
1199,"Chú ý:",
1200,"Sau khi sát nh§p server, do tài khoän cüa bÕn có trên 3 nhân v§t, vßþt quá gi¾i hÕn cho phép nên bÕn c¥n ch÷n nhæng nhân v§t không sØ døng và tiªn hành ðóng bång. Nhân v§t b¸ ðóng bång s¨ tñ ðµng b¸ xóa bö sau vài ngày. Nªu mu¯n thay ð±i sau khi ðóng bång, bÕn có th¬ b¤m ch÷n nút 'Kích hoÕt nhân v§t' tÕi màn hình ch÷n nhân v§t (chï thay ð±i ðßþc khi nhân v§t chßa b¸ xóa hÆn).",
1201,"Ác QuÖ HÕp",
1202,"Kh±ng Tß¾c Hà",
1203,"Xích Thân Ðµng",
1204,"ThÕch Hóa Lâm",
1205,"Bách Man S½n",
1206,"Thiên Duy C¤m Ð¸a",
1207,"Tª Phong Ðài",
1208,"TÑ Hu¯ng Nhai",
1209,"QuÖ Tr¤n",
1210,"Ðªn Nguy®t Long Thôn",
1211,"Huy«n Thiªt Khoáng Trß¶ng",
1212,Bách,
1213,Man,
1214,S½n,
1215,"Ngßng Th¥n Tu Luy®n",
1216,"C¤p ðµ",
1217,"Ngßng Th¥n",
1218,"S¯ l¥n dß",
1219,"1 phút thu",
1220,"Chi tiªt",
1221,"B¡t ð¥u",
1222,"C¤m Ð¸a Âm Phong Ðµng",
1223,"Pháp bäo chính",
1224,"NTh¥n Quä",
1225,"Phong Ba Tu Luy®n Trß¶ng",
1226,"CÐ Xà Huy®t",
1227,"CÐ Hoan HÖ Ði®n",
1228,"CÐ Ma Cung",
1229,"CÐ Ð¢ng Tu Ðµng",
1230,"CÐ Yêu Nhân Ðµng Phü",
1231,"CÐ Th¤t Tinh Ðài",
1232,"CÐ H°ng Hoa Ðµng",
1233,"CÐ Vån Chu Ðµng",
1234,"CÐ Ngân H° Ðµng",
1235,"CÐ Âm Phong Ðµng",
1236,"CÐ Bí Ðµng",
1237,"CÐ Tri«u Âm Ðµng",
1238,Tên,
1239,ChÑc,
1240,"C¯ng hiªn",
1241,"Khu vñc",
1242,C¤p,
1243,Phái,
1244,"NPC g¥n ðây",
1245,"Ngß¶i ch½i",
1246,NPC,
1247,"Làm m¾i",
1248,Ðóng,
1249,"Tên ngß¶i ch½i",
1250,C¤p,
1251,Phái,
1252,Nhóm,
1253,"Tên NPC",
1254,"T÷a ð°",
1255,"Tin tÑc",
1256,"Danh møc hi¬n th¸ các NPC · khu vñc lân c§n, có th¬ b¤m vào tên NPC ð¬ tñ ðµng ði ðªn cÕnh bên.",
1257,"Thi®p Chúc Phúc",
1258,"Xác nh§n",
1259,Ðóng,
1260,"Quên kÛ nång Thu¥n Thú",
1261,Xóa,
1262,Ðóng,
1263,"SØ dùng Kiªn Bang L®nh Bài ð¬ thành l§p bang hµi",
1264,"V§t ph¦m tiêu hao h² trþ",
1265,"Xác nh§n m· chÑc nång v§t ph¦m tiêu hao h² trþ",
1266,"Ch÷n t¤t cä",
1267,"ÐoÕn tuy®t sß ð°",
1268,"Thông tin sß phø",
1269,"Thông tin ð° ð®",
1270,"ÐoÕn tuy®t quan h® v¾i sß phø",
1271,"ÐoÕn tuy®t quan h® v¾i ð° ð®",
1272,"Tên ð° ð®",
1273,"C¤p ðµ",
1274,"Th¶i gian báo cáo cu¯i cùng",
1275,"Bang Chiªn",
1276,"Th¶i gian",
1277,"Tuyên chiªn",
1278,"Xªp hÕng",
1279,"Ðång ký",
1280,"Làm m¾i",
1281,"Th¶i gian Bang Chiªn: 20h - 21h thÑ ba, nåm, chü nh§t hàng tu¥n. Ðång ký bang chiªn phäi thñc hi®n trß¾c 19h trong ngày. Sau 21h kªt thúc bang chiªn là có th¬ ðång ký tiªp cho ðþt bang chiªn tiªp theo.",
1282,"Bang tuyên chiªn",
1283,"C¤p ðµ bang",
1284,"Bang b¸ tuyên chiªn",
1285,"Bang hµi tham chiªn",
1286,"Tiêu di®t",
1287,"Bang hµi có th¬ tham chiªn",
1288,"Tên bang chü",
1289,"Tên bang hµi",
1290,"Dò tìm",
1291,"TØ vong",
1292,"B¡c Ðình C¯ Ð¸a",
1293,"Th¤t Tu Kiªm Trüng",
1294,"L® Thüy H°",
1295,"L® Giang Thôn",
1296,"L¯i vào c¤m ð¸a Tê Vân Ðµng",
1297,"Ði H¡c Phong TrÕi",
1298,B¡c,
1299,Ðình,
1300,C¯,
1301,Ð¸a,
1302,"Xªp theo ð½n giá",
1303,"Ði B¡c Ðình C¯ Ð¸a",
1304,"Liên minh",
1305,"Tên bang hµi",
1306,"Liên minh",
1307,"Thêm liên minh",
1308,"Xóa liên minh",
1309,"Bang chiªn",
1310,"Chi tiªt",
1311,"Chi tiªt",
1312,Ðóng,
1313,Tên,
1314,"S¯ kích sát",
1315,"S¯ tØ vong",
1316,"Ðång ký",
1317,"C¤m ð¸a VÕn Trúc Gian",
1318,"C¤p ðµ",
1319,"Môn phái",
1320,"Chiªn H°n Bäng",
1321,"Chiªn H°n Danh",
1322,"Tên bang hµi",
1323,"C¤p ðµ",
1324,"Môn phái",
1325,"S¯ kích sát",
1326,"S¯ tØ vong",
1327,"Xác nh§n",
1328,Hüy,
1329,VÕn,
1330,Trúc,
1331,Giän,
1332,C¤m,
1333,Ð¸a,
1334,"Khô C¯t Ðµng",
1335,"VÕn Trúc Gian",
1336,"Ð¸a HÕ Kim Kh¯",
1337,Tê,
1338,Vân,
1339,Ðµng,
1340,C¤m,
1341,Ð¸a,
1342,"Tê Vân M§t Th¤t",
1343,"Thüy HÕ Thông ÐÕo",
1344,"Løc Mang Tinh Tr§n",
1345,"Khóa ð¸nh/ Giäi khóa ð¸nh",
1346,"Bang Hµi Ð¯i Kháng",
,,
1347,"Chæ ký trang b¸",
1348,"Chæ ký ",
1349,Xóa,
1350,"Xóa bö chæ ký",
1351,"Xóa bö chæ ký",
1352,Xóa,
1353,"M· Bao",
1354,"H÷ tên",
1355,"C¤p ðµ",
1356,"Môn Phái",
1357,"S¯ lßþng ð® tØ",
1358,"Ðång kí th¶i gian",
1359,"Ði¬m PVP cüa bÕn",
1360,"Ði¬m có th¬ dùng ð¬ hoán ð±i",
1361,PVE,
1362,PVP,
1363,"— dÕng này, quái v§t s¨ xu¤t hi®n t¾i t¤p và cß¶ng ðµ s¨ thång c¤p theo s¯ l¥n. Quái v§t s¨ tiªn thÆng v« phía trß¾c theo nhæng con ðß¶ng c¯ ð¸nh, và t¤n công NPC ( Kh± Hành Ð¥u Xà), ði«u mà ngß¶i ch½i c¥n làm là ðánh ngã quái v§t, bäo v® NPC không chªt v¾i møc tiêu ch¯ng ðÞ ðªn cùng (  bän ð° PVE , có th¬ ðÕt ðßþc s¯ ði¬m PVE)",
1364,"— dÕng này, các ngß¶i ch½i phäi ðánh bÕi v§t tßþng trßng cüa phe ð¸ch trong th¶i gian chï ð¸nh dß¾i sñ giúp ðÞ cüa NPC phe mình ho£c tích lûy s¯ ði¬m càng cao trong cùng th¶i gian thì có th¬ th¡ng ( bän ð° PVP, có th¬ ðÕt ðßþc s¯ ði¬m PVP).",
1365,"Danh sách phòng",
1366,"S¯ phòng",
1367,"Tên phòng",
1368,"S¯ ngß¶i",
1369,"TrÕng thái",
1370,"LV yêu c¥u",
1371,"TÕo phòng",
1372,"Vào phòng",
1373,"Vào c¤p t¯c",
1374,"Tìm phòng",
1375,"Danh sách m¾i",
1376,"Xªp hÕng",
1377,"TÕo phòng",
1378,"Tên phòng ",
1379,"Ch÷n ki¬u",
1380,"Khi giúp Kh± Hành Ð¥u Xà ch¯ng lÕi kë ð¸ch, càng ch¯ng ðÞ nhi«u l¥n thì ph¥n thß·ng linh lñc và kinh nghi®m ðÕt ðßþc càng nhi«u, vßþt quá 20 lßþt còn có thêm ph¥n thß·ng nguyên th¥n. Quái v§t s¨ t¤n công Kh± Hành Ð¥u Xà t× 3 phía trong bän ð°, còn Boss s¨ chen lçn trong ðó. Không th¬ sØ døng các kî nång nhß Tiên Gi¾i Dßþc Thüy và H°i sinh, và m²i ngày  chï ðßþc tiªn vào 3 l¥n, mong các Tu Chính Giä c¦n th§n Ñng phó. ",
1381,"Th¶i gian trong bän ð° này ðßþc gi¾i hÕn là 1 tiªng, ngß¶i ch½i t¤n công kë ð¸ch ho£c NPC ð«u có th¬ có ði¬m. Trong th¶i gian quy ð¸nh, bên ( Sinh m®nh chi thø) ðánh ngã v§t tßþng trßng cüa ð¯i phß½ng thì th¡ng, nªu không bên có ði¬m tß½ng ð¯i cao s¨ th¡ng. Không th¬ sØ døng các kî nång nhß Tiên Gi¾i Dßþc Thüy và H°i sinh, và m²i ngày  chï ðßþc tiªn vào 2 l¥n, mong các chß v¸ ðÕo hæa c¦n th§n Ñng phó. ",
1382,"Ch÷n bän ð°",
1383,"M§t mã",
1384,"ÐÆng c¤p",
1385,"Xây dñng ",
1386,"Tin tÑc phòng",
1387,"Gi¾i thi®u phòng",
1388,"Ðµi ðö",
1389,"Tham gia",
1390,"Ðµi xanh",
1391,"Tham gia",
1392,"Yêu c¥u r¶i khöi phòng",
1393,"Chu¦n b¸/ B¡t ð¥u",
1394,M¶i,
1395,"R¶i khöi phòng",
1396,"Xªp hÕng",
1397,"Hi¬n th¸ ði¬m và bäng xªp hÕng cüa  200 ngß¶i ð¥u tiên trong server",
1398,"Bäng xªp hÕng",
1399,"Tên nhân v§t",
1400,Ði¬m,
1401,PVE,
1402,PVP,
1403,"ThÑ hÕng",
1404,"Thi ð¤u b¡t ð¥u",
1405,"M¶i ngß¶i ch½i",
1406,"S¯ lßþng thüy tinh",
1407,"Hi¬n th¸ Linh Thú khác",
1408,"Thông tin PVE cao c¤p",
1409,"Thông tin khu vñc",
1410,"Thông tin BOSS",
1411,"Tin ngß¶i ch½i",
1412,"Tên khu vñc",
1413,"S¯ lßþng ngß¶i ch½i",
1414,"Tên BOSS",
1415,"Khu vñc hi®n tÕi",
1416,"TrÕng thái Boss",
1417,"Bäng xªp hÕng",
1418,"Tên ngß¶i ch½i",
1419,"Bang hµi hi®n tÕi",
1420,"C¤p ðµ",
1421,"Môn phái ",
1422,Ði¬m,
1423,"Tìm kiªm ngß¶i ch½i:",
1424,"Tïm kiªm ",
1425,M¾i,
1426,"Ði¬m hi®n có:",
1427,"Ði¬m cao nh¤t l¸ch sØ:",
1428,"Khäm nÕm siêu c¤p:",
1429,"S¯ ti«n c¥n ð¬ khäm nÕm:",
1430,"Tï l® khäm nÕm thành công:",
1431,"S¯ l¥n khäm nÕm còn lÕi:",
1432,"Thuyªt minh khäm nÕm siêu c¤p",
1433,"Khäm nÕm",
1434,Hüy,
1435,"Ð¯ vui có thß·ng",
1436,"S¯ l¥n trä l¶i ðúng:",
1437,"Trä l¶i ðúng 15 câu có th¬ nh§n ðßþc ph¥n thß·ng nhi®m vø",
1438,"Ðáp án",
1439,"T¤t cä các trang b¸ mi­n phí ký tên ( ngoÕi tr× pháp bäo chính và pháp bäo phø ra thì t¤t cä các trang b¸ ð«u có th¬ b¸ kí tên, bao g°m nhçn, hµ phù), xóa chæ ký c¥n phäi trä 30 bÕc và ch¶ 48 tiªng ð¬ sØa tên.
Quy t¡c chæ ký trang b¸ :
1.Trang b¸ sau khi ký s¨ tång thêm 10 ði¬m th¬ lñc
2. Trang b¸ b¸ kí tên không th¬ giao d¸ch, bán ð¤u giá, bày bán, gØi bßu ki®n v.v..Nhân v§t có ði¬m Pk cao chªt s¨ b¸ r½i, không th¬ làm v§t ph¦m may m¡n ( Sau khi xóa bö chæ ký có th¬ chuy¬n d¶i bình thß¶ng)
3. Nªu mu¯n xóa chæ ký trang b¸ thì phäi ðþi 48 tiªng. Trong 48 tiªng này ngß¶i ch½i có th¬ ðªn 'Tu luy®n giä phøc h±' ð¬ bö l®nh xóa chæ ký.
4. Chæ ký chï thích hþp dùng cho trang b¸ mà trang b¸ yêu c¥u c¤p 20 tr· lên",
1440,Nam,
1441,Cß½ng,
1442,Cß½ng,
1443,Løc,
1444,"Næ Oa Bình Ðài",
1445,"Viên H¥u Thôn LÕc",
1446,"Bao TrÕch Lâm Ð¸a",
1447,Ðóng,
1448,"Thiªt l§p nh¡c nh· sñ ki®n",
1449,"Sñ ki®n:",
1450,"Nµi dung sñ ki®n:",
1451,"Ngß¶i liên h®:",
1452,TÕo,
1453,Ðóng,
1454,"L¸ch event",
1456,"TÕo sñ ki®n",
1457,"HoÕt ðµng thß¶ng ngày",
1458,"HoÕt ðµng m²i tu¥n",
1459,"HoÕt ðµng ngày l­",
1460,"Nh¡c nh· ngß¶i ch½i",
1461,"Toàn bµ",
1462,Phòng,
1463,"Khäm nÕm siêu c¤p chï cò th¬ khäm nÕm trang b¸ +7 ðªn trang b¸ +8
Nªu th¤t bÕi cûng s¨ không b¸r¾t trang b¸ cß¶ng hóa c¤p ðµ
Tï l® thành công là 3% nhß nhau
Khäm nÕm vû khí m²i l¥n c¥n
1 viên Bäo ThÕch Huy Hoàng nhö
3 viên Bäo ThÕch Huy Hoàng l¾n 
1 viên Bäo ThÕch Huy Hoàng hoàn chïnh
20 vàng
Khäm nÕm trang b¸ m²i l¥n c¥n
1 viên Bäo ThÕch Quang Mang nhö
3 viên Bäo ThÕch Quang Mang  l¾n
1 viên Bäo ThÕch Quang Mang hoàn chïnh
15 Vàng
",
1464,Xóa,
1465,"Ði¬m hi®n có:",
1466,"Trong khung vån bän cüa giao di®n này hãy thêm hß¾ng dçn xóa chæ ký tß½ng Ñng, hi¬n th¸ nµi dung sau: 
1.Sau khi xóa bö chæ ký, c¥n phäi ðþi 48 tiªng m¾i có th¬ xóa bö bäo hµ chæ ký
2.Sau khi xóa bö chæ ký, thuµc tính ðính kèm v¾i chæ ký s¨ biªn m¤t sau khi th¶i gian ðªm ngßþc xóa bö chæ ký kªt thúc
3.Trang b¸ · th¶i gian ðªm ngßþc xóa bö chæ ký có th¬ ký lÕi · ch² ' Trang b¸ chæ ký sß phøc h± ', h°i phøc trÕng thái kí tên.
",
1467,"Tu Luy®n Trß¶ng  ",
,,
1468,"Chü Nh§t",
1469,"ThÑ 2",
1470,"ThÑ 3",
1471,"ThÑ 4",
1472,"ThÑ 5",
1473,"ThÑ 6",
1474,"ThÑ 7",
1475,"Doanh trÕi Kinh ThÕch Dø ",
1476,"Thái ThÕch Trß¶ng",
1477,"Doanh trÕi Nha Nh¤t Tµc",
1478,"TØ Trúc Lâm Phòng Tuyªn",
1479,"TØ Trúc Lâm",
1480,"Cñ Khanh",
1481,"Hß Linh Tháp",
1482,"S½n Trang Phª Khß",
1483,"Phi Lôi Lînh",
1484,"Dçn ðªn L® Giang Thôn",
1485,"C±ng vào c¤m ð¸a U Ám M§t Lâm",
1486,"C±ng vào c¤m ð¸a Huy«n ThÕch Chi Gi¾i",
1487,"Phi Lôi Lînh",
1488,,
1489,,
1490,"Theo dõi nhi®m vø",
1491,"Dçn ðªn Phi Lôi Lînh",
1492,"Dçn ðªn L® Giang Thôn",
1493,"KÜ Thú Khóa Ð¸nh",
1494,"Khóa Ð¸nh",
1495,"Ðem KÜ Thú ch¶ khóa ð¸nh kéo sang trái, ðem Bá LÕc ¤n giám kéo sang phäi",
1496,"Xóa Bö",
1497,"Chïnh lí B¯i Bao",
1498,"Ð÷c xong tñ xóa bö",
1499,"Có th¬ phát ra s¯ l¥n üy thác",
1500,"Ðã th¬ phát ra s¯ l¥n üy thác",
1501,"Tiªp nh§n üy thác",
1502,"Xóa bö üy thác",
1503,M¾i,
1504,"Trang trß¾c",
1505,"Trang sau",
1506,Tên,
1507,LV,
1508,"Ðµ khó",
1509,"Miêu tä",
1510,"Ngß¶i gØi",
1511,"Danh tiªng",
1512,Time,
1513,"TrÕng thái",
1514,"Ph¥n Thß·ng 1",
1515,"Ph¥n Thß·ng 2",
1516,"Ph¥n Thß·ng 3",
1517,"Ph¥n Thß·ng 4",
1518,"Dòng üy thác:",
1519,"Ðã tiªp nh§n üy thác",
1520,"GØi üy thác",
1521,"Danh tiªng yêu c¥u:",
1522,"Danh tiªng",
1523,"Th¶i hÕn üy thác:",
1524,Gi¶,
1525,"Miêu  tä üy thác",
1526,"Thiªt l§p ph¥n thß·ng",
1527,Phí:,
1528,"Xác nh§n",
1529,"Xóa bö",
1530,"Phòng üy thác",
2.5,,
1531,"Khóa ð¸nh",
1532,"Ti«n vàng khóa ð¸nh",
1533,"M· Bao",
1534,"Click chuµt trái có th¬ s¡p xªp nhæng v§t ph¦m trong hành lí theo thÑ tñ, Click chuµt phäi có th¬ s¡p xªp ngßþc lÕi.",
1535,"M·/ Ðóng B¯i Bao",
1536,"Hoàn thành üy thác",
1537,"Nghi®m thu üy thác",
1538,"Nhi®m vø üy thác",
1539,"Tiêu ð«",
1540,"Th¶i gian sñ ki®n",
1541,"Ðã üy thác",
1542,"T¤t cä üy thác",
1543,"Click chuµt trái ð¬ kéo",
1544,"Ch÷n nhi®m vø ði theo trong bäng nhi®m vø là có th¬ m· lÕi t× ð¥u.",
1545,"Có th¬ ð£t Ngßng Th¥n Quä, TØ Huy«n Quä, Nguyên Linh Tinh Phách",
1546,"M²i ngày nhi«u nh¤t phát 3 l¥n üy thác, nh§n 3 üy thác, c¤p ðµ th¤p nh¤t ð¬ phát üy thác là c¤p 15, c¤p ðµ th¤p nh¤t ð¬ nh§n üy thác là c¤p 30, và chï có th¬ tiªp nh§n nhi®m vø üy thác có c¤p ðµ th¤p h½n c¤p ðµ cüa bän thân là 5 c¤p.",
,,
1547,"Thông tin nhi®m vø",
1548,"Thông tin chi tiªt",
1549,"Sñ ki®n ð°ng hành cùng ngß¶i liên h®",
1550,L¸ch,
1551,"Quy t¡c üy thác",
1552,"Quy t¡c üy thác nhi®m vø:
1.C¤p ðµ th¤p nh¤t ð¬ üy thác nhi®m vø là c¤p 26.
2. Nhi®m vø có th¬ üy thác là nhæng nhi®m vø nhß nhi®m vø bang hµi ( nh§n · Kiªm Tiên Ðài ), nhi®m vø nh§n t× NPC Quän Lí œy Thác.
3. M²i l¥n üy thác nhi®m vø c¥n t¯n 1 bÕc.
4. M²i ngày chï có th¬ üy thác 3 l¥n ( cho dù nhi®m vø ðó có hoàn thành hay không, có b¸ hüy bö hay không, chï c¥n üy thác là ð«u tính 1 l¥n)
5. Khi tiªn hành üy thác nhi®m vø, c¥n tiªp nh§n nhi®m vø c¥n üy thác trß¾c.
6. Nhi®m vø üy thác s¨ ðßþc ðánh d¤u trong bäng nhi®m vø.
7. Khi tiªn hành nhi®m vø üy thác, dù cho có ðánh hªt quái v§t ð¬ hoàn thành nhi®m vø ðó, thì vçn phäi ch¶ hªt th¶i hÕn üy thác m¾i có th¬ xác nh§n nhi®m vø

Quy t¡c tiªp nh§n nhi®m vø üy thác
1. C¤p ðµ th¤p nh¤t ð¬ tiªp nh§n üy thác là c¤p 31.
2. M²i ngày chï có th¬ tiªp nh§n t¯i ða 3 l¥n nhi®m vø üy thác
3. Trß¾c khi tiªp nh§n nhi®m vø üy thác, có th¬ ch÷n nhi®m vø c¥n tiªp nh§n xong, click vào thông tin chi tiªt xem nhæng yêu c¥u cüa nhi®m vø üy thác.
4. Khi tiªp nh§n nhi®m vø üy thác, h® th¯ng s¨ kh¤u tr× 1 vàng cüa ngß¶i tiªp nh§n coi nhß là ti«n c÷c.
   (1) Nªu ngß¶i tiªp nh§n hoàn thành nhi®m vø trong th¶i gian quy ð¸nh thì ti«n ð£t c÷c s¨ ðßþc trä lÕi.
   (2) Nªu nhi®m vø th¤t bÕi thì ti«n ð£t c÷c s¨ không ðßþc trä lÕi.
5. Sau khi hoàn thành nhi®m vø üy thác, s¨ nh§n ðßþc ph¥n thß·ng là mµt bßu ki®n. ( Có th¬ s¨ tr­ khi h® th¯ng ðang b§n).",
1553,"Hán Giang Cñ Viên",
1554,"Ban La MÕn Ðà Hoa",
1555,"Huy«n Thiên Bång Höa Song Ð¥u Giao",
1556,Phø Bän NLT,
1557,Bãi Luy®n A,
1558,Bãi Luy®n C,
1559,Bãi Luy®n B-2,
1560,Bãi Luy®n B-1,
1561,Bãi Luy®n D,
1562,Bãi Luy®n E,
1563,Bãi Luy®n F,
1564,C¤m Ð¸a Kim Tinh Ðµng,
1565,"Kim Tinh M§t Th¤t",
1566,"Kim Tinh Thông ÐÕo",
1567,"Kim Tinh Tr§n",
