WORD,string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WORD,,,,,,,,,,,,,,,,,,,,,,list,,list,DWORD,,,,,,int,DWORD,string,int,BYTE,WORD,int,int,char[20],char[20],char[20],char[20],int,int,action,action,action,action,int,int,int,int,int,float,,int,,action,action,action,action,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,柳絮护腕,,,6,,3,52,,52,,,3,11,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,2400,,3000,,,,52,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iwri06,,,,,,,,,,,,,,,,,,,,,,0,
886,柳絮护膝,,,7,,3,54,,54,,,3,11,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,3600,,3000,,,,54,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_ikne06,,,,,,,,,,,,,,,,,,,,,,0,
887,柳絮腰带,,,8,,3,56,,56,,,3,11,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,3600,,3000,,,,56,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_igir06,,,,,,,,,,,,,,,,,,,,,,0,
888,逐日链甲,,,3,,2,58,,58,,,3,11,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,6000,,3000,,,,58,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_idq006,bpq07,bpq07_01,bpq07_02,,,,,,,,,,,,,,,,,,,1,
889,逐日护手,,,4,,2,53,,53,,,3,11,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,2400,,3000,,,,53,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_idq015,hpq07,hpq07_01,hpq07_02,,,,,,,,,,,,,,,,,,,1,
890,逐日链靴,,,5,,2,55,,55,,,3,11,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,3600,,3000,,,,55,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_idq024,lpq07,lpq07_01,lpq07_02,,,,,,,,,,,,,,,,,,,1,
891,逐日护腕,,,6,,2,52,,52,,,3,11,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,2400,,3000,,,,52,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iwri06,,,,,,,,,,,,,,,,,,,,,,0,
892,逐日护膝,,,7,,2,54,,54,,,3,11,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,3600,,3000,,,,54,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_ikne06,,,,,,,,,,,,,,,,,,,,,,0,
893,逐日腰带,,,8,,2,56,,56,,,3,11,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,3600,,3000,,,,56,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_igir06,,,,,,,,,,,,,,,,,,,,,,0,
894,冲宵战袍,,,3,,4,58,,58,,,3,11,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,6000,,3000,,,,58,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_idx006,bpx07;bpx07,bpx07_01;bpx07_01,bpx07_02;bpx07_02,,,,,,,,,,,,,,,,,,,1,
895,冲宵护手,,,4,,4,53,,53,,,3,11,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,2400,,3000,,,,53,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_idx015,hpx07;hpx07,hpx07_01;hpx07_01,hpx07_02;hpx07_02,,,,,,,,,,,,,,,,,,,1,
896,冲宵轻靴,,,5,,4,55,,55,,,3,11,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,3600,,3000,,,,55,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_idx024,lpx07;lpx07,lpx07_01;lpx07_01,lpx07_02;lpx07_02,,,,,,,,,,,,,,,,,,,1,
897,冲宵护腕,,,6,,4,52,,52,,,3,11,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,2400,,3000,,,,52,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iwri06,,,,,,,,,,,,,,,,,,,,,,0,
898,冲宵护膝,,,7,,4,54,,54,,,3,11,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,3600,,3000,,,,54,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_ikne06,,,,,,,,,,,,,,,,,,,,,,0,
899,冲宵腰带,,,8,,4,56,,56,,,3,11,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,3600,,3000,,,,56,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_igir06,,,,,,,,,,,,,,,,,,,,,,0,
11111,点卡,,,60,,5,,,,,,,,,,,,,,0,1,0,1,1000,,1,,0,,1,1,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it065,,,,,,,,,,,,,,,,,,,,,,0,
11112,道具包,,,80,,5,,,,,,,,,,,,,,0,1,0,0,,,1,,2,,1,1,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it066,,,,,,,,,,,,,,,,,,,,,,0,
11113,道具包,,,80,,5,,,,,,,,,,,,,,0,1,0,0,,,1,,2,,1,1,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_m_pack,,,,,,,,,,,,,,,,,,,,,,0,
11114,爱心“奇”包,,,80,,5,,,,,,,,,,,,,,0,1,0,0,,,1,,2,,1,1,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_im013,,,,,,,,,,,,,,,,,,,,,,0,
11115,竞技奖励,,,80,,5,,,,,,,,,,,,,,0,1,0,0,,,1,,2,,1,1,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it023,,,,,,,,,,,,,,,,,,,,,,0,
11116,南疆勇士包,,,80,,5,,,,,,,,,,,,,,0,1,0,0,,,1,,2,,1,1,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it066,,,,,,,,,,,,,,,,,,,,,,0,
11117,道具包（韩国网吧加盟）,,,80,,5,,,,,,,,,,,,,,0,1,0,0,,,1,,2,,1,1,1,1800,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_m_pack,,,,,,,,,,,,,,,,,,,,,,0,
2000,朱草,,,65,,5,,,,,,,,,,,,,,1,1,1,1,,,1,,0,1,1,20,1,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it2000,,,,,,,,,,,,,,,,,,,,,,,
2001,野蘑菇,,,65,,5,,,,,,,,,,,,,,1,1,1,1,,,1,,0,1,1,20,1,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it2001,,,,,,,,,,,,,,,,,,,,,,,
2002,丹参,,,65,,5,,,,,,,,,,,,,,1,1,1,1,,,1,,0,1,1,20,1,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it2002,,,,,,,,,,,,,,,,,,,,,,,
2003,夏枯草,,,65,,5,,,,,,,,,,,,,,1,1,1,1,,,1,,0,1,1,20,1,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it2003,,,,,,,,,,,,,,,,,,,,,,,
2004,朱果,,,65,,5,,,,,,,,,,,,,,1,1,1,1,,,1,,0,1,1,20,1,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it2004,,,,,,,,,,,,,,,,,,,,,,,
2005,荔枝草,,,65,,5,,,,,,,,,,,,,,1,1,1,1,,,1,,0,1,1,20,1,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it2005,,,,,,,,,,,,,,,,,,,,,,,
2006,北草乌,,,65,,5,,,,,,,,,,,,,,1,1,1,1,,,1,,0,1,1,20,1,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it2006,,,,,,,,,,,,,,,,,,,,,,,
2007,何首乌,,,65,,5,,,,,,,,,,,,,,1,1,1,1,,,1,,0,1,1,20,1,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it2007,,,,,,,,,,,,,,,,,,,,,,,
2008,金银花,,,65,,5,,,,,,,,,,,,,,1,1,1,1,,,1,,0,1,1,20,1,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it2008,,,,,,,,,,,,,,,,,,,,,,,
2009,罗汉果,,,65,,5,,,,,,,,,,,,,,1,1,1,1,,,1,,0,1,1,20,1,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it2009,,,,,,,,,,,,,,,,,,,,,,,
2010,"毒芹 ",,,65,,5,,,,,,,,,,,,,,1,1,1,1,,,1,,0,1,1,20,1,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it2010,,,,,,,,,,,,,,,,,,,,,,,
2011,石吊兰,,,65,,5,,,,,,,,,,,,,,1,1,1,1,,,1,,0,1,1,20,1,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it2011,,,,,,,,,,,,,,,,,,,,,,,
2012,无花果,,,65,,5,,,,,,,,,,,,,,1,1,1,1,,,1,,0,1,1,20,1,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it2012,,,,,,,,,,,,,,,,,,,,,,,
2013,无根藤,,,65,,5,,,,,,,,,,,,,,1,1,1,1,,,1,,0,1,1,20,1,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it2013,,,,,,,,,,,,,,,,,,,,,,,
2014,百里香,,,65,,5,,,,,,,,,,,,,,1,1,1,1,,,1,,0,1,1,20,1,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it2014,,,,,,,,,,,,,,,,,,,,,,,
2015,橙红石,,,65,,5,,,,,,,,,,,,,,1,1,1,1,,,1,,0,1,1,20,1,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it2015,,,,,,,,,,,,,,,,,,,,,,,
2016,"白云石 ",,,65,,5,,,,,,,,,,,,,,1,1,1,1,,,1,,0,1,1,20,1,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it2016,,,,,,,,,,,,,,,,,,,,,,,
2017,白榴石,,,65,,5,,,,,,,,,,,,,,1,1,1,1,,,1,,0,1,1,20,1,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it2017,,,,,,,,,,,,,,,,,,,,,,,
2018,叶蜡石,,,65,,5,,,,,,,,,,,,,,1,1,1,1,,,1,,0,1,1,20,1,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it2018,,,,,,,,,,,,,,,,,,,,,,,
2019,尖晶石,,,65,,5,,,,,,,,,,,,,,1,1,1,1,,,1,,0,1,1,20,1,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it2019,,,,,,,,,,,,,,,,,,,,,,,
2020,重晶石,,,65,,5,,,,,,,,,,,,,,1,1,1,1,,,1,,0,1,1,20,1,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it2020,,,,,,,,,,,,,,,,,,,,,,,
2021,水镁石,,,65,,5,,,,,,,,,,,,,,1,1,1,1,,,1,,0,1,1,20,1,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it2021,,,,,,,,,,,,,,,,,,,,,,,
2022,顽火石,,,65,,5,,,,,,,,,,,,,,1,1,1,1,,,1,,0,1,1,20,1,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it2022,,,,,,,,,,,,,,,,,,,,,,,
2063,铝榴石,,,65,,5,,,,,,,,,,,,,,1,1,1,1,,,1,,0,1,1,20,1,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it2029,,,,,,,,,,,,,,,,,,,,,,,
2064,碘银石,,,65,,5,,,,,,,,,,,,,,1,1,1,1,,,1,,0,1,1,20,1,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it2030,,,,,,,,,,,,,,,,,,,,,,,
2027,大力丸,,,,,5,,,,,,,,,,,,,,1,1,0,1,,,1,,0,1,1,10,1,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it2020,,,,,,,,,,,,,,,,,,,,,,,
2028,还魂丹,,,,,5,,,,,,,,,,,,,,1,1,0,1,,,1,,0,1,1,10,1,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it2021,,,,,,,,,,,,,,,,,,,,,,,
2029,益精丸,,,,,5,,,,,,,,,,,,,,1,1,0,1,,,1,,0,1,1,10,1,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it2022,,,,,,,,,,,,,,,,,,,,,,,
2032,虚弱符咒,,,,,5,,,,,,,,,,,,,,1,1,0,1,,,1,,0,1,1,10,1,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it2025,,,,,,,,,,,,,,,,,,,,,,,
2033,狂暴符咒,,,,,5,,,,,,,,,,,,,,1,1,0,1,,,1,,0,1,1,10,1,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it2026,,,,,,,,,,,,,,,,,,,,,,,
2034,虚脱符咒,,,,,5,,,,,,,,,,,,,,1,1,0,1,,,1,,0,1,1,10,1,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it2027,,,,,,,,,,,,,,,,,,,,,,,
2035,地震符咒,,,,,5,,,,,,,,,,,,,,1,1,0,1,,,1,,0,1,1,10,1,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it2028,,,,,,,,,,,,,,,,,,,,,,,
2036,神眼符咒,,,,,5,,,,,,,,,,,,,,1,1,0,1,,,1,,0,1,1,10,1,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it2029,,,,,,,,,,,,,,,,,,,,,,,
2037,传送符咒,,,,,5,,,,,,,,,,,,,,1,1,0,1,,,1,,0,1,1,10,1,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it2030,,,,,,,,,,,,,,,,,,,,,,,
2038,变形符咒,,,,,5,,,,,,,,,,,,,,1,1,0,1,,,1,,0,1,1,10,1,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it2031,,,,,,,,,,,,,,,,,,,,,,,
2025,回血药水(1)级,,,20,1,5,,,1,,,,,,,,1,,,1,1,0,1,,,1,,2,1,1,20,1,,,,,50,,100,IsAttackState=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,5000,1000,,,,,,,,,,AddEffect(100),,,,,-3,ic_it2025,,,,,,,,,,,,,,,,,,,,,,0,
2041,回血药水(2)级,,,20,1,5,,,10,,,,,,,,1,,,1,1,0,1,,,1,,2,1,1,20,1,,,,,100,,100,IsAttackState=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,5000,1000,,,,,,,,,,AddEffect(104),,,,,-3,ic_it2025,,,,,,,,,,,,,,,,,,,,,,0,
2045,回血药水(3)级,,,20,1,5,,,20,,,,,,,,1,,,1,1,0,1,,,1,,2,1,1,20,1,,,,,150,,100,IsAttackState=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,5000,1000,,,,,,,,,,AddEffect(108),,,,,-3,ic_it2025,,,,,,,,,,,,,,,,,,,,,,0,
2049,回血药水(4)级,,,20,1,5,,,30,,,,,,,,1,,,1,1,0,1,,,1,,2,1,1,20,1,,,,,200,,100,IsAttackState=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,5000,1000,,,,,,,,,,AddEffect(112),,,,,-3,ic_it2025,,,,,,,,,,,,,,,,,,,,,,0,
2053,回血药水(5)级,,,20,1,5,,,40,,,,,,,,1,,,1,1,0,1,,,1,,2,1,1,20,1,,,,,250,,100,IsAttackState=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,5000,1000,,,,,,,,,,AddEffect(116),,,,,-3,ic_it2025,,,,,,,,,,,,,,,,,,,,,,0,
2026,回魔药水(1)级,,,21,1,5,,,1,,,,,,,,1,,,1,1,0,1,,,1,,2,1,1,20,1,,,,,50,,100,IsAttackState=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,5000,1000,,,,,,,,,,AddEffect(101),,,,,-3,ic_it2026,,,,,,,,,,,,,,,,,,,,,,0,
2042,回魔药水(2)级,,,21,1,5,,,10,,,,,,,,1,,,1,1,0,1,,,1,,2,1,1,20,1,,,,,100,,100,IsAttackState=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,5000,1000,,,,,,,,,,AddEffect(105),,,,,-3,ic_it2026,,,,,,,,,,,,,,,,,,,,,,0,
2046,回魔药水(3)级,,,21,1,5,,,20,,,,,,,,1,,,1,1,0,1,,,1,,2,1,1,20,1,,,,,150,,100,IsAttackState=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,5000,1000,,,,,,,,,,AddEffect(109),,,,,-3,ic_it2026,,,,,,,,,,,,,,,,,,,,,,0,
2050,回魔药水(4)级,,,21,1,5,,,30,,,,,,,,1,,,1,1,0,1,,,1,,2,1,1,20,1,,,,,200,,100,IsAttackState=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,5000,1000,,,,,,,,,,AddEffect(113),,,,,-3,ic_it2026,,,,,,,,,,,,,,,,,,,,,,0,
2054,回魔药水(5)级,,,21,1,5,,,40,,,,,,,,1,,,1,1,0,1,,,1,,2,1,1,20,1,,,,,250,,100,IsAttackState=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,5000,1000,,,,,,,,,,AddEffect(117),,,,,-3,ic_it2026,,,,,,,,,,,,,,,,,,,,,,0,
2030,回血符咒(1)级,,,100,,5,,,1,,,,,,,,1,,,1,1,0,1,,,1,,2,1,1,20,1,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,,,,,,,,,,,10000,10,,,,AddHp(15),60000,1000,3,,,,,,,,,,,,,,,ic_it2027,,,,,,,,,,,,,,,,,,,,,,,
2055,回血符咒(2)级,,,100,,5,,,10,,,,,,,,1,,,1,1,0,1,,,1,,2,1,1,20,1,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,,,,,,,,,,,10000,10,,,,AddHp(36),60000,1000,3,,,,,,,,,,,,,,,ic_it2027,,,,,,,,,,,,,,,,,,,,,,,
2057,回血符咒(3)级,,,100,,5,,,20,,,,,,,,1,,,1,1,0,1,,,1,,2,1,1,20,1,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,,,,,,,,,,,10000,10,,,,AddHp(63),60000,1000,3,,,,,,,,,,,,,,,ic_it2027,,,,,,,,,,,,,,,,,,,,,,,
2059,回血符咒(4)级,,,100,,5,,,30,,,,,,,,1,,,1,1,0,1,,,1,,2,1,1,20,1,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,,,,,,,,,,,10000,10,,,,AddHp(96),60000,1000,3,,,,,,,,,,,,,,,ic_it2027,,,,,,,,,,,,,,,,,,,,,,,
2061,回血符咒(5)级,,,100,,5,,,40,,,,,,,,1,,,1,1,0,1,,,1,,2,1,1,20,1,,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,,,,,,,,,,,10000,10,,,,AddHp(135),60000,1000,3,,,,,,,,,,,,,,,ic_it2027,,,,,,,,,,,,,,,,,,,,,,,
2031,回魔符咒(1)级,,,100,,5,,,1,,,,,,,,1,,,1,1,0,1,,,1,,2,1,1,20,1,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,,,,,,,,,,,10000,10,,,,AddMp(15),60000,1000,3,,,,,,,,,,,,,,,ic_it2028,,,,,,,,,,,,,,,,,,,,,,,
2056,回魔符咒(2)级,,,100,,5,,,10,,,,,,,,1,,,1,1,0,1,,,1,,2,1,1,20,1,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,,,,,,,,,,,10000,10,,,,AddMp(36),60000,1000,3,,,,,,,,,,,,,,,ic_it2028,,,,,,,,,,,,,,,,,,,,,,,
2058,回魔符咒(3)级,,,100,,5,,,20,,,,,,,,1,,,1,1,0,1,,,1,,2,1,1,20,1,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,,,,,,,,,,,10000,10,,,,AddMp(63),60000,1000,3,,,,,,,,,,,,,,,ic_it2028,,,,,,,,,,,,,,,,,,,,,,,
