213,怒海波,0,,,2,,10,"PartyDPS(MWLev(213),0)*2.5/3*0.85",,,,,,,,WeaponType=2,,2,0,1,,,,,300,,2500,,,,,,,,,,,0,1000,,0,1000,,,,,,,2,,,,,,2500,DmgMin(ActorDPS*2.5);DmgMax(ActorDPS*2.5),,ic_eskill12,,,,,skill10_pre,eff_e_skill11_pre,root,,,eff_e_skill11_pre_path,skill12,,,,,,,,eff_e_skill12_path,eff_e_skill12a;eff_e_skill12b,Blink0a;Blink0b,1,,,,,,,,,,,,,2,eff_e_skill12_hit,,root,1,,
214,海潮诀,0,,,2,,30,"PartyDPS(MWLev(214),0)*10/3*0.85",,,,,,,,WeaponType=2,,3,0,2,,,,5,300,150,0,,,,,10000,10,,,,"AddEffect(213,25)",10000,1000,,0,1000,,,,,,,2,,,,,,1000,DmgMin(ActorDPS*0.75);DmgMax(ActorDPS*0.75),,ic_eskill13,,,,,skill13_start,eff_e_skill11_pre,root,,,eff_e_skill11_pre_path,skill13_keep,,,,,,,eff_e_skill13,,,,,,,eff_e_skill11_pre_path,,,,,,,,,,2,eff_hit_water,,,1,,
215,飞流斩,0,,,2,,20,"PartyDPS(MWLev(215),0)*1.2",,,,,,,,WeaponType=2,,1,0,1,,,,,300,,0,,,,,,,,,,,5000,1000,,0,1000,,,,,,,2,,,,"AddEffect(212,PartyDPS(SelfMWLev(215), 0)*0.25)",,1000,DmgMin(ActorDPS*1.5);DmgMax(ActorDPS*1.5),,ic_skill_eskill14,,,,,skill10_pre,eff_e_skill11_pre,root,,,eff_e_skill11_pre_path,skill14,,,,,,,,eff_e_skill14_path,eff_e_skill14a;eff_e_skill14b,Blink0a;Blink0b,1,,,,,,,,,,,,,2,eff_e_skill14_hit,,,1,,
221,寒冰盾,0,,,2,,0,"PartyDPS(MWLev(221),0)/3",,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,,1500,1000,,0,1000,,,,,,,,,,"AddEffect(226,DRRToArmor(0.1,MWLev(221)))",,,,,,ic_eskill15,,,,,,,,,,,skill15,,,,,,,,,,,,,,,,,,,,,,,,5,eff_e_skill15,,root,1,,
222,寒冰刺,0,,,2,,0,"PartyDPS(MWLev(222),0)*1.1/3",,,,,,,,,,1,0,1,,,,,300,,,,,,,,,,,,,20000,1000,,0,1000,,,,,,,2,,,,AddEffect(221),,,"DmgMin(PartyDPS(MWLev(222),0)*0.8);DmgMax(PartyDPS(MWLev(222),0)*0.8)",,ic_eskill16,,,,,,,,,,,skill15,eff_e_skill16,root,,,,,,,,,,,,,,,,,,,,,,5,eff_e_skill16_hit,,ground,1,,
223,刺穴术,0,,,2,,0,"PartyDPS(MWLev(223),0)/2/3",,,,,,,,,,1,1,1,,,,,300,,0,,,,,,,,,,,5000,1000,,0,1000,,,,,,,6,,,,"AddEffect(222,Min(SelfMWLev(223),Level+3)+5)",,0,,,ic_skill_eskill06,,,,,,,,,,,skill15,,,,,,,,,,,,,,,,,,,,,,,,5,eff_e_skill06,,,1,,
224,晕穴术,0,,,2,,0,"PartyDPS(MWLev(224),0)/3",,,,,,,,,,2,0,1,IsAttackState=0&&IsNpc=1,,,,300,,1000,,,,,,,,,,,30000,1000,,0,1000,,,,,,,6,,,,"AddEffect(223,20)",,0,,,ic_skill_eskill07,,,,,,,,,,,skill15,,,,,,,,,,,,,,,,,,,,,,,,5,eff_e_skill07,,,1,,
225,天罡术,0,,,2,,0,"PartyDPS(MWLev(225),0)*2/3",,,,,,,,,,1,0,1,,,,,300,,0,,,,,,,,,,,30000,1000,,0,1000,,,,,,,1,,,,RemoveEffect(GetRandomBenefitEffect(1)),,0,,,ic_skill_eskill08,,,,,,,,,,,skill15,,,,,,,,,,,,,,,,,,,,,,,,5,eff_e_skill08,,,1,,
226,地罡术,0,,,2,,0,"PartyDPS(MWLev(226),0)*3/3",,,,,,,,,,1,0,0,,,,5,300,150,0,,,,,,,,,,,30000,1000,,0,1000,,,,,,,6,,,,AddEffect(225),,0,"DmgMin(PartyDPS(MWLev(226),0)*2);DmgMax(PartyDPS(MWLev(226),0)*2)",,ic_skill_eskill09,,,,,,,,,,,skill09,,,,,,,eff_e_skill09,,,,,,,,,,,,,,,,,5,,,,1,,
227,静心诀,0,,,2,,0,"PartyDPS(MWLev(227),0)/3",,,,,,,,,,1,0,1,,,,,300,,,,,,,,,,,,,15000,1000,,0,1000,,,,,,,2,,,,"AddHate(SelfID,-PartyDPS(SelfMWLev(227),0)*3)",,0,,,ic_skill_eskill17,,,,,,,,,,,skill15,,,,,,,,,,,,,,,,,,,,,,,,5,eff_e_skill17,,root,1,,
228,清心诀,0,,,2,,0,"PartyDPS(MWLev(228),0)/3",,,,,,,,,,1,0,0,,,,,300,,,,,,,,,,,,,30000,1000,,0,1000,,,,,,,2,,,RemoveSpecialEffects(4);RemoveSpecialEffects(14),,,0,,1,ic_skill_eskill18,,,,,,,,,,,skill18,,,,,,,,,,,,,,,,,,,,,,,,5,eff_e_skill18,,root,1,,
231,增强聚火引,0,1,,2,5,10,"PartyDPS(MWLev(201),0)*1.5/3",,1,,201,,,,WeaponType=1,,2,0,1,,,,,300,,1500,,,,,,,,,,,0,1000,,0,1000,,,,,,,1,,,,,,1500,DmgMin(ActorDPS*1.5*(1+SkillLevel(231)*0.06));DmgMax(ActorDPS*1.5*(1+SkillLevel(231)*0.06)),,ic_eskill01,skill01_ps,,,eff_e_skill01ps_path,skill03_pre,eff_e_skill01_pre,root,,,eff_e_skill01p_path,skill03,,,,,,,,eff_e_skill01_path,,,0,,,,,,,,,,,,,2,eff_hit_fire,,,1,,
232,增强离火破,0,1,,2,5,10,"PartyDPS(MWLev(202),0)*2.5/3",,1,,202,,,,WeaponType=1,,2,0,1,,,,,300,,2500+SkillLevel(232)*100,,,,,,,,,,,0,1000,,0,1000,,,,,,,1,,,,,,2500,DmgMin(ActorDPS*2.5*(1+SkillLevel(232)*0.05));DmgMax(ActorDPS*2.5*(1+SkillLevel(232)*0.05)),,ic_eskill02,,,,,skill01_pre,eff_e_skill01_pre,root,,,eff_e_skill01_pre_path,skill02,,,,,,,,eff_e_skill02_path,eff_e_skill02;eff_e_skill02,Blink1a;Blink1b,1,,,,,,,,,,,,,2,eff_e_skill02_hit,,root,1,,
233,增强玄火锥,0,1,,2,5,15,"PartyDPS(MWLev(203),0)*1.2/3",,1,,203,,,,WeaponType=1,,2,0,1,,,,,300,,1000,,,,,,,,,,,20000,1000,,0,1000,,,,,,,1,,,,"AddEffect(201, 3+SelfSkillLevel(233)*0.5)",,1000,DmgMin(ActorDPS*1.2);DmgMax(ActorDPS*1.2),,ic_skill_eskill03,,,,,skill03_pre,eff_e_skill01_pre,root,,,eff_e_skill03_pre_path,skill03,,,,,,,,eff_e_skill03,,,0,,,,,,,,,,,,,2,eff_hit_fire,,,1,,
234,增强火龙舞,0,1,,2,5,10,"PartyDPS(MWLev(204),0)*3/3",,1,,204,,,,WeaponType=1,,1,0,1,,,,,300,,0,,,,,,,,,,,15000,1000,,0,1000,,,,,,,1,,,,"AddEffect(202,PartyDPS(SelfMWLev(204),0)*3*(1+SelfSkillLevel(234)*0.08))",,0,DmgMin(ActorDPS);DmgMax(ActorDPS),,ic_skill_eskill04,,,,,,,,,,,skill15,,,,,,,,,,,0,,,,,,,,,,,,,5,eff_e_skill04_hit,,root,1,,
235,增强赤焰斩,0,1,,2,5,25,"PartyDPS(MWLev(205),0)*10/3",,1,,205,,,,WeaponType=1,,1,0,0,,,,5,300,150,0,,,,,,,,,,,5000,1000,,0,1000,,,SkillLevel(235)*0.05,,,,1,,,,,,0,DmgMin(ActorDPS*2);DmgMax(ActorDPS*2),,ic_eskill05,,,,,,,,,,,skill15,eff_e_skill05,,,,,,,,,,0,,,,,,,,,,,,,5,eff_hit_fire,,,1,,
236,增强火系伤害,0,1,,2,5,10,,,1,,,,,"AddDmgRate(1,SkillLevel(236)*2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_skillf01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,增强火系爆击率,0,1,,2,5,10,,,1,,,,,"AddDeltaCriticalRate(1,SkillLevel(237)*0.01)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_skillf03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,增强火系爆击伤害,0,1,,2,5,10,,,1,,,,,"AddDeltaCriticalDmg(1,SkillLevel(238)*0.1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_skillf02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,火神真诀,0,,,2,1,60,0,,0,,,,,,,,1,0,0,,,,,40,,,,,,,,,,,,,90000,0,,0,1000,,,,,,,5,,,AddEnergy(100),,,,,,ic_iwes02,,,,,,,,,,,skill01,eff_f_skill01,root,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
242,烈火真诀,0,,,2,1,60,0,,0,,,,,,,,1,0,0,,,,,40,,,,,,,,,,,,,90000,0,,0,1000,,,,,,,5,,,AddEnergy(100),,,,,,ic_it015,,,,,,,,,,,skill01,eff_f_skill01,root,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
251,增强清泉引,0,1,,2,5,10,"PartyDPS(MWLev(211),0)*1.5/3*0.85",,1,,211,,,,WeaponType=2,,2,0,1,,,,,300,,1500,,,,,,,,,,,0,1000,,0,1000,,,,,,,2,,,,,,1500,DmgMin(ActorDPS*1.5*(1+SkillLevel(251)*0.04));DmgMax(ActorDPS*1.5*(1+SkillLevel(251)*0.04)),,ic_skill_eskill10,,,,,skill10_pre,eff_e_skill11_pre,root,,,eff_e_skill11_pre_path,skill11,,,,,,,,eff_e_skill11_path,eff_e_skill10a;eff_e_skill10b,Blink0a;Blink0b,1,,,,,,,,,,,,,2,eff_hit_water,,,1,,
252,增强玄冰斩,0,1,,2,5,10,"PartyDPS(MWLev(212),0)*1.1/3*0.85",,1,,212,,,,WeaponType=2,,1,0,1,,,,,300,,0,,,,,,,,,,,30000-SkillLevel(252)*2000,1000,,0,1000,,,,,,,2,,,,"AddEffect(211,5)",,1000,DmgMin(ActorDPS*1.1);DmgMax(ActorDPS*1.1),,ic_eskill11,,,,,skill10_pre,eff_e_skill11_pre,root,,,eff_e_skill11_pre_path,skill11,,,,,,,,eff_e_skill11_path,eff_e_skill11a;eff_e_skill11b,Blink0a;Blink0b,1,,,,,,,,,,,,,2,eff_hit_ice,,,1,,
253,增强怒海波,0,1,,2,5,10,"PartyDPS(MWLev(213),0)*2.5/3*0.85*(1-SkillLevel(253)*0.06)",,1,,213,,,,WeaponType=2,,2,0,1,,,,,300,,2500,,,,,,,,,,,0,1000,,0,1000,,,,,,,2,,,,,,2500,DmgMin(ActorDPS*2.5);DmgMax(ActorDPS*2.5),,ic_eskill12,,,,,skill10_pre,eff_e_skill11_pre,root,,,eff_e_skill11_pre_path,skill12,,,,,,,,eff_e_skill12_path,eff_e_skill12a;eff_e_skill12b,Blink0a;Blink0b,1,,,,,,,,,,,,,2,eff_e_skill12_hit,,root,1,,
254,增强海潮诀,0,1,,2,5,30,"PartyDPS(MWLev(214),0)*10/3*0.85",,1,,214,,,,WeaponType=2,,3,0,2,,,,5,300,150,0,,,,,10000,10,,,,"AddEffect(213,SelfSkillLevel(254)*10+25)",10000,1000,,0,1000,,,,,,,2,,,,,,1000,DmgMin(ActorDPS*0.75);DmgMax(ActorDPS*0.75),,ic_eskill13,,,,,skill13_start,eff_e_skill11_pre,root,,,eff_e_skill11_pre_path,skill13_keep,,,,,,,eff_e_skill13,,,,,,,eff_e_skill11_pre_path,,,,,,,,,,2,eff_hit_water,,,1,,
255,增强飞流斩,0,1,,2,5,20,"PartyDPS(MWLev(215),0)*1.2",,1,,215,,,,WeaponType=2,,1,0,1,,,,,300,,0,,,,,,,,,,,5000,1000,,0,1000,,,,,,,2,,,,"AddEffect(212,PartyDPS(SelfMWLev(215), 0)*0.25*(1+SelfSkillLevel(255)*0.1))",,1000,DmgMin(ActorDPS*1.5);DmgMax(ActorDPS*1.5),,ic_skill_eskill14,,,,,skill10_pre,eff_e_skill11_pre,root,,,eff_e_skill11_pre_path,skill14,,,,,,,,eff_e_skill14_path,eff_e_skill14a;eff_e_skill14b,Blink0a;Blink0b,1,,,,,,,,,,,,,2,eff_e_skill14_hit,,,1,,
256,增强水系伤害,0,1,,2,5,10,,,1,,,,,"AddDmgRate(2,SkillLevel(256)*2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_skillw01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,增强水系爆击率,0,1,,2,5,10,,,1,,,,,"AddDeltaCriticalRate(2,SkillLevel(257)*0.01)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_skillw03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,增强水系爆击伤害,0,1,,2,5,10,,,1,,,,,"AddDeltaCriticalDmg(2,SkillLevel(258)*0.1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_skillw02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,回魔诀,0,,,2,1,60,0,,0,,,,,,,,1,0,0,,,,,40,,,,,,,,,,,,,90000,0,,0,1000,,,,,,,5,,,AddEnergy(100),,,,,,ic_iwes02,,,,,,,,,,,skill01,eff_f_skill01,root,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
262,龙神诀,0,,,2,1,60,0,,0,,,,,,,,1,0,0,,,,,40,,,,,,,,,,,,,90000,0,,0,1000,,,,,,,5,,,AddEnergy(100),,,,,,ic_it015,,,,,,,,,,,skill01,eff_f_skill01,root,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
271,增强寒冰盾,0,1,,2,5,0,"PartyDPS(MWLev(221),0)/3",,1,,221,,,,,,1,1,0,,,,,,,,,,,,,,,,,,1500,1000,,0,1000,,,,,,,,,,"AddEffect(226,DRRToArmor(0.1,MWLev(221)),SkillLevel(271)*10)",,,,,,ic_eskill15,,,,,,,,,,,skill15,,,,,,,,,,,,,,,,,,,,,,,,5,eff_e_skill15,,root,1,,
272,增强寒冰刺,0,1,,2,5,0,"PartyDPS(MWLev(222),0)*1.1/3",,1,,222,,,,,,1,0,1,,,,,300,,,,,,,,,,,,,20000-SkillLevel(272)*1000,1000,,0,1000,,,,,,,2,,,,AddEffect(221),,,"DmgMin(PartyDPS(MWLev(222),0)*0.8);DmgMax(PartyDPS(MWLev(222),0)*0.8)",,ic_eskill16,,,,,,,,,,,skill15,eff_e_skill16,root,,,,,,,,,,,,,,,,,,,,,,5,eff_e_skill16_hit,,ground,1,,
273,增强刺穴术,0,1,,2,5,0,"PartyDPS(MWLev(223),0)/2/3",,1,,223,,,,,,1,1,1,,,,,300,,0,,,,,,,,,,,5000,1000,,0,1000,,,,,,,6,,,,"AddEffect(222,(Min(SelfMWLev(223),Level+3)+5)*(1+SelfSkillLevel(273)*0.05))",,0,,,ic_skill_eskill06,,,,,,,,,,,skill15,,,,,,,,,,,,,,,,,,,,,,,,5,eff_e_skill06,,,1,,
274,增强晕穴术,0,1,,2,5,0,"PartyDPS(MWLev(224),0)/3",,1,,224,,,,,,2,0,1,IsAttackState=0&&IsNpc=1,,,,300,,1000,,,,,,,,,,,30000,1000,,0,1000,,,,,,,6,,,,"AddEffect(223,20+SelfSkillLevel(274)*3)",,0,,,ic_skill_eskill07,,,,,,,,,,,skill15,,,,,,,,,,,,,,,,,,,,,,,,5,eff_e_skill07,,,1,,
275,增强天罡术,0,1,,2,5,0,"PartyDPS(MWLev(225),0)*2/3",,1,,225,,,,,,1,0,1,,,,,300,,0,,,,,,,,,,,30000-SkillLevel(275)*3000,1000,,0,1000,,,,,,,1,,,,RemoveEffect(GetRandomBenefitEffect(1)),,0,,,ic_skill_eskill08,,,,,,,,,,,skill15,,,,,,,,,,,,,,,,,,,,,,,,5,eff_e_skill08,,,1,,
276,增强地罡术,0,1,,2,5,0,"PartyDPS(MWLev(226),0)*3/3",,1,,226,,,,,,1,0,0,,,,5,300,150,0,,,,,,,,,,,30000,1000,,0,1000,,,,,,,6,,,,AddEffect(225),,0,"DmgMin(PartyDPS(MWLev(226),0)*2);DmgMax(PartyDPS(MWLev(226),0)*2)",,ic_skill_eskill09,,,,,,,,,,,skill09,,,,,,,eff_e_skill09,,,,,,,,,,,,,,,,,5,,,,1,,
277,增强静心诀,0,1,,2,5,0,"PartyDPS(MWLev(227),0)/3",,1,,227,,,,,,1,0,1,,,,,300,,,,,,,,,,,,,15000,1000,,0,1000,,,,,,,2,,,,"AddHate(SelfID,-PartyDPS(SelfMWLev(227),0)*3*(1+SelfSkillLevel(277)*0.1))",,0,,,ic_skill_eskill17,,,,,,,,,,,skill15,,,,,,,,,,,,,,,,,,,,,,,,5,eff_e_skill17,,root,1,,
278,增强清心诀,0,1,,2,5,0,"PartyDPS(MWLev(228),0)/3",,1,,228,,,,,,1,0,0,,,,,300,,,,,,,,,,,,,30000-SkillLevel(278)*2000,1000,,0,1000,,,,,,,2,,,RemoveSpecialEffects(4),,,0,,1,ic_skill_eskill18,,,,,,,,,,,skill18,,,,,,,,,,,,,,,,,,,,,,,,5,eff_e_skill18,,root,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,怒雷轰,3,,,2,,10,"PartyDPS(MWLev(301),3)*1/3*0.85",,,,,,,,WeaponType=5,,1,0,1,,,,,300,,,,,,,,,,,,,15000,1000,,0,1000,,,,,,,4,,,,AddEffect(31),,1000,DmgMin(ActorDPS);DmgMax(ActorDPS),,ic_skill_bskill01,,,,,,,,,,,skill13,eff_b_skill01_start,root,,,,,,,,,,,,,,,,,,,,,,5,eff_b_skill01,,root,1,,
302,紫云殇,3,,,2,,0,"PartyDPS(MWLev(302),3)*1.5/3*0.85",,,,,,,,WeaponType=5,,2,0,1,,,,,300,,1500,,,,,,,,,,,,,,0,1000,,,,,,,4,,,,,,1500,DmgMin(ActorDPS*1.5);DmgMax(ActorDPS*1.5),,ic_bskill02,,,,,skill02_pre,,,eff_b_skill02;eff_b_skill02;eff_b_skill02,Blink0a;Blink0b;Blink0c,eff_b_wait,skill02,,,,,,,,eff_b_skill02_path,eff_b_skill02;eff_b_skill02;eff_b_skill02,Blink0a;Blink0b;Blink0c,1,,,,,,,,,,,,,2,eff_hit_thund,,,1,,
303,玄光斩,3,,,2,,0,"PartyDPS(MWLev(303),3)*3/3*0.85",,,,,,,,WeaponType=5,,2,0,1,,,,,300,,3000,,,,,,,,,,,,,,0,1000,,,,,,,4,,,,,,3000,DmgMin(ActorDPS*3);DmgMax(ActorDPS*3),,ic_skill_bskill03,,,,,skill02_pre,,,eff_b_skill03;eff_b_skill03;eff_b_skill03,Blink0a;Blink0b;Blink0c,eff_b_wait,skill02,,,,,,,,eff_b_skill02_path,eff_b_skill03;eff_b_skill03;eff_b_skill03,Blink0a;Blink0b;Blink0c,1,,,,,,,,,,,,,2,eff_hit_skill,,,1,,
304,激电缠,3,,,2,,20,"PartyDPS(MWLev(304),3)*3/3*0.85",,,,,,,,WeaponType=5,,3,0,1,,,,,220,,,,,,"AddEffect(43,50)",3000,6,,,,,1500,1000,,0,1000,,,,,,,4,,,,,,500,DmgMin(ActorDPS*0.5);DmgMax(ActorDPS*0.5),,ic_bskill04,,,,,,,,,,,skill04_start,,,eff_b_skill04_path_start,,,,,,,,,1,100,eff_b_skill04_path_keep,skill04_keep,eff_b_skill04_keep,"Bip_pb01 L Hand",1,skill04_end,,,eff_b_skill04_path_end,1,3,eff_b_skill04_start,,,1,,
305,白莲魂,3,,,2,,0,"PartyDPS(MWLev(305),3)*1.5/3",,,,,,,,WeaponType=6,,2,0,1,,,,,300,,1500,,,,,,,,,,,,,,0,1000,,,,,,,5,,,,,,1500,DmgMin(ActorDPS*1.5);DmgMax(ActorDPS*1.5),,ic_skill_bskill05,,,,,skill02_pre,,,eff_b_skill05;eff_b_skill05;eff_b_skill05,Blink0a;Blink0b;Blink0c,eff_b_skill07_pre_path,skill02,,,,,,,,eff_b_skill07_path,eff_b_skill05;eff_b_skill05;eff_b_skill05,Blink0a;Blink0b;Blink0c,1,,,,,,,,,,,,,2,eff_hit_budd_w,,,1,,
306,金莲符,3,,,2,,7,"PartyDPS(MWLev(306),3)*2/3",,,,,,,,WeaponType=6,,1,0,1,,,,,300,,,,,,,,,,,,,10000,1000,,0,1000,,,,,,,5,,,,"AddEffect(34,-(SelfActorDPS*2/5+1));AddEffect(33,SelfActorDPS*0.2+1)",,600,,,ic_bskill06,,,,,,,,,,,attack,,,,,,,,eff_b_skill06_path,eff_b_skill06;eff_b_skill06;eff_b_skill06,Blink0a;Blink0b;Blink0c,1,,,,,,,,,,,,,2,eff_hit_budd,,,1,,
307,青莲光,3,,,2,,0,"PartyDPS(MWLev(307),3)*3/3",,,,,,,,WeaponType=6,,2,0,1,,,,,300,,3000,,,,,,,,,,,,,,0,1000,,,,,,,5,,,,,,3000,DmgMin(ActorDPS*3);DmgMax(ActorDPS*3),,ic_bskill07,,,,,skill02_pre,,,eff_b_skill07;eff_b_skill07;eff_b_skill07,Blink0a;Blink0b;Blink0c,eff_b_skill07_pre_path,skill02,,,,,,,,eff_b_skill07_path,eff_b_skill07;eff_b_skill07;eff_b_skill07,Blink0a;Blink0b;Blink0c,1,,,,,,,,,,,,,2,eff_hit_budd_b,,,1,,
308,红莲华,3,,,2,,15,"PartyDPS(MWLev(308),3)*2/3",,,,,,,,WeaponType=6,,3,0,1,,,,,300,,,,,,,2500,5,,,"AbsorbMp(PartyDPS(MWLev(308),3)*3/5,0.5)",,1500,1000,,0,1000,,,,,,,5,,,,,1,500,,,ic_skill_bskill08,,,,,,,,,,,skill04_start,eff_b_skill08_start,"Bip_pb01 L Hand",eff_b_skill04_path_start,,,,,,,,,1,100,eff_b_skill04_path_keep,skill04_keep,eff_b_skill08_keep,"Bip_pb01 L Hand",1,skill04_end,,,eff_b_skill04_path_end,1,3,eff_b_skill08_start,,,1,,
309,岐黄诀,3,,,2,,0,(HealPS(MWLev(309))*1.5+20)/4,,,,,,,,,,2,1,1,,1,,,250,,1500,,,,,,,,,,,0,0,,0,1000,,,,,,,,,,,"AddHp(HealPS(SelfMWLev(309))*1.5+20+SelfUltraHeal,1)",,0,,,ic_skill_bskill09,,,,,skill09_pre,eff_b_skill09_pre,"Bip_pb01 R Hand",,,,skill09,,,,,,,,,,,,,,,,,,,,,,,,5,eff_b_skill09,,,1,,
310,生津诀,3,,,2,,0,(HealPS(MWLev(310))*1.5+20)/4,,,,,,,,,,1,1,1,,1,,,300,,,,,,,,,,,,,1500,1000,,0,1000,,,,,,,,,,,"AddEffect(35,(HealPS(SelfMWLev(310))*1.5+20+SelfUltraHeal)/5)",,0,,,ic_skill_bskill10,,,,,,,,,,,skill10,,,,,,,,,,,,,,,,,,,,,,,,5,eff_b_skill10,,,1,,
311,往生诀,3,,,2,,0,"PartyHP(MWLev(311),3)*0.3",,,,,,,,IsAttackState=0,,2,1,3,,7,,,150,,5000,,,,,,,,,,,1500,1000,,0,1000,,,,,,,,,,,"Revive;AddHp(PartyHP(SelfMWLev(311),3)*0.3)",,0,,,ic_skill_bskill11,,,,,skill11_pre,eff_b_skill11_pre,"Bip_pb01 L Hand",,,,skill11,eff_b_skill11_start,root,,,,,,,,,,,,,,,,,,,,,,5,eff_b_skill11,,root,1,,
312,搜魂针,3,,,2,,,"PartyDPS(MWLev(312),3)*3/3",,,,,,,,,,3,0,1,IsNpc=1,,1,,220,,,,,,,3000,6,,,,,1500,1000,,0,1000,,,,,,,,,,,,,500,"DmgMin(PartyDPS(MWLev(312),3)*0.9);DmgMax(PartyDPS(MWLev(312),3)*0.9)",,ic_skill_bskill12,,,,,,,,,,,skill12_start,eff_b_skill12_start,,,,,,,,,,,1,100,,skill12_keep,eff_b_skill12_keep,"Bip_pb01 R Hand",1,skill12_end,,,eff_b_skill04_path_end,1,3,eff_b_skill04_start,,,1,,
313,醒神针,3,,,2,,,"PartyDPS(MWLev(313),3)/3",,,,,,,,,,1,1,0,,,,,300,,,,,,,,,,,,,1500,1000,,0,1000,,,,,,,,,,RemoveSpecialEffects(12),,,0,,,ic_skill_bskill13,,,,,,,,,,,skill13,,,,,,,,,,,,,,,,,,,,,,,,5,eff_b_skill13,,root,1,,
314,元阳针,3,,,2,,,"PartyHP(MWLev(314),3)*0.15/4",,,,,,,,,,1,1,1,,,,,200,,,,,,,,,,,,,1500,1000,,0,1000,,,,,,,,,,,"AddEffect(36,PartyHP(Min(SelfMWLev(314),Level+3),3)*0.15)",,0,0,,ic_skill_bskill14,,,,,,,,,,,skill14,,,,,,,,,,,,,,,,,,,,,,,,5,eff_b_skill14,,,1,,
315,紫云黯,3,,,2,,,"PartyDPS(MWLev(315),3)*1.5/3",,,,,,,,,,1,0,1,,,,,300,,1000,,,,,,,,,,,15000,1000,,0,1000,,,,,,,,,,,AddEffect(37),,1000,"DmgMin(PartyDPS(MWLev(315),3)*1.8);DmgMax(PartyDPS(MWLev(315),3)*1.8)",,ic_skill_bskill15,,,,,,,,,,,skill15,,,,,,,,,,,,,,,,,,,,,,,,5,eff_hit_skill,,,1,,
316,紫烟幛,3,,,2,,,"PartyDPS(MWLev(316),3)*1.5/3",,,,,,,,,,1,0,1,IsPet=1,,,,300,,1000,,,,,,,,,,,15000,1000,,0,1000,,,,,,,,,,,"AddEffect(38);AddEffect(39,-PartyDPS(SelfMWLev(316),3)*4-1)",,1000,"DmgMin(PartyDPS(MWLev(316),3)*4.5);DmgMax(PartyDPS(MWLev(316),3)*4.5)",,ic_skill_bskill16,,,,,,,,,,,skill16,eff_b_skill16_start,"Bip_pb01 L Hand",,,,,,,,,,,,,,,,,,,,,,5,eff_b_skill16,,,1,,
317,紫雷劲,3,,,2,,,"PartyDPS(MWLev(317),3)*3/2",,,,,,,,,,2,0,1,,,,,300,,2000,,,,,,,,,,,10000,1000,,0,1000,,,,,,,5,,,,"AddEffect(40,-(SelfActorDPS*2/3+1))",,600,,,ic_skill_bskill17,,,,,,,,,,,skill17,,,,,,,,,,,,,,,,,,,,,,,,5,eff_b_skill17,,root,1,,
318,紫晶劫,3,,,2,,,"PartyDPS(MWLev(318),3)*2",,,,,,,,,,1,1,1,,,,,200,,3000,,,,,,,,,,,300000,1000,,0,1000,,,,,,,,,,,"AddEffect(41,SelfMWLev(318)*0.5)",,,,,ic_skill_bskill18,,,,,skill18_pre,eff_b_skill18_pre,root,,,,skill18,eff_b_skill18_start,,,,,,,,,,,,,,,,,,,,,,,5,eff_b_skill18,,,1,,
319,紫晶壁,3,,,2,,,"PartyDPS(MWLev(319),3)",,,,,,,,,,1,1,1,,1,,,300,,,,,,,,,,,,,60*1000,1000,,0,1000,,,,,,,,,,,"AddEffect(42,PartyDPS(SelfMWLev(319),3)*4)",,,,,ic_skill_bskill19,,,,,,,,,,,skill19,eff_b_skill19_start,,,,,,,,,,,,,,,,,,,,,,,5,eff_b_skill19,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
