基本,,,,,,,,,,,属性,,,,,,,,,,,,,,,,,,,,,,,给予,给予,,,,,,,,,,,,,,其他,,,,,,,,,小宠物专用,小宠物/战斗宠物,属于哪一个城战区,,,,,1,,
编号,名字,名字,类型,鼠标选择,类型细分,模型ID,可否被玩家攻击,可驯服类型,资源类型,尸体存在时间,等级,掉落金装是否广播,精英比率,伤害比率,头衔,血条层数,效果免疫,技能免疫,血值,魔法,攻击,伤害,闪避率,防御,默认普通攻击,,技能,宠物技能(包括战斗宠物和傀儡),元素伤害,元素防御,攻击距离,移动速度,攻击速度,经验,灵力,金钱,金钱掉落几率,掉落类型,掉落道具,颜色概率,掉落道具等级调整,独立掉落道具,独立颜色概率,独立掉落道具等级调整,独立掉落率,固定掉落数量,随机坐标,地图坐标,功能,默认对话,可接受的任务,可完成的任务,关联任务,传送点,辅助技能,所属势力,声望奖励,对应增益性buf,适合的食物,居住地,离开视野缓存,NPC相对性,随从开关,是否显示附近NPC,是否可在SpcBoss中查找,SpcBoss中的详细描述(xml文件地址),备注(Npc简单描述)
7068,PET9,$L:npc_7068$,1,3,,5262,0,,,100,10,,,,0,,,,243,120,0,23,14,244,20,,,,,244;244;244;244;244,60,120,3,105,18,2200,0.5,,,0.1;0;0;,,,,,,,,,,,,,,,,,,2734,1,,,,,,,,
7069,PET10,$L:npc_7069$,1,3,,5263,0,,,100,10,,,,0,,,,243,120,0,23,14,244,20,,,,,244;244;244;244;244,60,120,3,105,18,2200,0.5,,,0.1;0;0;,,,,,,,,,,,,,,,,,,2735,1,,,,,,,,
7070,PET11,$L:npc_7070$,1,3,,4520,0,,,100,10,,,,0,,,,243,120,0,23,14,244,20,,,,,244;244;244;244;244,60,120,3,105,18,2200,0.5,,,0.1;0;0;,,,,,,,,,,,,,,,,,,2736,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7167,"Wizard M",$L:npc_7167$,1,3,,7153,0,,,100,10,,,,0,,,,243,120,0,23,14,244,20,,,,,244;244;244;244;244,60,120,3,105,18,2200,0.5,,,0.1;0;0;,,,,,,,,,,,,,,,,,,2611,1,,,,,,,,
7168,Monk,$L:npc_7168$,1,3,,7154,0,,,100,10,,,,0,,,,243,120,0,23,14,244,20,,,,,244;244;244;244;244,60,120,3,105,18,2200,0.5,,,0.1;0;0;,,,,,,,,,,,,,,,,,,2612,1,,,,,,,,
7169,Fairy,$L:npc_7169$,1,3,,7155,0,,,100,10,,,,0,,,,243,120,0,23,14,244,20,,,,,244;244;244;244;244,60,120,3,105,18,2200,0.5,,,0.1;0;0;,,,,,,,,,,,,,,,,,,2613,1,,,,,,,,
7170,Assassin,$L:npc_7170$,1,3,,7156,0,,,100,10,,,,0,,,,243,120,0,23,14,244,20,,,,,244;244;244;244;244,60,120,3,105,18,2200,0.5,,,0.1;0;0;,,,,,,,,,,,,,,,,,,2614,1,,,,,,,,
7171,Tamer,$L:npc_7171$,1,3,,7157,0,,,100,10,,,,0,,,,243,120,0,23,14,244,20,,,,,244;244;244;244;244,60,120,3,105,18,2200,0.5,,,0.1;0;0;,,,,,,,,,,,,,,,,,,2615,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7072,NVM,$L:npc_7072$,1,3,,5400,0,,,100,50,,1,1,0,,,,184,120,0,17,12,164,20,,,,,164;164;164;164;164,60,120,3,95,16,20,0.5,,,,,,,,,,,1454;1380;24,talk;task,talk/npc_talk_7009.xml,1855,1855,,,,,,,,,,,,1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7073,CAVE84I,$L:npc_7073$,1,3,,6665,0,,,100,93,,,,0,,,,184,120,0,17,12,164,20,,,,,164;164;164;164;164,60,120,3,95,16,20,0.5,,,,,,,,,,,0;0;1,talk;,talk/npc_talk_7010.xml,,,,,,,,,,,,1,,1,,,
7074,CAVE84L,$L:npc_7074$,1,3,,250,0,,,100,93,,,,0,,,,184,120,0,17,12,164,20,,,,,164;164;164;164;164,60,120,3,95,16,20,0.5,,,,,,,,,,,0;0;1,talk;,talk/npc_talk_7011.xml,,,,,,,,,,,,1,,1,,,
7075,NewMobCave1,$L:npc_7075$,1,3,,64,1,,,100,92,,2,2.5,,,,,150000,120,0,800,300,1300,20,,,,,975;975;975;975;975,60,120,3,500,55,50000,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7076,NewMobCave2,$L:npc_7076$,1,3,,65,1,,,100,92,,2,2.5,,,,,150000,120,0,800,300,1300,20,,,,,975;975;975;975;975,60,120,3,500,55,50000,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7077,NewMobCave3,$L:npc_7077$,1,3,,66,1,,,100,93,,2,2.5,,,,,150000,120,0,800,300,1300,20,,,,,975;975;975;975;975,60,120,3,500,55,50000,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7078,NewMobCave4,$L:npc_7078$,1,3,,67,1,,,100,93,,2,2.5,,,,,150000,120,0,800,300,1300,20,,,,,975;975;975;975;975,60,120,3,500,55,50000,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7079,CaveBoss1,$L:npc_7079$,1,3,,7189,1,,,900,92,,3000,30,1,0.2;0.3;0.3;0.2,2;3;4,428;458;1143,10099120,120,0,65000,1000,58134,20,,"1437,1;1438,1;1415,1;",,,5000;5000;5000;5000;5000;,300,120,3,5000,4000,5000000,1,6,7015,0;0;0;,"0,0",8009;8010;8011;8012,0;0;0;0;0;0;0;,"0,0;0,0;0,0;0,0",0.01;0.005;0.05;0.1,,,,,,,,,,,,,,,,,,,,,,
7080,CaveBoss2,$L:npc_7080$,1,3,,7190,1,,,900,92,,3000,30,1,0.2;0.3;0.3;0.2,2;3;4,428;458;1143,10099120,120,0,65000,1000,58134,514,,"1414,1;1437,1;",,,5000;5000;5000;5000;5000;,300,120,3,5000,4000,5000000,1,6,7018,0;0;0;,"0,0",8010;8011;8012;8013,0;0;0;0;0;0;0;,"0,0;0,0;0,0;0,0",0.01;0.005;0.05;0.1,,,,,,,,,,,,,,,,,,,,,,
7081,CaveBoss3,$L:npc_7081$,1,3,,7191,1,,,900,93,,3000,30,1,0.2;0.3;0.3;0.2,2;3;4,428;458;1143,11599120,120,0,70000,1000,58134,1161,,"1407,1;1408,0.40;1410,0.50;1400,0.45;1437,1;",,,5000;5000;5000;5000;5000;,300,120,3,5000,4000,5000000,1,6,7019;7020,0;0;0;,"0,0;0,0",8011;8012;8013;8014,0;0;0;0;0;0;0;,"0,0;0,0;0,0;0,0",0.01;0.005;0.05;0.1,,,,,,,,,,,,,,,,,,,,,,
7082,Dragon,$L:npc_7082$,1,3,,7123,0,,,100,10,,,,0,,,,243,120,0,23,14,244,20,,,,,244;244;244;244;244,60,120,3,105,18,2200,0.5,,,0.1;0;0;,,,,,,,,,,,,,,,,,,2735,1,,,,,,,,
7083,"Stuner Lord",$L:npc_7083$,1,3,,7124,1,,,100,92,,3000,30,1,0.2;0.3;0.3;0.2,2;3;4,428;458;1143,8499120,120,0,70000,1000,38134,1270,,"1270,1;1271,0.50;1269,0.50;",,,118869;118869;118869;118869;118869,300,150,3,5000,4000,5000000,1,8,7001;7008;7020,0;0;0;,"0,0;0,0;0,0",8008;8009;8010;8011;8014,0;0;0;0;0;0;0;,"0,0;0,0;0,0;0,0;0,0",0.02;0.02;0.1;0.30;0.15,,,,,,,,,,,,,,,,,,,,,,
7084,"Astral Fairy Princess",$L:npc_7084$,1,3,,7125,1,,,100,92,,3000,30,1,0.2;0.3;0.3;0.2,2;3;4,428;458;1143,8499120,120,0,70000,1000,38134,1417,,"1266,0.20;1267,0.55",,,118869;118869;118869;118869;118869,300,150,3,5000,4000,5000000,1,8,7001;7008;7020,0;0;0;,"0,0;0,0;0,0",8009;8010;8011;8012;8014,0;0;0;0;0;0;0;,"0,0;0,0;0,0;0,0;0,0",0.02;0.02;0.1;0.30;0.15,,,,,,,,,,,,,,,,,,,,,,
7085,"Darkness Wizard Lord",$L:npc_7085$,1,3,,7126,1,,,100,92,,3000,30,1,0.2;0.3;0.3;0.2,2;3;4,428;458;1143,8499120,120,0,70000,1000,38134,1280,,"1277,0.20;1278,0.30;1279,0.10;1402,0.30",,,118869;118869;118869;118869;118869,300,150,3,5000,4000,5000000,1,8,7001;7008;7020,0;0;0;,"0,0;0,0;0,0",8010;8011;8012;8013;8014,0;0;0;0;0;0;0;,"0,0;0,0;0,0;0,0;0,0",0.02;0.02;0.1;0.30;0.15,,,,,,,,,,,,,,,,,,,,,,
7086,"Buddha's Servant King",$L:npc_7086$,1,3,,7127,1,,,100,92,,3000,30,1,0.2;0.3;0.3;0.2,2;3;4,428;458;1143,8499120,120,0,70000,1000,38134,1283,,"1281,0.40;1282,0.30;1284,0.30;",,,118869;118869;118869;118869;118869,300,150,3,5000,4000,5000000,1,8,7001;7008;7020,0;0;0;,"0,0;0,0;0,0",8008;8009;8010;8011;8014,0;0;0;0;0;0;0;,"0,0;0,0;0,0;0,0;0,0",0.02;0.02;0.1;0.30;0.15,,,,,,,,,,,,,,,,,,,,,,
