,"comment:
npc名字",npcId,AI类型,AI脚本,重生周期(秒),重生日程,派系ID,是否巡逻,巡逻路径,是否为闭合的环状巡逻路线,是否默认激活巡逻,是否主动攻击,是否首领,"随从id num;id num;",视野范围,控制范围,活动范围,胆量,UPDATA事件,特殊事件,关联npc响应,生命周期,备注
291,新鲜的野果,291,plant,,30,,0,0,,,,1,0,,60,800,0,1,,,,,
292,西域妖人,292,monster,,30,,0,0,,,,1,0,,60,800,100,1,,,,,
293,西域猎犬,293,monster,,30,,0,0,,,,1,0,,60,800,100,1,,,,,
294,西域魔僧,294,monster,,30,,0,0,,,,1,0,,60,800,100,1,,,,,
295,腐皮豺狼,295,monster,,30,,0,0,,,,1,0,,60,800,100,1,,,,,
296,红头秃鹫,296,monster,,30,,0,0,,,,1,0,,60,800,100,1,,,,,
297,秃鹫首领,297,monster,,60,,0,0,,,,1,0,,60,800,100,1,,,,,
298,秃鹫护卫,298,monster,,30,,0,0,,,,1,0,,60,800,100,1,,,,,
299,藤须怪,299,monster,,30,,0,0,,,,1,0,,60,800,100,1,,,,,
300,林掌黑熊,300,monster,,30,,0,0,,,,1,0,,60,800,100,1,,,,,
301,雪山飞蛇,301,monster,,30,,0,0,,,,1,0,,60,800,100,1,,,,,
302,西方野魔,302,monster,,60,,0,0,,,,1,0,,60,800,100,1,,,,,
303,野魔护卫,303,monster,,30,,0,0,,,,1,0,,60,800,100,1,,,,,
304,矿石巨人,304,monster,,30,,0,0,,,,1,0,,60,800,100,1,,,,,
305,高山野狼,305,monster,,30,,0,0,,,,1,0,,60,800,100,1,,,,,
306,雪鹰,306,monster,,30,,0,0,,,,1,0,,60,800,100,1,,,,,
307,雪豹,307,monster,,30,,0,0,,,,1,0,,60,800,100,1,,,,,
308,远古雪人,308,monster,,30,,0,0,,,,1,0,,60,800,100,1,,,,,
309,雪山巨人,309,monster,,60,,0,0,,,,1,0,,60,800,100,1,,,,,
310,雪山强盗,310,monster,,30,,0,0,,,,1,0,,60,800,100,1,,,,,
311,清远寺妖僧,311,monster,,30,,0,0,,,,1,0,,60,800,100,1,,,,,
312,梵拿加音二,312,monster,,60,,0,0,,,,1,0,,60,800,100,1,,,,,
313,妖僧护卫,313,monster,,30,,0,0,,,,1,0,,60,800,100,1,,,,,
314,魔宫爪牙,314,monster,,30,,0,0,,,,1,0,,60,800,100,1,,,,,
315,尸体,315,common,,30,,0,0,,,,1,0,,60,800,0,1,,,,,
316,雪地高粱酒,316,plant,,40,,0,0,,,,1,0,,60,800,0,1,,,,,
317,八姑,317,common,,30,,0,0,,,,1,0,,60,800,0,1,,,,,
318,雪山村猎户,318,common,,30,,0,0,,,,0,0,,120,800,0,1,,,,,
319,雪山村郎中,319,common,,30,,0,0,,,,1,0,,60,800,0,1,,,,,
320,皮毛商贩,320,common,,10,,0,0,,,,0,0,,60,800,0,1,,,,,
321,雪山村村长,321,common,,30,,0,0,,,,1,0,,60,800,0,1,,,,,
322,刘大叔,322,common,,30,,0,0,,,,1,0,,60,800,0,1,,,,,
323,商会老板,323,common,,30,,0,0,,,,0,0,,100,800,0,1,,,,,
324,商会老板的伙计,324,common,,30,,0,0,,,,0,0,,100,800,0,1,,,,,
325,雪山村铁匠,325,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
326,雪山村药师,326,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
327,八姑元神,327,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
328,许越,328,common,,30,,0,0,,,,0,0,,100,800,0,1,,,,,
329,遗失的货物,329,plant,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
330,破旧的箱子,330,plant,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
331,腐皮豺狼,331,monster,,30,,4,1," -892 -986;-881 -995;-860 -1009;-856 -1010;",,1,1,0,"331 1",500,2000,0,1,,OnCreate;,,,
332,红头秃鹫,332,monster,,30,,4,1," -838 -995;-849 -1006;-860 -1012;",,1,1,0,"332 1",500,2000,0,1,,OnCreate;,,,
333,驿站邮件管理员,333,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
334,育成村村长,334,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
335,查探的村民,335,common,,30,,0,0,,,,0,0,,100,800,0,1,,,,,
336,战马,336,monster,,3,,0,0,,,,0,0,,60,800,100,1,,,,,
337,马贼内应,337,common,,30,,0,0,,,,0,0,,100,800,100,1,,,,,
338,布告栏,338,common,,30,,0,0,,,,0,0,,100,800,0,1,,,,,
339,流寇头领,339,monster,,60,,0,0,,,,1,0,,100,800,100,1,,,,,
340,战狼,340,monster,,3,,0,0,,,,0,0,,100,800,100,1,,,,,
341,马贼头领,341,monster,,60,,0,0,,,,1,0,,100,800,100,1,,,,,
342,强盗,342,monster,,3,,0,0,,,,0,0,,60,800,100,1,,,,,
343,仙家道长,343,common,,60,,0,0,,,,0,0,,100,800,0,1,,,,,
344,石碑,344,common,,30,,0,0,,,,0,0,,100,800,0,1,,,,,
345,被鼓惑的男子,345,monster,,3,,0,0,,,,0,0,,60,800,100,1,,,,,
346,怨灵,346,monster,,3,,0,0,,,,0,0,,60,800,100,1,,,,,
347,磷火,347,monster,,3,,0,0,,,,0,0,,120,800,100,1,,,,,
348,冤魂,348,monster,,3,,0,0,,,1,0,0,,120,800,100,1,,,,,
349,枯草堆,349,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
350,山林野狼,350,monster,,3,,0,0,,,,0,0,,60,800,100,1,,,,,
351,丛林鳄鱼,352,monster,,30,,0,0,,,,0,0,,60,800,100,1,,,,,
352,野骡王,354,monster,,60,,17,0,,,,1,0,,60,800,100,1,,,,,
353,森林木须怪,356,monster,,30,,0,0,,,,0,0,,60,800,100,1,,,,,
354,商风子,362,common,,30,,0,0,,,,0,0,,100,800,0,1,,,,,
355,山民铁匠,363,common,,30,,0,0,,,,1,0,,60,800,0,1,,,,,
356,小三儿,364,common,,30,,0,0,,,,1,0,,60,800,0,1,,,,,
357,山民村妇,365,common,,30,,0,0,,,,1,0,,60,800,0,1,,,,,
358,刘大叔,366,common,,30,,0,0,,,,1,0,,60,800,0,1,,,,,
359,张家小道士,367,common,,10,,0,0,,,,0,0,,100,800,0,1,,,,,
360,雨后春笋,368,plant,,40,,0,0,,,,1,0,,60,800,0,1,,,,,
361,赵燕儿,369,common,,10,,0,0,,,,0,0,,100,800,0,1,,,,,
362,小穿山甲,370,monster,,30,,0,0,,,,0,0,,60,800,100,1,,,,,
363,育成村铁匠,371,common,,30,,0,0,,,,1,0,,60,800,0,1,,,,,
364,育成村药师,372,common,,30,,0,0,,,,1,0,,60,800,0,1,,,,,
365,育成村仓库管理,373,common,,30,,0,0,,,,1,0,,60,800,0,1,,,,,
366,育成村掌柜,374,common,,30,,0,0,,,,1,0,,60,800,0,1,,,,,
367,育成村伙计,375,common,,30,,0,0,,,,1,0,,100,800,0,1,,,,,
368,金驼护卫,376,monster,,30,,0,0,,,,1,0,,60,800,100,1,,,,,
369,被污染的桃树,377,monster,,30,,0,0,,,,1,0,,60,800,100,1,,,,,
370,精英桃树妖,378,monster,,30,,0,0,,,,1,0,,60,800,100,1,,,,,
371,机关护卫,379,monster,,30,,0,0,,,,1,0,,70,800,100,1,,,,,
372,红花护卫,380,monster,,30,,0,0,,,,1,0,,60,800,100,1,,,,,
373,神鳄守卫,381,monster,,30,,0,0,,,,1,0,,60,800,100,1,,,,,
374,乌风草,382,plant,,40,,0,0,,,,1,0,,60,800,0,1,,,,,
375,黑石护卫,383,monster,,30,,0,0,,,,1,0,,80,800,0,1,,,,,
376,朱文,384,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
377,若兰,385,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
378,奇怪的机关人,386,common,,30,,0,0,,,,0,0,,60,800,100,1,,,,,
379,桃花源村民,387,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
380,雪山村村长,388,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
381,红花婆婆的分身,389,common,,30,,0,0,,,,0,0,,120,800,100,1,,,,,
382,红花婆婆,390,common,,30,,0,0,,,,0,0,,120,800,100,1,,,,,
383,营地铁匠,391,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
384,山民猎户,392,common,,30,,0,0,,,,0,0,,120,800,0,1,,,,,
385,辟邪村村民,393,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
386,成都药师,394,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
387,桂花山药童,395,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
388,点卡商贩,396,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
389,金猱首领,351,monster,,0,,0,0,,,,1,0,,200,2000,0,1,,,,,
390,虎王,353,monster,,0,,0,0,,,,1,0,,200,2000,0,1,,,,,
391,山民护法,355,monster,,0,,31,0,,,,1,0,,200,2000,0,1,,,,,
392,古城邪灵,357,monster,,0,,0,0,,,,1,0,,200,80000,0,1,,,,,
393,妖道尤太真,94,monster,,0,,0,0,,,,1,0,,200,2000,0,1,,OnDead;,,,
394,精英毒蝇,397,monster,,0,,30,0,,,,1,0,,200,80000,0,1,,,,,
395,精英山民护卫,398,monster,,0,,36,0,,,,1,0,,200,80000,0,1,,,,,
396,精英木须怪,401,monster,,0,,35,0,,,,1,0,,200,80000,0,1,,,,,
397,精英野骡,402,monster,,0,,34,0,,,,1,0,,200,80000,0,1,,,,,
398,精英金猱,403,monster,,0,,32,0,,,,1,0,,200,80000,0,1,,,,,
399,古藤木,404,monster,,0,,0,0,,,,0,0,,200,80000,0,1,,,,,
400,古藤木,405,monster,,0,,0,0,,,,0,0,,200,80000,0,1,,,,,
401,精英蟒蛇,399,monster,,0,,30,0,,,,1,0,,200,80000,0,1,,,,,
402,精英野狼,400,monster,,0,,33,0,,,,1,0,,200,80000,0,1,,,,,
403,朱草,2001,plant,,60,,0,0,,,,1,0,,60,800,0,1,,,,,
404,野蘑菇,2002,plant,,60,,0,0,,,,1,0,,60,800,0,1,,,,,
405,丹参,2003,plant,,60,,0,0,,,,1,0,,60,800,0,1,,,,,
406,夏枯草,2004,plant,,180,,0,0,,,,1,0,,60,800,0,1,,,,,
407,朱果,2005,plant,,180,,0,0,,,,1,0,,60,800,0,1,,,,,
408,荔枝草,2006,plant,,180,,0,0,,,,1,0,,60,800,0,1,,,,,
409,北草乌,2007,plant,,180,,0,0,,,,1,0,,60,800,0,1,,,,,
410,何首乌,2008,plant,,180,,0,0,,,,1,0,,60,800,0,1,,,,,
411,金银花,2009,plant,,180,,0,0,,,,1,0,,60,800,0,1,,,,,
412,罗汉果,2010,plant,,180,,0,0,,,,1,0,,60,800,0,1,,,,,
413,"毒芹 ",2011,plant,,180,,0,0,,,,1,0,,60,800,0,1,,,,,
414,石吊兰,2012,plant,,180,,0,0,,,,1,0,,60,800,0,1,,,,,
415,无花果,2013,plant,,180,,0,0,,,,1,0,,60,800,0,1,,,,,
416,无根藤,2014,plant,,180,,0,0,,,,1,0,,60,800,0,1,,,,,
417,百里香,2015,plant,,180,,0,0,,,,1,0,,60,800,0,1,,,,,
418,橙红石,2016,plant,,60,,0,0,,,,1,0,,60,800,0,1,,,,,
419,"白云石 ",2017,plant,,60,,0,0,,,,1,0,,60,800,0,1,,,,,
420,白榴石,2018,plant,,180,,0,0,,,,1,0,,60,800,0,1,,,,,
421,叶蜡石,2019,plant,,180,,0,0,,,,1,0,,60,800,0,1,,,,,
422,尖晶石,2020,plant,,180,,0,0,,,,1,0,,60,800,0,1,,,,,
423,重晶石,2021,plant,,180,,0,0,,,,1,0,,60,800,0,1,,,,,
424,水镁石,2022,plant,,180,,0,0,,,,1,0,,60,800,0,1,,,,,
425,顽火石,2023,plant,,180,,0,0,,,,1,0,,60,800,0,1,,,,,
426,铝榴石,2024,plant,,180,,0,0,,,,1,0,,60,800,0,1,,,,,
427,碘银石,2025,plant,,180,,0,0,,,,1,0,,60,800,0,1,,,,,
428,云灵山声望商人,406,common,,30,,0,0,,,,0,0,,100,800,0,1,,,,,
429,虎爪山声望商人,407,common,,30,,0,0,,,,0,0,,100,800,0,1,,,,,
430,山民药师,408,common,,30,,0,0,,,,1,0,,60,800,0,1,,,,,
431,山民长老,409,common,,30,,0,0,,,,1,0,,60,800,0,1,,,,,
432,桂花山铁匠,410,common,,30,,0,0,,,,1,0,,60,800,0,1,,,,,
433,桂花山药师,411,common,,30,,0,0,,,,1,0,,60,800,0,1,,,,,
434,桂花山仓库管理,412,common,,30,,0,0,,,,1,0,,60,800,0,1,,,,,
435,小洋葱,358,noncombatant_pet,,30,,0,0,,,,0,0,,100,800,100,1,,,,,
436,灵芝仙,359,noncombatant_pet,,30,,0,0,,,,0,0,,100,800,100,1,,,,,
437,小野骡,360,noncombatant_pet,,30,,0,0,,,,0,0,,100,800,100,1,,,,,
438,金毛猿,361,noncombatant_pet,,30,,0,0,,,,0,0,,100,800,100,1,,,,,
439,成都城声望商人,413,common,,30,,0,0,,,,0,0,,100,800,0,1,,,,,
440,慈云寺声望商人,414,common,,30,,0,0,,,,0,0,,100,800,0,1,,,,,
441,帮会管理员,415,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
442,被抓来的幼童,416,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
443,打杂的童子,417,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
444,天使宝箱,431,common,,0,,0,0,,,,0,0,,60,800,0,1,,,,,
445,贪婪商人,432,common,,30,,0,0,,,,0,0,,100,800,0,1,,,,,
446,李半仙,433,common,,30,,0,0,,,,0,0,,100,800,0,1,,,,,
447,黑惑星,434,monster,,30,,0,0,,,,1,0,,100,1400,0,1,,,,120,
448,铁面佛陀,435,monster,,30,,0,0,,,,1,0,,100,1400,0,1,,,,120,
449,紫铃,436,common,,30,,0,1," -958 -912; -958 -912; -958 -912; -958 -912; -958 -912; -958 -912;-958 -912;-963 -921;-978 -925;-1001 -924;-1023 -919;-1036 -899;-1053 -884;-1069 -868;-1093 -867;-1116 -865;-1138 -870;-1154 -872;-1177 -876;-1198 -871;-1200 -894;-1204 -917;-1203 -939;-1194 -960;-1176 -976;-1154 -972;-1134 -963;-1115 -977;",,0,1,0,,60,800,0,1,1,"OnTaskAccept 301;OnArrive 0;OnHpLower 80|60|40|20;",,,
450,清远猎豹,437,monster,,30,,0,0,,,,1,0,,100,1800,0,1,,,,120,
451,高山野狼,438,monster,,30,,0,0,,,,1,0,,100,1800,0,1,,,,120,
452,金蝉,3001,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
453,齐灵云,3002,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
454,妙一夫人,3003,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
455,李英琼,3004,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
456,袁星,3005,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
457,清风,3006,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
458,明月,3007,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
459,峨眉男弟子,3008,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
460,峨眉女弟子,3009,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
461,短尾猴,3010,monster,,5,,0,0,,,,0,0,,60,800,100,1,,,,,
462,穿山甲,3011,monster,,5,,0,0,,,,0,0,,60,800,100,1,,,,,
463,肉芝,3012,monster,,5,,0,0,,,,0,0,,60,800,100,1,,,,,
464,千年肉芝,3013,monster,,5,,0,0,,,,0,0,,60,800,100,1,,,,,
465,石笋巨人,3014,monster,,5,,0,0,,,,0,0,,60,800,100,1,,"OnHpLower 20;OnStartDuel;OnEndDuel;",,,
466,小沙弥唯善,3101,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
467,小沙弥唯清,3102,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
468,小沙弥唯明,3103,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
469,楠树守卫,3104,common,,5,,0,0,,,,0,0,,100,800,0,1,,"OnHpLower 20;OnStartDuel;OnEndDuel;",,,
470,千年楠树守卫,3105,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
471,老楠树,3106,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
472,佛奴,3107,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
473,白雕,3108,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
474,通臂神猿李宁,3109,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
475,小野猪,3110,monster,,3,,0,0,,,,0,0,,60,800,100,1,,,,,
476,野猪,3111,monster,,5,,0,0,,,,0,0,,60,800,100,1,,,,,
477,小山猿,3112,monster,,3,,0,0,,,,0,0,,60,800,100,1,,,,,
478,山猿,3113,monster,,3,,0,0,,,,0,0,,60,800,100,1,,,,,
479,小山狼,3114,monster,,5,,0,0,,,,0,0,,60,800,100,1,,,,,
480,小血精灵,3115,monster,,3,,0,0,,,,0,0,,60,800,100,1,,,,,
481,小血精灵,3116,monster,,3,,0,0,,,,0,0,,60,800,100,1,,,,,
482,小血精灵,3117,monster,,3,,0,0,,,,0,0,,60,800,100,1,,,,,
483,血精灵,3118,monster,,3,,0,0,,,,0,0,,60,800,100,1,,"OnBeCaptured;OnArrivePoint 376|1178;",,,
484,大血精灵,3119,monster,,10,,0,0,,,,0,0,,60,800,100,1,,,,300,
485,凝碧崖草药,3120,plant,,5,,0,0,,,,0,0,,60,800,0,1,,,,,
486,小野猪,3121,monster,,0,,0,0,,,,1,0,,200,80000,0,1,,,,,
487,野猪,3122,monster,,0,,0,0,,,,1,0,,200,80000,0,1,,,,,
488,野猪王,3123,monster,,0,,0,0,,,,1,0,,200,2000,0,1,,,,,
489,穿山甲,3124,monster,,0,,0,0,,,,1,0,,200,80000,0,1,,,,,
490,小血精灵,3125,monster,,0,,0,0,,,,1,0,,200,80000,0,1,,,,,
491,血精灵,3126,monster,,0,,0,0,,,,1,0,,200,80000,0,1,,,,,
492,大血精灵,3127,monster,,0,,0,0,,,,1,0,,200,80000,0,1,,,,,
493,巨型精灵,3128,monster,,0,,0,0,,,,1,0,,200,2000,0,1,,,,,
494,佛门弟子,3129,common,,0,,14,0,,,,1,0,,200,80000,0,1,,,,,
495,佛门弟子,3130,common,,0,,14,0,,,,1,0,,200,80000,0,1,,,,,
496,百禽道人公冶黄,3201,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
497,白鹦鹉,3202,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
498,鲁孝,3203,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
499,小野猪,3204,monster,,5,,0,0,,,,0,0,,60,800,100,1,,,,,
500,野猪,3205,monster,,5,,0,0,,,,0,0,,60,800,100,1,,,,,
501,野猿,3206,monster,,5,,0,0,,,,0,0,,60,800,100,1,,,,,
502,巨型野猿,3207,monster,,5,,0,0,,,,0,0,,60,800,100,1,,,,,
503,石头人,3208,monster,,5,,0,0,,,,0,0,,60,800,100,1,,,,,
504,石精怪,3209,monster,,5,,0,0,,,,0,0,,60,800,100,1,,"OnHpLower 20;OnStartDuel;OnEndDuel;",,,
505,醉仙草,3210,plant,,5,,0,0,,,,0,0,,60,800,0,1,,,,,
506,周轻云,3301,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
507,素因师太,3302,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
508,朱文,3303,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
509,吴文琪,3304,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
510,小尼姑定闲,3305,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
511,小尼姑定慧,3306,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
512,小尼姑定虚,3307,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
513,百花男弟子,3308,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
514,百花女弟子,3309,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
515,食花兽,3310,monster,,5,,0,0,,,,0,0,,60,800,100,1,,,,,
516,金莲花,3311,monster,,5,,0,0,,,,0,0,,60,800,0,1,,,,,
517,雷公藤,3312,monster,,5,,0,0,,,,0,0,,60,800,100,1,,,,,
518,水精灵,3313,monster,,5,,0,0,,,,0,0,,60,800,100,1,,,,,
519,小灵花仙,3314,monster,,5,,0,0,,,,0,0,,60,800,100,1,,"OnHpLower 20;OnStartDuel;OnEndDuel;",,,
520,隐居的大侠,3315,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
521,小水精,3316,monster,,0,,0,0,,,,1,0,,200,80000,0,1,,,,,
522,小食花兽,3317,monster,,0,,0,0,,,,1,0,,200,80000,0,1,,,,,
523,小雷公藤,3318,monster,,0,,0,0,,,,1,0,,200,80000,0,1,,,,,
524,水精将,3319,monster,,0,,0,0,,,,1,0,,200,2000,0,1,,,,,
525,食花兽,3320,monster,,0,,0,0,,,,1,0,,200,80000,0,1,,,,,
526,雷公藤,3321,monster,,0,,0,0,,,,1,0,,200,80000,0,1,,,,,
527,污浊花仙,3322,monster,,0,,0,0,,,,1,0,,200,80000,0,1,,,,,
528,血魔残魂,3323,monster,,0,,0,0,,,,1,0,,200,2000,0,1,,,,,
529,百花弟子,3324,common,,0,,14,0,,,,1,0,,200,80000,0,1,,,,,
530,百花弟子,3325,common,,0,,14,0,,,,1,0,,200,80000,0,1,,,,,
531,鲨鱼,3326,monster,,0,,51,1,"151 89;159 96;166 102;184 113;197 133;208 154;194 169;170 172;154 165;136 148;129 126;142 108;157 103;",,1,0,0,,200,80000,0,1,,,,,
532,百禽道人公冶黄,3401,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
533,白鹦鹉,3402,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
534,鲁孝,3403,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
535,鲁勿恶,3404,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
536,虎头人,3405,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
537,丑仙人鲁瑾,3406,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
538,修炼者牛二,3407,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
539,小变形狗,3408,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
540,小木人,3409,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
541,小飞仙,3410,common,,5,,0,0,,,,0,0,,100,800,0,1,,,,,
542,鹦鹉,3411,monster,,5,,0,0,,,,0,0,,60,800,100,1,,"OnBeCaptured;OnArrivePoint -65|-1949;",,,
543,小树灵,3412,monster,,5,,0,0,,,,0,0,,60,800,100,1,,,,,
544,小树灵,3413,monster,,5,,0,0,,,,0,0,,60,800,100,1,,,,,
545,异化狼人,3414,monster,,5,,0,0,,,,0,0,,60,800,100,1,,,,,
546,异化狼人,3415,monster,,5,,0,0,,,,0,0,,60,800,100,1,,,,,
547,五台魂魄,3416,monster,,5,,0,0,,,,0,0,,60,800,100,1,,,,,
548,苗疆魂魄,3417,monster,,5,,0,0,,,,0,0,,60,800,100,1,,,,,
549,大树灵,3418,monster,,5,,0,0,,,,0,0,,60,800,100,1,,,,,
550,仙禽散仙,3419,common,,5,,0,0,,,,0,0,,60,800,0,1,,,,,
551,黑谷草药,3420,plant,,5,,0,0,,,,0,0,,60,800,0,1,,,,,
552,战马,3421,common,,30,,0,0,,,,0,0,,60,800,100,1,,,,,
553,雪豹,3422,common,,30,,0,0,,,,0,0,,60,800,100,1,,,,,
554,猪脸猫幼崽,3423,common,,30,,0,0,,,,0,0,,100,800,100,1,,,,,
555,小灰兔,3424,common,,10,,0,0,,,,0,0,,60,800,100,1,,"OnBeCaptured;OnArrivePoint 133|646;",,,
556,封印塔,2901,null,,86400,,0,0,,,,0,0,,60,800,0,1,,,,,
557,水晶塔,2902,defendtower,,86400,,0,0,,,,0,0,,60,800,0,1,,OnCreate;,,,
558,攻城令旗,2903,null,,86400,,0,0,,,,0,0,,60,800,0,1,,,,,
559,攻城管理员,2904,null,,86400,,0,0,,,,0,0,,60,800,0,1,,,,,
560,城门,2905,door,,86400,,0,0,,,,0,0,,60,800,0,1,,OnCreate;,,,
561,血神护卫,2910,common,,86400,,0,0,,,,1,0,,350,2000,0,1,,,,,
562,冰川银狐,2911,common,,86400,,0,0,,,,1,0,,300,2000,0,1,,,,,
563,血神近侍,2912,common,,86400,,0,0,,,,1,0,,300,2000,0,1,,,,,
564,血神将,2913,common,,86400,,0,0,,,,1,1,,500,800,0,1,,,,,
565,血神使者,2914,common,,86400,,0,0,,,,0,0,,60,800,0,1,,,,,
566,血神使者,2915,common,,86400,,0,0,,,,0,0,,60,800,0,1,,,,,
567,血神使者,2916,common,,86400,,0,0,,,,0,0,,60,800,0,1,,,,,
568,血神使者,2917,common,,86400,,0,0,,,,0,0,,60,800,0,1,,,,,
569,血神使者,2918,common,,86400,,0,0,,,,0,0,,60,800,0,1,,,,,
570,血神使者,2919,common,,86400,,0,0,,,,0,0,,60,800,0,1,,,,,
571,血神护卫,2920,monster,,86400,,0,0,,,,1,0,,200,800,0,1,,,,,
572,冰川银狐,2921,monster,,86400,,0,0,,,,1,0,,200,800,0,1,,,,,
573,血神近侍,2922,monster,,86400,,0,0,,,,1,0,,200,800,0,1,,,,,
574,血神将,2923,monster,,86400,,0,0,,,,1,1,,500,800,0,1,,,,,
575,成都捷运驿站,2050,common,,30,,0,0,,,,0,0,,100,800,0,1,,,,,
576,成都捷运驿站,2051,common,,30,,0,0,,,,0,0,,100,800,0,1,,,,,
577,成都捷运驿站,2052,common,,30,,0,0,,,,0,0,,100,800,0,1,,,,,
578,天化村捷运驿站,2053,common,,30,,0,0,,,,0,0,,100,800,0,1,,,,,
579,育成村捷运驿站,2054,common,,30,,0,0,,,,0,0,,100,800,0,1,,,,,
580,桂花山捷运驿站,2055,common,,30,,0,0,,,,0,0,,100,800,0,1,,,,,
581,长沙镇捷运驿站,2056,common,,30,,0,0,,,,0,0,,100,800,0,1,,,,,
582,清水坝市集捷运驿站,2057,common,,30,,0,0,,,,0,0,,100,800,0,1,,,,,
583,青螺山捷运驿站,2058,common,,30,,0,0,,,,0,0,,100,800,0,1,,,,,
584,雪山村捷运驿站,2059,common,,30,,0,0,,,,0,0,,100,800,0,1,,,,,
585,马熊村捷运驿站,2060,common,,30,,0,0,,,,0,0,,100,800,0,1,,,,,
586,鬼哄森林捷运驿站,2061,common,,30,,0,0,,,,0,0,,100,800,0,1,,,,,
587,成都交通直达专线,2062,common,,30,,0,0,,,,0,0,,100,800,0,1,,,,,
588,凝碧崖捷运驿站,2067,common,,30,,0,0,,,,0,0,,100,800,0,1,,,,,
589,虎爪山捷运驿站,2068,common,,30,,0,0,,,,0,0,,100,800,0,1,,,,,
590,伤员营地捷运驿站,2069,common,,30,,0,0,,,,0,0,,100,800,0,1,,,,,
591,月龙村使者,2070,common,,30,,0,0,,,,0,0,,100,800,0,1,,,,,
592,月龙村传送使者,2071,common,,30,,0,0,,,,0,0,,100,800,0,1,,,,,
593,初级竞技场入口,2063,common,,30,,0,0,,,,0,0,,100,800,0,1,,,,,
594,高级竞技场入口,2064,common,,30,,0,0,,,,0,0,,100,800,0,1,,,,,
595,初级竞技场管理员,2065,common,,30,,0,0,,,,0,0,,100,800,0,1,,,,,
596,高级竞技场管理员,2066,common,,30,,0,0,,,,0,0,,100,800,0,1,,,,,
597,暴雪竞技场入口,2072,common,,30,,0,0,,,,0,0,,100,800,0,1,,,,,
598,暴雪竞技场管理员,2073,common,,30,,0,0,,,,0,0,,100,800,0,1,,,,,
